tree ID,date ,pd or md,lwc_bulk,lwc_leaf,leaf_number,dry scan area,bulk or individual leaf,notes
2301,4/6/22,md,NA,0.65249089,4,9.351,leaf,
2331,4/6/22,md,NA,0.56346484,1,4.305,leaf,
2331,4/6/22,md,NA,0.56504065,2,4.606,leaf,
2331,4/6/22,md,NA,0.5049239,3,4.799,leaf,
2343,4/6/22,md,NA,1.01464129,1,5.327,leaf,
2343,4/6/22,md,NA,1.00841346,2,5.785,leaf,
2343,4/7/22,md,NA,NA,3,4.493,leaf,
2345,4/6/22,md,NA,0.69446809,1,8.004,leaf,
2345,4/7/22,md,NA,NA,3,6.425,leaf,
2346,4/6/22,md,NA,0.98507463,1,3.295,leaf,
2346,4/6/22,md,NA,0.99150142,2,2.589,leaf,
2346,4/6/22,md,NA,0.95704057,3,3.18,leaf,
2347,4/6/22,md,NA,1.28227194,1,4.089,leaf,
2347,4/6/22,md,NA,1.04726368,2,3.113,leaf,
2347,4/6/22,md,NA,1.06880734,3,NA,leaf,"envelope empty, leaf lost?"
2352,4/6/22,md,NA,NA,1,9.464,leaf,
2352,4/6/22,md,NA,NA,2,9.112,leaf,
2352,4/6/22,md,NA,NA,3,8.755,leaf,
2352,4/6/22,md,NA,NA,4,7.477,leaf,
2354,4/6/22,md,NA,0.97009569,1,6.4,leaf,
2354,4/6/22,md,NA,0.59754601,2,9.8,leaf,
2354,4/6/22,md,NA,0.96411093,3,8.434,leaf,
2360,4/6/22,md,NA,0.8056338,1,4.822,leaf,
2360,4/6/22,md,NA,0.85384615,2,5.192,leaf,
2360,4/6/22,md,NA,0.84482759,3,3.924,leaf,
2365,4/6/22,md,NA,0.92156863,1,3.51,leaf,
2365,4/6/22,md,NA,0.91482112,2,4.13,leaf,
2365,4/6/22,md,NA,0.92231076,3,3.7,leaf,
2367,4/6/22,md,NA,0.97435897,1,2.757,leaf,
2367,4/6/22,md,NA,0.91666667,2,3.523,leaf,
2367,4/6/22,md,NA,NA,3,3.057,leaf,
2369,4/6/22,md,NA,0.93308081,1,5.358,leaf,
2369,4/6/22,md,NA,0.99731903,2,5.139,leaf,
2369,4/6/22,md,NA,0.97785349,3,4.286,leaf,
2370,4/6/22,md,NA,NA,1,5.12,leaf,
2370,4/6/22,md,NA,NA,2,5.145,leaf,
2370,4/6/22,md,NA,1.2324159,3,14.286,leaf,
2371,4/6/22,md,NA,1.16564417,1,1.677,leaf,
2371,4/6/22,md,NA,1.36021505,2,2.926,leaf,
2372,4/6/22,md,NA,0.90970655,1,3.233,leaf,
2372,4/6/22,md,NA,1.03745318,2,4.144,leaf,
2372,4/6/22,md,NA,0.96810207,3,4.282,leaf,
2375,4/6/22,md,NA,1.09774436,1,2.539,leaf,
2375,4/6/22,md,NA,1.03958333,2,3.382,leaf,
2375,4/7/22,md,NA,NA,3,2.607,leaf,
2376,4/6/22,md,NA,0.62259101,1,9.438,leaf,
2376,4/6/22,md,NA,0.63,2,6.901,leaf,
2376,4/6/22,md,NA,0.66180443,3,18.018,leaf,
2377,4/6/22,md,NA,0.66349206,1,6.823,leaf,
2377,4/6/22,md,NA,0.65197368,2,6.832,leaf,
2378,4/6/22,md,NA,0.8962963,1,5.671,leaf,
2378,4/6/22,md,NA,0.87088608,2,5.249,leaf,
2378,4/6/22,md,NA,0.87901235,3,5.586,leaf,
2378,4/7/22,md,NA,NA,4,2.943,leaf,
2379,4/6/22,md,NA,0.83770492,1,4.033,leaf,
2379,4/6/22,md,NA,0.87659574,2,3.446,leaf,
2379,4/7/22,md,NA,NA,3,3.939,leaf,
2380,4/6/22,md,NA,0.54608696,2,6.699,leaf,
2380,4/6/22,md,NA,0.57126949,3,5.375,leaf,
2381,4/6/22,md,NA,0.82179487,1,5.217,leaf,
2381,4/6/22,md,NA,0.8397351,2,4.719,leaf,
2381,4/6/22,md,NA,0.82495948,3,4.49,leaf,
2382,4/6/22,md,NA,0.77817531,1,3.493,leaf,
2382,4/6/22,md,NA,0.83333333,2,6.934,leaf,
2382,4/6/22,md,NA,0.73394495,3,2.56,leaf,
2382,4/7/22,md,NA,NA,4,3.749,leaf,
2383,4/6/22,md,NA,0.80515759,1,4.2,leaf,
2383,4/6/22,md,NA,0.800000,2,3.081,leaf,
2383,4/6/22,md,NA,0.81773998,3,4.302,leaf,
2383,4/6/22,md,NA,0.87147335,4,4.482,leaf,
2383,4/6/22,md,NA,0.88309637,5,4.403,leaf,
2383,4/6/22,md,NA,0.86623377,6,4.634,leaf,
2384,4/6/22,md,NA,0.79028133,1,2.419,leaf,
2384,4/6/22,md,NA,0.8510101,2,2.395,leaf,
2384,4/6/22,md,NA,0.77352941,3,3.975,leaf,
2384,4/6/22,md,NA,0.82075472,4,3.369,leaf,
2085,4/11/22,md,2.0183727,NA,1,66.12,bulk,
2085,4/11/22,md,2.0183727,NA,2,66.12,bulk,
2085,4/11/22,md,2.0183727,NA,3,66.12,bulk,
2085,4/11/22,md,2.0183727,NA,4,66.12,bulk,
2086,4/11/22,md,1.2556213,NA,1,54.312,bulk,
2086,4/11/22,md,1.2556213,NA,2,54.312,bulk,
2086,4/11/22,md,1.2556213,NA,3,54.312,bulk,
2087,4/11/22,md,3.43986254,NA,1,41.148,bulk,
2087,4/11/22,md,3.43986254,NA,2,41.148,bulk,
2087,4/11/22,md,3.43986254,NA,3,41.148,bulk,
2088,4/11/22,md,2.81303116,NA,1,44.658,bulk,
2088,4/11/22,md,2.81303116,NA,2,44.658,bulk,
2088,4/11/22,md,2.81303116,NA,3,44.658,bulk,
2088,4/11/22,md,2.81303116,NA,4,44.658,bulk,
2089,4/11/22,md,1.28370457,NA,1,62.481,bulk,
2089,4/11/22,md,1.28370457,NA,2,62.481,bulk,
2089,4/11/22,md,1.28370457,NA,3,62.481,bulk,
2089,4/11/22,md,1.28370457,NA,4,62.481,bulk,
2090,4/11/22,md,2.05429072,NA,1,59.699,bulk,
2090,4/11/22,md,2.05429072,NA,2,59.699,bulk,
2090,4/11/22,md,2.05429072,NA,3,59.699,bulk,
2090,4/11/22,md,2.05429072,NA,4,59.699,bulk,
2091,4/11/22,md,1.18901795,NA,1,60.194,bulk,
2091,4/11/22,md,1.18901795,NA,2,60.194,bulk,
2091,4/11/22,md,1.18901795,NA,3,60.194,bulk,
2091,4/11/22,md,1.18901795,NA,4,60.194,bulk,
2091,4/11/22,md,1.18901795,NA,5,60.194,bulk,
2091,4/11/22,md,1.18901795,NA,6,60.194,bulk,
2092,4/11/22,md,1.44931921,NA,1,43.334,bulk,
2092,4/11/22,md,1.44931921,NA,2,43.334,bulk,
2092,4/11/22,md,1.44931921,NA,3,43.334,bulk,
2092,4/11/22,md,1.44931921,NA,4,43.334,bulk,
2092,4/11/22,md,1.44931921,NA,5,43.334,bulk,
2092,4/11/22,md,1.44931921,NA,6,43.334,bulk,
2092,4/11/22,md,1.44931921,NA,7,43.334,bulk,
2093,4/11/22,md,2.05191257,NA,1,30.067,bulk,
2093,4/11/22,md,2.05191257,NA,2,30.067,bulk,
2093,4/11/22,md,2.05191257,NA,3,30.067,bulk,
2093,4/11/22,md,2.05191257,NA,4,30.067,bulk,
2093,4/11/22,md,2.05191257,NA,5,30.067,bulk,
2093,4/11/22,md,2.05191257,NA,6,30.067,bulk,
2093,4/11/22,md,2.05191257,NA,7,30.067,bulk,
11,4/11/22,pd,NA,1.50927487,1,,,
11,4/11/22,pd,NA,1.47707006,2,,,
11,4/11/22,pd,NA,1.46926407,3,,,
11,4/11/22,pd,NA,1.0467033,4,,,
11,4/11/22,pd,NA,1.16111111,5,,,
11,4/11/22,pd,NA,1.10544554,6,,,
2009,4/11/22,pd,0.91230068,0.85,1,45.649,bulk,
2009,4/11/22,pd,0.91230068,0.87464789,2,45.649,bulk,
2009,4/11/22,pd,0.91230068,0.85529412,3,45.649,bulk,
2010,4/11/22,pd,0.84296675,0.81607143,1,50.093,bulk,
2010,4/11/22,pd,0.84296675,0.83232323,2,50.093,bulk,
2010,4/11/22,pd,0.84296675,0.82571429,3,50.093,bulk,
2010,4/11/22,pd,0.84296675,0.77361111,4,50.093,bulk,
2011,4/11/22,pd,0.83670473,0.77142857,1,52.254,bulk,
2011,4/11/22,pd,0.83670473,0.81388889,2,52.254,bulk,
2011,4/11/22,pd,0.83670473,0.78985507,3,52.254,bulk,
21,4/11/22,pd,NA,1.45339806,1,,,
21,4/11/22,pd,NA,1.33174603,2,,,
21,4/11/22,pd,NA,1.48625,3,,,
21,4/11/22,pd,NA,1.32142857,4,,,
21,4/11/22,pd,NA,1.51111111,5,,,
2301,4/11/22,pd,0.59601648,0.58373494,1,56.841,bulk,
2301,4/11/22,pd,0.59601648,0.57889447,2,56.841,bulk,
2301,4/11/22,pd,0.59601648,0.62894737,3,56.841,bulk,
2331,4/11/22,pd,1.45277383,0.56428571,1,47.453,bulk,
2331,4/11/22,pd,1.45277383,0.59444444,2,47.453,bulk,
2331,4/11/22,pd,1.45277383,0.55284553,3,47.453,bulk,
2343,4/11/22,pd,0.88974719,0.86470588,1,82.507,bulk,
2343,4/11/22,pd,0.88974719,0.84537815,2,82.507,bulk,
2343,4/11/22,pd,0.88974719,0.83096774,3,82.507,bulk,
2345,4/11/22,pd,0.63104265,0.63066667,1,58.432,bulk,
2345,4/11/22,pd,0.63104265,0.62980769,2,58.432,bulk,
2345,4/11/22,pd,0.63104265,0.59794521,3,58.432,bulk,
2346,4/11/22,pd,1.11004184,0.775,1,48.554,bulk,
2346,4/11/22,pd,1.11004184,0.71692308,2,48.554,bulk,
2346,4/11/22,pd,1.11004184,0.84736842,3,48.554,bulk,
2346,4/11/22,pd,1.11004184,0.7,4,48.554,bulk,
2347,4/11/22,pd,1.00784708,0.97875,1,53.481,bulk,
2347,4/11/22,pd,1.00784708,0.96146789,2,53.481,bulk,
2347,4/11/22,pd,1.00784708,0.97627119,3,53.481,bulk,
2352,4/11/22,pd,0.57261146,0.53577982,1,41.898,bulk,
2352,4/11/22,pd,0.57261146,0.5310559,2,41.898,bulk,
2352,4/11/22,pd,0.57261146,0.51529412,3,41.898,bulk,
2352,4/11/22,pd,0.57261146,0.53589744,4,41.898,bulk,
2352,4/11/22,pd,0.57261146,0.50434783,5,41.898,bulk,
2354,4/11/22,pd,0.62477064,0.58455882,1,89.307,bulk,
2354,4/11/22,pd,0.62477064,0.63539095,2,89.307,bulk,
2354,4/11/22,pd,0.62477064,0.62160494,3,89.307,bulk,
2354,4/11/22,pd,0.62477064,0.63480392,4,89.307,bulk,
2354,4/11/22,pd,0.62477064,0.55349794,5,89.307,bulk,
2360,4/11/22,pd,0.85714286,0.82765957,1,46.12,bulk,
2360,4/11/22,pd,0.85714286,0.86666667,2,46.12,bulk,
2360,4/11/22,pd,0.85714286,0.81481481,3,46.12,bulk,
2365,4/11/22,pd,0.95345912,0.92236842,1,40.992,bulk,
2365,4/11/22,pd,0.95345912,0.90405405,2,40.992,bulk,
2367,4/11/22,pd,0.91633987,0.91454545,1,31.088,bulk,
2367,4/11/22,pd,0.91633987,0.92888889,2,31.088,bulk,
2367,4/11/22,pd,0.91633987,0.90961538,3,31.088,bulk,
2367,4/11/22,pd,0.91633987,0.87674419,4,31.088,bulk,
2369,4/11/22,pd,0.87002237,0.80517241,1,40.862,bulk,
2369,4/11/22,pd,0.87002237,0.84482759,2,40.862,bulk,
2369,4/11/22,pd,0.87002237,0.83090909,3,40.862,bulk,
2370,4/11/22,pd,1.19261745,0.96410256,1,15.082,bulk,
2370,4/11/22,pd,1.19261745,0.95757576,2,15.082,bulk,
2371,4/11/22,pd,1.09682927,1.13513514,1,45.617,bulk,
2371,4/11/22,pd,1.09682927,1.03043478,2,45.617,bulk,
2371,4/11/22,pd,1.09682927,1.14626866,3,45.617,bulk,
2372,4/11/22,pd,1.35625,0.94516129,1,37.4,bulk,
2372,4/11/22,pd,1.35625,0.91875,2,37.4,bulk,
2372,4/11/22,pd,1.35625,0.8952381,3,37.4,bulk,
2375,4/11/22,pd,1.09973684,1.08383838,1,42.188,bulk,
2375,4/11/22,pd,1.09973684,1.09818182,2,42.188,bulk,
2375,4/11/22,pd,1.09973684,1.06708861,3,42.188,bulk,
2376,4/11/22,pd,0.58251821,0.5849711,1,31.022,bulk,
2376,4/11/22,pd,0.58251821,0.58532609,2,31.022,bulk,
2376,4/11/22,pd,0.58251821,0.57952381,3,31.022,bulk,
2377,4/11/22,pd,0.5969119,0.51945289,1,75.317,bulk,
2377,4/11/22,pd,0.5969119,0.60414508,2,75.317,bulk,
2377,4/11/22,pd,0.5969119,0.5962406,3,75.317,bulk,
2377,4/11/22,pd,0.5969119,0.55147929,4,75.317,bulk,
2378,4/11/22,pd,0.86697128,0.81078431,1,67.871,bulk,
2378,4/11/22,pd,0.86697128,0.83076923,2,67.871,bulk,
2378,4/11/22,pd,0.86697128,0.80481928,3,67.871,bulk,
2379,4/11/22,pd,0.8311284,0.80833333,1,42.757,bulk,
2379,4/11/22,pd,0.8311284,0.8,2,42.757,bulk,
2379,4/11/22,pd,0.8311284,0.7625,3,42.757,bulk,
2380,4/11/22,pd,0.71081454,0.504,1,76.201,bulk,
2380,4/11/22,pd,0.71081454,0.55319149,2,76.201,bulk,
2380,4/11/22,pd,0.71081454,0.56333333,3,76.201,bulk,
2380,4/11/22,pd,0.71081454,0.53578947,4,76.201,bulk,
2381,4/11/22,pd,0.8476082,0.8195122,1,40.462,bulk,
2381,4/11/22,pd,0.8476082,0.83448276,2,40.462,bulk,
2381,4/11/22,pd,0.8476082,0.78613861,3,40.462,bulk,
2382,4/11/22,pd,0.78333333,0.77948718,1,58.763,bulk,
2382,4/11/22,pd,0.78333333,0.76083333,2,58.763,bulk,
2382,4/11/22,pd,0.78333333,0.82350427,3,58.763,bulk,
2382,4/11/22,pd,0.78333333,0.82195122,4,58.763,bulk,
2382,4/11/22,pd,0.78333333,0.828125,5,58.763,bulk,
2382,4/11/22,pd,0.78333333,0.75344828,6,58.763,bulk,
2382,4/11/22,pd,0.78333333,0.79174312,7,58.763,bulk,
2383,4/11/22,pd,0.82276995,0.82,1,36.804,bulk,
2383,4/11/22,pd,0.82276995,0.78541667,2,36.804,bulk,
2384,4/11/22,pd,0.81130856,0.78636364,1,49.291,bulk,
2384,4/11/22,pd,0.81130856,0.76764706,2,49.291,bulk,
2384,4/11/22,pd,0.81130856,0.74626866,3,49.291,bulk,
11,4/13/22,md,NA,1.44379639,1,,,
11,4/13/22,md,NA,1.40449438,2,,,
11,4/13/22,md,NA,2.32754717,3,,,
11,4/13/22,md,NA,2.37785016,4,,,
11,4/13/22,md,NA,0.92571959,5,,,
11,4/13/22,md,NA,2.23066393,6,,,
12,4/13/22,md,NA,1.36080871,1,,,
12,4/13/22,md,NA,1.14883007,2,,,
12,4/13/22,md,NA,1.3319021,3,,,
12,4/13/22,md,NA,1.48427261,4,,,
12,4/13/22,md,NA,1.21357112,5,,,
12,4/13/22,md,NA,1.09256198,6,,,
1478,4/13/22,md,1.10569764,1.03095238,1,111.688,bulk,
1478,4/13/22,md,1.10569764,0.96137339,2,111.688,bulk,
1478,4/13/22,md,1.10569764,1.01223776,3,111.688,bulk,
1478,4/13/22,md,1.10569764,0.94404332,4,111.688,bulk,
1478,4/13/22,md,1.10569764,0.96564885,5,111.688,bulk,
20,4/13/22,md,NA,1.0872093,1,,,
20,4/13/22,md,NA,1.09333333,2,,,
20,4/13/22,md,NA,1.08049536,3,,,
20,4/13/22,md,NA,1.20194175,4,,,
20,4/13/22,md,NA,1.25650558,5,,,
20,4/13/22,md,NA,0.94230769,6,,,
2004,4/13/22,md,0.84828592,0.75704225,1,40.793,bulk,
2004,4/13/22,md,0.84828592,0.7627551,2,40.793,bulk,
2004,4/13/22,md,0.84828592,0.86980609,3,40.793,bulk,
2005,4/13/22,md,0.94634556,0.88980716,1,110.726,bulk,
2005,4/13/22,md,0.94634556,0.90322581,2,110.726,bulk,
2005,4/13/22,md,0.94634556,0.89381564,3,110.726,bulk,
2006,4/13/22,md,0.86054442,0.76584507,1,122.554,bulk,
2006,4/13/22,md,0.86054442,0.76884921,2,122.554,bulk,
2006,4/13/22,md,0.86054442,0.78599222,3,122.554,bulk,
2007,4/13/22,md,0.96819728,17382.9662,1,82.264,bulk,
2007,4/13/22,md,0.96819728,0.74579832,2,82.264,bulk,
2007,4/13/22,md,0.96819728,0.7523511,3,82.264,bulk,
2009,4/13/22,md,0.89859476,0.84645362,1,57.658,bulk,
2009,4/13/22,md,0.89859476,0.8997155,2,57.658,bulk,
2009,4/13/22,md,0.89859476,0.86507937,3,57.658,bulk,
2010,4/13/22,md,0.79764065,0.77147919,1,67.702,bulk,
2010,4/13/22,md,0.79764065,0.74674115,2,67.702,bulk,
2011,4/13/22,md,0.80647131,0.8129845,1,47.116,bulk,
2011,4/13/22,md,0.80647131,0.7857848,2,47.116,bulk,
2011,4/13/22,md,0.80647131,0.77058824,3,47.116,bulk,
2012,4/13/22,md,1.0244335,0.94074074,1,83.477,bulk,
2012,4/13/22,md,1.0244335,0.92639594,2,83.477,bulk,
2012,4/13/22,md,1.0244335,0.9253012,3,83.477,bulk,
2013,4/13/22,md,1.20302731,1.1227652,1,79.999,bulk,
2013,4/13/22,md,1.20302731,1.12844037,2,79.999,bulk,
2013,4/13/22,md,1.20302731,1.10173697,3,79.999,bulk,
2013,4/13/22,md,1.20302731,1.17484663,4,79.999,bulk,
2015,4/13/22,md,0.94058018,0.8748019,1,70.99,bulk,
2015,4/13/22,md,0.94058018,0.87430168,2,70.99,bulk,
2015,4/13/22,md,0.94058018,0.83003953,3,70.99,bulk,
2015,4/13/22,md,0.94058018,0.79002079,4,70.99,bulk,
2020,4/13/22,md,0.84041384,0.76995305,1,119.925,bulk,
2020,4/13/22,md,0.84041384,0.78446602,2,119.925,bulk,
2020,4/13/22,md,0.84041384,0.83557047,3,119.925,bulk,
2021,4/13/22,md,0.8444725,0.77920228,1,86.79,bulk,
2021,4/13/22,md,0.8444725,0.85457516,2,86.79,bulk,
2021,4/13/22,md,0.8444725,0.78674352,3,86.79,bulk,
2024,4/13/22,md,0.88779496,0.83842795,1,96.567,bulk,
2024,4/13/22,md,0.88779496,0.82833506,2,96.567,bulk,
2024,4/13/22,md,0.88779496,0.85678074,3,96.567,bulk,
2025,4/13/22,md,0.85698623,0.82841823,1,69.812,bulk,
2025,4/13/22,md,0.85698623,0.80869565,2,69.812,bulk,
2025,4/13/22,md,0.85698623,1.12176166,3,69.812,bulk,
2025,4/13/22,md,0.85698623,0.80469897,4,69.812,bulk,
2026,4/13/22,md,0.80959137,0.78104575,1,33.202,bulk,
2026,4/13/22,md,0.80959137,0.75064935,2,33.202,bulk,
2026,4/13/22,md,0.80959137,0.77466863,3,33.202,bulk,
2027,4/13/22,md,0.84991223,0.76456876,1,150.791,bulk,
2027,4/13/22,md,0.84991223,0.77665996,2,150.791,bulk,
2027,4/13/22,md,0.84991223,0.85069817,3,150.791,bulk,
2027,4/13/22,md,0.84991223,0.82405745,4,150.791,bulk,
2028,4/13/22,md,1.11881814,0.72463768,1,57.28,bulk,
2028,4/13/22,md,1.11881814,0.75590551,2,57.28,bulk,
2028,4/13/22,md,1.11881814,0.81636364,3,57.28,bulk,
2031,4/13/22,md,0.96829333,0.80900409,1,94.905,bulk,
2031,4/13/22,md,0.96829333,0.80422794,2,94.905,bulk,
2031,4/13/22,md,0.96829333,0.78150289,3,94.905,bulk,
2301,4/13/22,md,0.60381314,0.5800464,1,53.164,bulk,
2301,4/13/22,md,0.60381314,0.63664596,2,53.164,bulk,
2301,4/13/22,md,0.60381314,0.589254,3,53.164,bulk,
2301,4/13/22,md,0.60381314,0.66427932,4,53.164,bulk,
2331,4/13/22,md,0.56295341,0.55944056,1,53.052,bulk,
2331,4/13/22,md,0.56295341,0.52820173,2,53.052,bulk,
2331,4/13/22,md,0.56295341,14.4545455,3,53.052,bulk,
2331,4/13/22,md,0.56295341,0.57942238,4,53.052,bulk,
2343,4/13/22,md,0.93567113,0.86435331,1,80.996,bulk,
2343,4/13/22,md,0.93567113,2.3356974,2,80.996,bulk,
2343,4/13/22,md,0.93567113,0.90225564,3,80.996,bulk,
2345,4/13/22,md,0.64746654,0.64782609,1,45.227,bulk,
2345,4/13/22,md,0.64746654,0.57894737,2,45.227,bulk,
2345,4/13/22,md,0.64746654,0.59602195,3,45.227,bulk,
2345,4/13/22,md,0.64746654,0.61656442,4,45.227,bulk,
2346,4/13/22,md,0.75553555,25.7458333,1,43.939,bulk,
2346,4/13/22,md,0.75553555,0.68871595,2,43.939,bulk,
2346,4/13/22,md,0.75553555,0.70532915,3,43.939,bulk,
2347,4/13/22,md,0.9623253,0.87782805,1,47.114,bulk,
2347,4/13/22,md,0.9623253,0.8793456,2,47.114,bulk,
2347,4/13/22,md,0.9623253,0.86561955,3,47.114,bulk,
2352,4/13/22,md,0.82598236,0.54035088,1,33.564,bulk,"y1, 2"
2352,4/13/22,md,0.82598236,0.75965131,2,33.564,bulk,"y1, 2"
2352,4/13/22,md,0.82598236,0.71468531,3,33.564,bulk,"y1, 2"
2352,4/13/22,md,0.82598236,0.75816203,4,33.564,bulk,"y1, 2"
2354,4/13/22,md,1.31461778,0.86142322,1,52.112,bulk,y0
2354,4/13/22,md,1.31461778,0.85523385,2,52.112,bulk,y0
2354,4/13/22,md,1.31461778,0.85052632,3,52.112,bulk,y0
2360,4/13/22,md,0.82358674,0.79885877,1,26.324,bulk,
2360,4/13/22,md,0.82358674,0.80607083,2,26.324,bulk,
2360,4/13/22,md,0.82358674,0.79034942,3,26.324,bulk,
2360,4/13/22,md,0.82358674,0.77883311,4,26.324,bulk,
2365,4/13/22,md,0.87347498,0.86180905,1,69.504,bulk,
2365,4/13/22,md,0.87347498,0.83746556,2,69.504,bulk,
2365,4/13/22,md,0.87347498,0.91717172,3,69.504,bulk,
2365,4/13/22,md,0.87347498,0.88106796,4,69.504,bulk,
2365,4/13/22,md,0.87347498,0.86902287,5,69.504,bulk,
2365,4/13/22,md,0.87347498,0.88690476,6,69.504,bulk,
2367,4/13/22,md,0.87844156,0.85311573,1,45.597,bulk,
2367,4/13/22,md,0.87844156,0.63651316,2,45.597,bulk,
2367,4/13/22,md,0.87844156,0.41959335,3,45.597,bulk,
2367,4/13/22,md,0.87844156,1.7326969,4,45.597,bulk,
2370,4/13/22,md,0.94739953,0.90909091,1,31.367,bulk,
2370,4/13/22,md,0.94739953,0.94034091,2,31.367,bulk,
2370,4/13/22,md,0.94739953,0.96721311,3,31.367,bulk,
2371,4/13/22,md,1.08941119,1.07050093,1,43.588,bulk,
2371,4/13/22,md,1.08941119,1.04743083,2,43.588,bulk,
2371,4/13/22,md,1.08941119,1.07553366,3,43.588,bulk,
2374,4/13/22,md,1.00503145,0.92639594,1,39.819,bulk,
2374,4/13/22,md,1.00503145,0.94417077,2,39.819,bulk,
2375,4/13/22,md,0.99192115,0.92751236,1,53.213,bulk,
2375,4/13/22,md,0.99192115,0.93637847,2,53.213,bulk,
2375,4/13/22,md,0.99192115,0.9165701,3,53.213,bulk,
2376,4/13/22,md,0.63490543,0.69530808,1,71.621,bulk,
2376,4/13/22,md,0.63490543,0.59504132,2,71.621,bulk,
2376,4/13/22,md,0.63490543,0.62256149,3,71.621,bulk,
2377,4/13/22,md,0.84736989,0.84296724,1,65.612,bulk,y0
2377,4/13/22,md,0.84736989,0.81,2,65.612,bulk,y0
2377,4/13/22,md,0.84736989,0.80178394,3,65.612,bulk,y0
2377,4/13/22,md,0.84736989,0.76777251,4,65.612,bulk,y0
2377,4/13/22,md,0.84736989,0.82562278,5,65.612,bulk,y0
2378,4/13/22,md,0.86735016,0.88197767,1,56.382,bulk,
2378,4/13/22,md,0.86735016,0.88785047,2,56.382,bulk,
2379,4/13/22,md,0.8122943,0.78895184,1,89.92,bulk,
2379,4/13/22,md,0.8122943,0.74979079,2,89.92,bulk,
2379,4/13/22,md,0.8122943,0.77019749,3,89.92,bulk,
2379,4/13/22,md,0.8122943,0.75272162,4,89.92,bulk,
2379,4/13/22,md,0.8122943,0.75855327,5,89.92,bulk,
2380,4/13/22,md,0.52947906,0.57230143,1,53.074,bulk,y0
2380,4/13/22,md,0.52947906,0.55412371,2,53.074,bulk,y0
2380,4/13/22,md,0.52947906,0.55992268,3,53.074,bulk,y0
2381,4/13/22,md,0.40111909,-0.0294118,1,74.038,bulk,
2381,4/13/22,md,0.40111909,-0.0296359,2,74.038,bulk,
2381,4/13/22,md,0.40111909,-0.0060514,3,74.038,bulk,
2382,4/13/22,md,0.83546066,0.76666667,1,79.352,bulk,
2382,4/13/22,md,0.83546066,0.74309979,2,79.352,bulk,
2382,4/13/22,md,0.83546066,0.7496112,3,79.352,bulk,
2382,4/13/22,md,0.83546066,0.75118708,4,79.352,bulk,
2382,4/13/22,md,0.83546066,0.77657099,5,79.352,bulk,
2383,4/13/22,md,0.80065937,0.73413379,1,64.58,bulk,
2383,4/13/22,md,0.80065937,0.74021012,2,64.58,bulk,
2383,4/13/22,md,0.80065937,0.61502347,3,64.58,bulk,
2384,4/13/22,md,0.80097269,0.79913295,1,43.002,bulk,
2384,4/13/22,md,0.80097269,0.8013468,2,43.002,bulk,
2384,4/13/22,md,0.80097269,0.78526646,3,43.002,bulk,
11,4/25/22,md,2.40589744,NA,1,,,
11,4/25/22,md,2.40589744,NA,2,,,
11,4/25/22,md,2.40589744,NA,3,,,
2009,4/25/22,md,0.84174625,NA,1,,,
2009,4/25/22,md,0.84174625,NA,2,,,
2009,4/25/22,md,0.84174625,NA,3,,,
2010,4/25/22,md,0.88861985,NA,1,,,
2010,4/25/22,md,0.88861985,NA,2,,,
2010,4/25/22,md,0.88861985,NA,3,,,
2011,4/25/22,md,0.77046125,NA,1,,,
2011,4/25/22,md,0.77046125,NA,2,,,
2011,4/25/22,md,0.77046125,NA,3,,,
21,4/25/22,md,1.25124555,NA,1,,,
21,4/25/22,md,1.25124555,NA,2,,,
21,4/25/22,md,1.25124555,NA,3,,,
21,4/25/22,md,1.25124555,NA,4,,,
21,4/25/22,md,1.25124555,NA,5,,,
2301,4/25/22,md,0.62951864,NA,1,,,
2301,4/25/22,md,0.62951864,NA,2,,,
2301,4/25/22,md,0.62951864,NA,3,,,
2301,4/25/22,md,0.62951864,NA,4,,,
2301,4/25/22,md,0.62951864,NA,5,,,
2331,4/25/22,md,0.60891089,NA,1,,,
2331,4/25/22,md,0.60891089,NA,2,,,
2331,4/25/22,md,0.60891089,NA,3,,,
2343,4/25/22,md,0.8615041,NA,1,,,
2343,4/25/22,md,0.8615041,NA,2,,,
2343,4/25/22,md,0.8615041,NA,3,,,
2345,4/25/22,md,0.70324271,NA,1,,,
2345,4/25/22,md,0.70324271,NA,2,,,
2345,4/25/22,md,0.70324271,NA,3,,,
2346,4/25/22,md,0.83832194,NA,1,,,
2346,4/25/22,md,0.83832194,NA,2,,,
2346,4/25/22,md,0.83832194,NA,3,,,
2347,4/25/22,md,0.95204427,NA,1,,,
2347,4/25/22,md,0.95204427,NA,2,,,
2347,4/25/22,md,0.95204427,NA,3,,,
2352,4/25/22,md,0.54494382,NA,1,,,
2352,4/25/22,md,0.54494382,NA,2,,,
2352,4/25/22,md,0.54494382,NA,3,,,
2360,4/25/22,md,0.76751923,NA,1,,,
2360,4/25/22,md,0.76751923,NA,2,,,
2360,4/25/22,md,0.76751923,NA,3,,,
2365,4/25/22,md,0.84924623,NA,1,,,
2365,4/25/22,md,0.84924623,NA,2,,,
2365,4/25/22,md,0.84924623,NA,3,,,
2367,4/25/22,md,0.85307276,NA,1,,,
2367,4/25/22,md,0.85307276,NA,2,,,
2367,4/25/22,md,0.85307276,NA,3,,,
2369,4/25/22,md,0.81958962,NA,1,,,
2369,4/25/22,md,0.81958962,NA,2,,,
2369,4/25/22,md,0.81958962,NA,3,,,
