"","tree","plot","site","species","date","time","notes","week","lwc_bulk","dm_bulk_g","wm_bulk_g","rep","lwc_leaf","dm_leaf_g","wm_leaf_g"
"2533",2301,"Hobbiton","LL","live oak",2022-04-13,"md",NA,15,0.603813142894582,1.5263,2.4479,"1",0.580046403712297,0.1724,0.2724
"2534",2301,"Hobbiton","LL","live oak",2022-04-11,"pd",NA,15,0.596016483516484,0.728,1.1619,"1",0.583734939759036,0.166,0.2629
"2535",2301,"Hobbiton","LL","live oak",2022-04-13,"md",NA,15,0.603813142894582,1.5263,2.4479,"2",0.636645962732919,0.161,0.2635
"2536",2301,"Hobbiton","LL","live oak",2022-04-11,"pd",NA,15,0.596016483516484,0.728,1.1619,"2",0.578894472361809,0.199,0.3142
"2537",2301,"Hobbiton","LL","live oak",2022-04-13,"md",NA,15,0.603813142894582,1.5263,2.4479,"3",0.589253996447602,0.2252,0.3579
"2538",2301,"Hobbiton","LL","live oak",2022-04-11,"pd",NA,15,0.596016483516484,0.728,1.1619,"3",0.628947368421053,0.228,0.3714
"2539",2301,"Hobbiton","LL","live oak",2022-04-13,"md",NA,15,0.603813142894582,1.5263,2.4479,"4",0.664279319606088,0.1117,0.1859
"2540",2301,"Hobbiton","LL","live oak",NA,"pd",NA,15,0.596016483516484,0.728,1.1619,"4",NA,NA,NA
"2541",2301,"Hobbiton","LL","live oak",2022-04-25,"md",NA,17,0.629518636448773,1.0678,1.74,"1",NA,NA,NA
"2542",2301,"Hobbiton","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"1",NA,NA,NA
"2543",2301,"Hobbiton","LL","live oak",2022-04-25,"md",NA,17,0.629518636448773,1.0678,1.74,"2",NA,NA,NA
"2544",2301,"Hobbiton","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"2",NA,NA,NA
"2545",2301,"Hobbiton","LL","live oak",2022-04-25,"md",NA,17,0.629518636448773,1.0678,1.74,"3",NA,NA,NA
"2546",2301,"Hobbiton","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"3",NA,NA,NA
"2547",2301,"Hobbiton","LL","live oak",2022-04-25,"md",NA,17,0.629518636448773,1.0678,1.74,"4",NA,NA,NA
"2548",2301,"Hobbiton","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"4",NA,NA,NA
"2549",2301,"Hobbiton","LL","live oak",2022-04-25,"md",NA,17,0.629518636448773,1.0678,1.74,"5",NA,NA,NA
"2550",2301,"Hobbiton","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"5",NA,NA,NA
"2551",2301,"Hobbiton","LL","live oak",2022-05-04,"md",NA,18,0.647562935190145,1.867,3.076,"1",NA,NA,NA
"2552",2301,"Hobbiton","LL","live oak",NA,"pd",NA,18,NA,NA,NA,"1",NA,NA,NA
"2553",2301,"Hobbiton","LL","live oak",2022-05-04,"md",NA,18,0.647562935190145,1.867,3.076,"2",NA,NA,NA
"2554",2301,"Hobbiton","LL","live oak",NA,"pd",NA,18,NA,NA,NA,"2",NA,NA,NA
"2555",2301,"Hobbiton","LL","live oak",2022-05-04,"md",NA,18,0.647562935190145,1.867,3.076,"3",NA,NA,NA
"2556",2301,"Hobbiton","LL","live oak",NA,"pd",NA,18,NA,NA,NA,"3",NA,NA,NA
"2557",2301,"Hobbiton","LL","live oak",2022-05-09,"md",NA,19,NA,NA,NA,"1",NA,NA,NA
"2558",2301,"Hobbiton","LL","live oak",2022-05-09,"pd",NA,19,0.65597667638484,1.715,2.84,"1",NA,NA,NA
"2559",2301,"Hobbiton","LL","live oak",2022-05-09,"md",NA,19,NA,NA,NA,"2",NA,NA,NA
"2560",2301,"Hobbiton","LL","live oak",2022-05-09,"pd",NA,19,0.65597667638484,1.715,2.84,"2",NA,NA,NA
"2561",2301,"Hobbiton","LL","live oak",2022-05-09,"md",NA,19,NA,NA,NA,"3",NA,NA,NA
"2562",2301,"Hobbiton","LL","live oak",2022-05-09,"pd",NA,19,0.65597667638484,1.715,2.84,"3",NA,NA,NA
"2563",2301,"Hobbiton","LL","live oak",2022-05-23,"md",NA,21,NA,NA,NA,"1",NA,NA,NA
"2564",2301,"Hobbiton","LL","live oak",2022-05-23,"pd",NA,21,0.63527397260274,1.168,1.91,"1",NA,NA,NA
"2565",2301,"Hobbiton","LL","live oak",2022-05-23,"md",NA,21,NA,NA,NA,"2",NA,NA,NA
"2566",2301,"Hobbiton","LL","live oak",2022-05-23,"pd",NA,21,0.63527397260274,1.168,1.91,"2",NA,NA,NA
"2567",2301,"Hobbiton","LL","live oak",2022-05-23,"md",NA,21,NA,NA,NA,"3",NA,NA,NA
"2568",2301,"Hobbiton","LL","live oak",2022-05-23,"pd",NA,21,0.63527397260274,1.168,1.91,"3",NA,NA,NA
"2569",2301,"Hobbiton","LL","live oak",NA,"md",NA,21,NA,NA,NA,"4",NA,NA,NA
"2570",2301,"Hobbiton","LL","live oak",2022-05-23,"pd",NA,21,0.63527397260274,1.168,1.91,"4",NA,NA,NA
"2571",2301,"Hobbiton","LL","live oak",2022-07-19,"md",NA,29,0.51169702780441,1.043,1.5767,"1",NA,NA,NA
"2572",2301,"Hobbiton","LL","live oak",2022-07-19,"pd",NA,29,0.534381551362684,0.954,1.4638,"1",NA,NA,NA
"2573",2301,"Hobbiton","LL","live oak",2022-07-19,"md",NA,29,0.51169702780441,1.043,1.5767,"2",NA,NA,NA
"2574",2301,"Hobbiton","LL","live oak",2022-07-19,"pd",NA,29,0.534381551362684,0.954,1.4638,"2",NA,NA,NA
"2575",2301,"Hobbiton","LL","live oak",2022-07-19,"md",NA,29,0.51169702780441,1.043,1.5767,"3",NA,NA,NA
"2576",2301,"Hobbiton","LL","live oak",2022-07-19,"pd",NA,29,0.534381551362684,0.954,1.4638,"3",NA,NA,NA
"2577",2301,"Hobbiton","LL","live oak",2022-08-18,"md",NA,33,0.567843788948899,1.2035,1.8869,"1",NA,NA,NA
"2578",2301,"Hobbiton","LL","live oak",2022-08-18,"pd",NA,33,0.585357065648195,1.3877,2.2,"1",NA,NA,NA
"2579",2301,"Hobbiton","LL","live oak",2022-08-18,"md",NA,33,0.567843788948899,1.2035,1.8869,"2",NA,NA,NA
"2580",2301,"Hobbiton","LL","live oak",2022-08-18,"pd",NA,33,0.585357065648195,1.3877,2.2,"2",NA,NA,NA
"2581",2301,"Hobbiton","LL","live oak",2022-08-18,"md",NA,33,0.567843788948899,1.2035,1.8869,"3",NA,NA,NA
"2582",2301,"Hobbiton","LL","live oak",2022-08-18,"pd",NA,33,0.585357065648195,1.3877,2.2,"3",NA,NA,NA
"2583",2301,"Hobbiton","LL","live oak",2022-08-18,"md",NA,33,0.567843788948899,1.2035,1.8869,"4",NA,NA,NA
"2584",2301,"Hobbiton","LL","live oak",2022-08-18,"pd",NA,33,0.585357065648195,1.3877,2.2,"4",NA,NA,NA
"2585",2301,"Hobbiton","LL","live oak",2022-08-18,"md",NA,33,0.567843788948899,1.2035,1.8869,"5",NA,NA,NA
"2586",2301,"Hobbiton","LL","live oak",NA,"pd",NA,33,0.585357065648195,1.3877,2.2,"5",NA,NA,NA
"2587",2301,"Hobbiton","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"1",0.687861271676301,0.173,0.292
"2588",2301,"Hobbiton","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"1",NA,NA,NA
"2589",2301,"Hobbiton","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"2",0.767567567567568,0.185,0.327
"2590",2301,"Hobbiton","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"2",NA,NA,NA
"2591",2301,"Hobbiton","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"3",0.674008810572687,0.227,0.38
"2592",2301,"Hobbiton","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"3",NA,NA,NA
"2593",2301,"Hobbiton","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"4",0.762195121951219,0.164,0.289
"2594",2301,"Hobbiton","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"4",NA,NA,NA
"2595",2301,"Hobbiton","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"5",0.75,0.168,0.294
"2596",2301,"Hobbiton","LL","live oak",NA,"pd",NA,9,NA,NA,NA,"5",NA,NA,NA
"2597",2301,"Hobbiton","LL","live oak",NA,"md",NA,NA,NA,NA,NA,"1",0.721759809750298,0.0841,0.1448
"2598",2301,"Hobbiton","LL","live oak",NA,"pd",NA,NA,NA,NA,NA,"1",NA,NA,NA
"2599",2301,"Hobbiton","LL","live oak",NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600",2301,"Hobbiton","LL","live oak",NA,"pd",NA,NA,NA,NA,NA,NA,0.596016483516484,0.728,1.1619
"2601",2379,"Hobbiton","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"1",NA,NA,NA
"2602",2379,"Hobbiton","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"1",NA,NA,NA
"2603",2379,"Hobbiton","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"2",NA,NA,NA
"2604",2379,"Hobbiton","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"2",NA,NA,NA
"2605",2379,"Hobbiton","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"3",NA,NA,NA
"2606",2379,"Hobbiton","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"3",NA,NA,NA
"2607",2379,"Hobbiton","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"4",NA,NA,NA
"2608",2379,"Hobbiton","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"4",NA,NA,NA
"2609",2379,"Hobbiton","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"5",NA,NA,NA
"2610",2379,"Hobbiton","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"5",NA,NA,NA
"2611",2313,"Ridge","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"1",NA,NA,NA
"2612",2313,"Ridge","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"1",0.866666666666667,0.075,0.14
"2613",2313,"Ridge","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"2",NA,NA,NA
"2614",2313,"Ridge","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"2",0.734939759036144,0.083,0.144
"2615",2313,"Ridge","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"3",NA,NA,NA
"2616",2313,"Ridge","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"3",0.627118644067797,0.059,0.096
"2617",2313,"Ridge","LL","blue oak",NA,"md",NA,9,NA,NA,NA,"4",NA,NA,NA
"2618",2313,"Ridge","LL","blue oak",2022-02-28,"pd",NA,9,NA,NA,NA,"4",0.814285714285714,0.07,0.127
"2619",2322,"Ridge","LL","live oak",NA,"md",NA,9,NA,NA,NA,"1",NA,NA,NA
"2620",2322,"Ridge","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"1",NA,NA,NA
"2621",2322,"Ridge","LL","live oak",NA,"md",NA,9,NA,NA,NA,"2",NA,NA,NA
"2622",2322,"Ridge","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"2",NA,NA,NA
"2623",2322,"Ridge","LL","live oak",NA,"md",NA,9,NA,NA,NA,"3",NA,NA,NA
"2624",2322,"Ridge","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"3",NA,NA,NA
"2625",2330,"Ridge","LL","blue oak",NA,"md",NA,33,NA,NA,NA,"1",NA,NA,NA
"2626",2330,"Ridge","LL","blue oak",2022-08-18,"pd",NA,33,0.465376879609233,1.0441,1.53,"1",NA,NA,NA
"2627",2330,"Ridge","LL","blue oak",NA,"md",NA,33,NA,NA,NA,"2",NA,NA,NA
"2628",2330,"Ridge","LL","blue oak",2022-08-18,"pd",NA,33,0.465376879609233,1.0441,1.53,"2",NA,NA,NA
"2629",2330,"Ridge","LL","blue oak",NA,"md",NA,33,NA,NA,NA,"3",NA,NA,NA
"2630",2330,"Ridge","LL","blue oak",2022-08-18,"pd",NA,33,0.465376879609233,1.0441,1.53,"3",NA,NA,NA
"2631",2331,"Ridge","LL","live oak",2022-03-08,"md",NA,10,0.696848137535817,0.698,1.1844,"1",0.707344632768362,0.177,0.3022
"2632",2331,"Ridge","LL","live oak",2022-03-08,"pd",NA,10,0.675529661016949,0.944,1.5817,"1",0.648989898989899,0.198,0.3265
"2633",2331,"Ridge","LL","live oak",2022-03-08,"md",NA,10,0.696848137535817,0.698,1.1844,"2",0.672666666666667,0.15,0.2509
"2634",2331,"Ridge","LL","live oak",2022-03-08,"pd",NA,10,0.675529661016949,0.944,1.5817,"2",0.688181818181818,0.22,0.3714
"2635",2331,"Ridge","LL","live oak",2022-03-08,"md",NA,10,0.696848137535817,0.698,1.1844,"3",0.697345132743363,0.113,0.1918
"2636",2331,"Ridge","LL","live oak",NA,"pd",NA,10,0.675529661016949,0.944,1.5817,"3",NA,NA,NA
"2637",2331,"Ridge","LL","live oak",2022-03-25,"md",NA,12,0.678516228748068,0.647,1.086,"1",NA,NA,NA
"2638",2331,"Ridge","LL","live oak",2022-03-25,"pd",NA,12,0.657399836467702,1.223,2.027,"1",NA,NA,NA
"2639",2331,"Ridge","LL","live oak",2022-03-25,"md",NA,12,0.678516228748068,0.647,1.086,"2",NA,NA,NA
"2640",2331,"Ridge","LL","live oak",2022-03-25,"pd",NA,12,0.657399836467702,1.223,2.027,"2",NA,NA,NA
"2641",2331,"Ridge","LL","live oak",2022-03-25,"md",NA,12,0.678516228748068,0.647,1.086,"3",NA,NA,NA
"2642",2331,"Ridge","LL","live oak",2022-03-25,"pd",NA,12,0.657399836467702,1.223,2.027,"3",NA,NA,NA
"2643",2331,"Ridge","LL","live oak",NA,"md",NA,13,NA,NA,NA,"1",NA,NA,NA
"2644",2331,"Ridge","LL","live oak",NA,"md",NA,13,NA,NA,NA,"2",NA,NA,NA
"2645",2331,"Ridge","LL","live oak",NA,"md",NA,13,NA,NA,NA,"3",NA,NA,NA
"2646",2331,"Ridge","LL","live oak",2022-04-06,"md",NA,14,NA,NA,NA,"1",0.563464837049743,0.1166,0.1823
"2647",2331,"Ridge","LL","live oak",NA,"pd",NA,14,NA,NA,NA,"1",NA,NA,NA
"2648",2331,"Ridge","LL","live oak",2022-04-06,"md",NA,14,NA,NA,NA,"2",0.565040650406504,0.123,0.1925
"2649",2331,"Ridge","LL","live oak",NA,"pd",NA,14,NA,NA,NA,"2",NA,NA,NA
"2650",2331,"Ridge","LL","live oak",2022-04-06,"md",NA,14,NA,NA,NA,"3",0.504923903312444,0.1117,0.1681
"2651",2331,"Ridge","LL","live oak",NA,"pd",NA,14,NA,NA,NA,"3",NA,NA,NA
"2652",2331,"Ridge","LL","live oak",2022-04-13,"md",NA,15,0.562953409640497,0.6203,0.9695,"1",0.559440559440559,0.1573,0.2453
"2653",2331,"Ridge","LL","live oak",2022-04-11,"pd",NA,15,1.45277382645804,0.703,1.7243,"1",0.564285714285714,0.14,0.219
"2654",2331,"Ridge","LL","live oak",2022-04-13,"md",NA,15,0.562953409640497,0.6203,0.9695,"2",0.528201725282017,0.1507,0.2303
"2655",2331,"Ridge","LL","live oak",2022-04-11,"pd",NA,15,1.45277382645804,0.703,1.7243,"2",0.594444444444445,0.144,0.2296
"2656",2331,"Ridge","LL","live oak",2022-04-13,"md",NA,15,0.562953409640497,0.6203,0.9695,"3",0.545454545454546,0.836,1.292
"2657",2331,"Ridge","LL","live oak",2022-04-11,"pd",NA,15,1.45277382645804,0.703,1.7243,"3",0.552845528455285,0.123,0.191
"2658",2331,"Ridge","LL","live oak",2022-04-13,"md",NA,15,0.562953409640497,0.6203,0.9695,"4",0.57942238267148,0.1108,0.175
"2659",2331,"Ridge","LL","live oak",NA,"pd",NA,15,1.45277382645804,0.703,1.7243,"4",NA,NA,NA
"2660",2331,"Ridge","LL","live oak",2022-04-25,"md",NA,17,0.608910891089109,0.808,1.3,"1",NA,NA,NA
"2661",2331,"Ridge","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"1",NA,NA,NA
"2662",2331,"Ridge","LL","live oak",2022-04-25,"md",NA,17,0.608910891089109,0.808,1.3,"2",NA,NA,NA
"2663",2331,"Ridge","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"2",NA,NA,NA
"2664",2331,"Ridge","LL","live oak",2022-04-25,"md",NA,17,0.608910891089109,0.808,1.3,"3",NA,NA,NA
"2665",2331,"Ridge","LL","live oak",NA,"pd",NA,17,NA,NA,NA,"3",NA,NA,NA
"2666",2331,"Ridge","LL","live oak",2022-05-04,"md",NA,18,0.555442964678634,1.3816,2.149,"1",NA,NA,NA
"2667",2331,"Ridge","LL","live oak",NA,"pd",NA,18,NA,NA,NA,"1",NA,NA,NA
"2668",2331,"Ridge","LL","live oak",2022-05-04,"md",NA,18,0.555442964678634,1.3816,2.149,"2",NA,NA,NA
"2669",2331,"Ridge","LL","live oak",NA,"pd",NA,18,NA,NA,NA,"2",NA,NA,NA
"2670",2331,"Ridge","LL","live oak",2022-05-04,"md",NA,18,0.555442964678634,1.3816,2.149,"3",NA,NA,NA
"2671",2331,"Ridge","LL","live oak",NA,"pd",NA,18,NA,NA,NA,"3",NA,NA,NA
"2672",2331,"Ridge","LL","live oak",2022-05-09,"md",NA,19,0.625551065393093,1.0888,1.7699,"1",NA,NA,NA
"2673",2331,"Ridge","LL","live oak",2022-05-09,"pd",NA,19,0.554568527918782,1.576,2.45,"1",NA,NA,NA
"2674",2331,"Ridge","LL","live oak",2022-05-09,"md",NA,19,0.625551065393093,1.0888,1.7699,"2",NA,NA,NA
"2675",2331,"Ridge","LL","live oak",2022-05-09,"pd",NA,19,0.554568527918782,1.576,2.45,"2",NA,NA,NA
"2676",2331,"Ridge","LL","live oak",NA,"md",NA,19,0.625551065393093,1.0888,1.7699,"3",NA,NA,NA
"2677",2331,"Ridge","LL","live oak",2022-05-09,"pd",NA,19,0.554568527918782,1.576,2.45,"3",NA,NA,NA
"2678",2331,"Ridge","LL","live oak",2022-05-23,"md",NA,21,NA,NA,NA,"1",NA,NA,NA
"2679",2331,"Ridge","LL","live oak",2022-05-23,"pd",NA,21,0.610305958132045,1.242,2,"1",NA,NA,NA
"2680",2331,"Ridge","LL","live oak",2022-05-23,"md",NA,21,NA,NA,NA,"2",NA,NA,NA
"2681",2331,"Ridge","LL","live oak",2022-05-23,"pd",NA,21,0.610305958132045,1.242,2,"2",NA,NA,NA
"2682",2331,"Ridge","LL","live oak",2022-05-23,"md",NA,21,NA,NA,NA,"3",NA,NA,NA
"2683",2331,"Ridge","LL","live oak",2022-05-23,"pd",NA,21,0.610305958132045,1.242,2,"3",NA,NA,NA
"2684",2331,"Ridge","LL","live oak",NA,"md",NA,21,NA,NA,NA,"4",NA,NA,NA
"2685",2331,"Ridge","LL","live oak",2022-05-23,"pd",NA,21,0.610305958132045,1.242,2,"4",NA,NA,NA
"2686",2331,"Ridge","LL","live oak",NA,"md",NA,21,NA,NA,NA,"5",NA,NA,NA
"2687",2331,"Ridge","LL","live oak",2022-05-23,"pd",NA,21,0.610305958132045,1.242,2,"5",NA,NA,NA
"2688",2331,"Ridge","LL","live oak",2022-07-19,"md",NA,29,0.490979782270607,0.643,0.9587,"1",NA,NA,NA
"2689",2331,"Ridge","LL","live oak",2022-07-19,"pd",NA,29,0.490409026798308,0.709,1.0567,"1",NA,NA,NA
"2690",2331,"Ridge","LL","live oak",2022-07-19,"md",NA,29,0.490979782270607,0.643,0.9587,"2",NA,NA,NA
"2691",2331,"Ridge","LL","live oak",2022-07-19,"pd",NA,29,0.490409026798308,0.709,1.0567,"2",NA,NA,NA
"2692",2331,"Ridge","LL","live oak",2022-07-19,"md",NA,29,0.490979782270607,0.643,0.9587,"3",NA,NA,NA
"2693",2331,"Ridge","LL","live oak",2022-07-19,"pd",NA,29,0.490409026798308,0.709,1.0567,"3",NA,NA,NA
"2694",2331,"Ridge","LL","live oak",2022-08-18,"md",NA,33,0.539203406813627,0.7984,1.2289,"1",NA,NA,NA
"2695",2331,"Ridge","LL","live oak",NA,"pd",NA,33,NA,NA,NA,"1",NA,NA,NA
"2696",2331,"Ridge","LL","live oak",2022-08-18,"md",NA,33,0.539203406813627,0.7984,1.2289,"2",NA,NA,NA
"2697",2331,"Ridge","LL","live oak",NA,"pd",NA,33,NA,NA,NA,"2",NA,NA,NA
"2698",2331,"Ridge","LL","live oak",2022-08-18,"md",NA,33,0.539203406813627,0.7984,1.2289,"3",NA,NA,NA
"2699",2331,"Ridge","LL","live oak",NA,"pd",NA,33,NA,NA,NA,"3",NA,NA,NA
"2700",2331,"Ridge","LL","live oak",2022-08-18,"md",NA,33,0.539203406813627,0.7984,1.2289,"4",NA,NA,NA
"2701",2331,"Ridge","LL","live oak",NA,"pd",NA,33,NA,NA,NA,"4",NA,NA,NA
"2702",2331,"Ridge","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"1",0.707317073170732,0.082,0.14
"2703",2331,"Ridge","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"1",NA,NA,NA
"2704",2331,"Ridge","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"2",0.671052631578947,0.076,0.127
"2705",2331,"Ridge","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"2",NA,NA,NA
"2706",2331,"Ridge","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"3",0.68,0.1,0.168
"2707",2331,"Ridge","LL","live oak",2022-02-28,"pd",NA,9,NA,NA,NA,"3",NA,NA,NA
"2708",2331,"Ridge","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"4",0.729166666666667,0.096,0.166
"2709",2331,"Ridge","LL","live oak",NA,"pd",NA,9,NA,NA,NA,"4",NA,NA,NA
"2710",2331,"Ridge","LL","live oak",2022-02-28,"md",NA,9,NA,NA,NA,"5",0.765625,0.064,0.113
"2711",2331,"Ridge","LL","live oak",NA,"pd",NA,9,NA,NA,NA,"5",NA,NA,NA
"2712",2331,"Ridge","LL","live oak",NA,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",2331,"Ridge","LL","live oak",NA,"pd",NA,NA,NA,NA,NA,NA,1.45277382645804,0.703,1.7243
"2714",2343,"Hobbiton","LL","blue oak",NA,"md",NA,10,NA,NA,NA,"1",NA,NA,NA
"2715",2343,"Hobbiton","LL","blue oak",2022-03-08,"pd",NA,10,2.07234042553192,0.047,0.1444,"1",NA,NA,NA
"2716",2343,"Hobbiton","LL","blue oak",NA,"md",NA,10,NA,NA,NA,"2",NA,NA,NA
"2717",2343,"Hobbiton","LL","blue oak",2022-03-08,"pd",NA,10,2.07234042553192,0.047,0.1444,"2",NA,NA,NA
"2718",2343,"Hobbiton","LL","blue oak",NA,"md",NA,10,NA,NA,NA,"3",NA,NA,NA
"2719",2343,"Hobbiton","LL","blue oak",2022-03-08,"pd",NA,10,2.07234042553192,0.047,0.1444,"3",NA,NA,NA
"2720",2343,"Hobbiton","LL","blue oak",2022-03-25,"md",NA,12,1.65564738292011,0.363,0.964,"1",NA,NA,NA
"2721",2343,"Hobbiton","LL","blue oak",2022-03-23,"pd",NA,12,2.135,0.4,1.254,"1",NA,NA,NA
"2722",2343,"Hobbiton","LL","blue oak",2022-03-25,"pd",NA,12,2.135,0.4,1.254,"1",NA,NA,NA
"2723",2343,"Hobbiton","LL","blue oak",2022-03-25,"md",NA,12,1.65564738292011,0.363,0.964,"2",NA,NA,NA
"2724",2343,"Hobbiton","LL","blue oak",2022-03-23,"pd",NA,12,2.135,0.4,1.254,"2",NA,NA,NA
"2725",2343,"Hobbiton","LL","blue oak",2022-03-25,"pd",NA,12,2.135,0.4,1.254,"2",NA,NA,NA
"2726",2343,"Hobbiton","LL","blue oak",2022-03-25,"md",NA,12,1.65564738292011,0.363,0.964,"3",NA,NA,NA
"2727",2343,"Hobbiton","LL","blue oak",2022-03-25,"pd",NA,12,2.135,0.4,1.254,"3",NA,NA,NA
"2728",2343,"Hobbiton","LL","blue oak",2022-03-23,"pd",NA,12,2.135,0.4,1.254,"3",NA,NA,NA
"2729",2343,"Hobbiton","LL","blue oak",2022-03-25,"md",NA,12,1.65564738292011,0.363,0.964,"4",NA,NA,NA
"2730",2343,"Hobbiton","LL","blue oak",2022-03-25,"pd",NA,12,2.135,0.4,1.254,"4",NA,NA,NA
"2731",2343,"Hobbiton","LL","blue oak",2022-03-23,"pd",NA,12,2.135,0.4,1.254,"4",NA,NA,NA
"2732",2343,"Hobbiton","LL","blue oak",NA,"md",NA,13,NA,NA,NA,"1",NA,NA,NA
"2733",2343,"Hobbiton","LL","blue oak",NA,"md",NA,13,NA,NA,NA,"2",NA,NA,NA
"2734",2343,"Hobbiton","LL","blue oak",NA,"md",NA,13,NA,NA,NA,"3",NA,NA,NA
"2735",2343,"Hobbiton","LL","blue oak",2022-04-06,"md",NA,14,NA,NA,NA,"1",1.01464128843338,0.0683,0.1376
"2736",2343,"Hobbiton","LL","blue oak",NA,"pd",NA,14,NA,NA,NA,"1",NA,NA,NA
"2737",2343,"Hobbiton","LL","blue oak",2022-04-06,"md",NA,14,NA,NA,NA,"2",1.00841346153846,0.0832,0.1671
"2738",2343,"Hobbiton","LL","blue oak",NA,"pd",NA,14,NA,NA,NA,"2",NA,NA,NA
"2739",2343,"Hobbiton","LL","blue oak",2022-04-13,"md",NA,15,0.93567112901315,0.8441,1.6339,"1",0.864353312302839,0.0951,0.1773
"2740",2343,"Hobbiton","LL","blue oak",2022-04-11,"pd",NA,15,0.889747191011236,0.712,1.3455,"1",0.864705882352941,0.17,0.317
"2741",2343,"Hobbiton","LL","blue oak",2022-04-13,"md",NA,15,0.93567112901315,0.8441,1.6339,"2",2.33569739952719,0.1269,0.4233
"2742",2343,"Hobbiton","LL","blue oak",2022-04-11,"pd",NA,15,0.889747191011236,0.712,1.3455,"2",0.845378151260504,0.119,0.2196
"2743",2343,"Hobbiton","LL","blue oak",2022-04-13,"md",NA,15,0.93567112901315,0.8441,1.6339,"3",0.902255639097744,0.1197,0.2277
"2744",2343,"Hobbiton","LL","blue oak",2022-04-11,"pd",NA,15,0.889747191011236,0.712,1.3455,"3",0.830967741935484,0.155,0.2838
"2745",2343,"Hobbiton","LL","blue oak",2022-04-25,"md",NA,17,0.86150409530901,0.6715,1.25,"1",NA,NA,NA
"2746",2343,"Hobbiton","LL","blue oak",2022-04-27,"md",NA,17,0.86150409530901,0.6715,1.25,"1",NA,NA,NA
"2747",2343,"Hobbiton","LL","blue oak",2022-04-27,"pd",NA,17,0.939163498098859,1.052,2.04,"1",NA,NA,NA
"2748",2343,"Hobbiton","LL","blue oak",2022-04-25,"pd",NA,17,0.939163498098859,1.052,2.04,"1",NA,NA,NA
"2749",2343,"Hobbiton","LL","blue oak",2022-04-25,"md",NA,17,0.86150409530901,0.6715,1.25,"2",NA,NA,NA
"2750",2343,"Hobbiton","LL","blue oak",2022-04-27,"md",NA,17,0.86150409530901,0.6715,1.25,"2",NA,NA,NA
"2751",2343,"Hobbiton","LL","blue oak",2022-04-27,"pd",NA,17,0.939163498098859,1.052,2.04,"2",NA,NA,NA
"2752",2343,"Hobbiton","LL","blue oak",2022-04-25,"pd",NA,17,0.939163498098859,1.052,2.04,"2",NA,NA,NA
"2753",2343,"Hobbiton","LL","blue oak",2022-04-25,"md",NA,17,0.86150409530901,0.6715,1.25,"3",NA,NA,NA
"2754",2343,"Hobbiton","LL","blue oak",2022-04-27,"md",NA,17,0.86150409530901,0.6715,1.25,"3",NA,NA,NA
"2755",2343,"Hobbiton","LL","blue oak",2022-04-27,"pd",NA,17,0.939163498098859,1.052,2.04,"3",NA,NA,NA
