"","tree","plot","site","species","week","year","week_rwc_link","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g","mean_swc_g","date_rwc","type","branch","date","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2","ldmc"
"2770",2343,"Hobbiton","LL","blue oak",29,0,30,"pd",2022-07-19,3.15,0.665217391304348,0.661367180311674,0.3815,"2022-07-27","leaf",3,2022-07-19,0.91,0.565,1.92,0.1405,35.318,0.0159975083526814,5.69499806752149,62.5097345132743,5,0.0106418207737402,0.460710306889009
"2771",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.958826106000876,0.6567,"2022-05-04","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0136249338152139,0.384114833182058
"2772",2343,"Hobbiton","LL","blue oak",29,0,30,"pd",2022-07-19,3.15,0.665217391304348,0.950059475845132,0.1505,"2022-07-27","stem",1,2022-07-19,1.058,0.648,2.61,0.1835,42.123,0.0153835196923296,3.98196358595574,65.0046296296296,5,0.0102333848388106,0.405491791635168
"2773",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,1.15320334261838,0.0414,"2022-05-04","stem",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0128156133280947,0.273894398989767
"2774",2343,"Hobbiton","LL","blue oak",29,0,30,"pd",2022-07-19,3.15,0.665217391304348,0.661367180311674,0.3815,"2022-07-27","leaf",2,2022-07-19,1.24,0.751,1.86,0.156,49.042,0.0153134048366706,6.41459296442532,65.3022636484687,6,0.0101867432174374,0.531731415505048
"2775",2343,"Hobbiton","LL","blue oak",29,0,30,"pd",2022-07-19,3.15,0.665217391304348,0.661367180311674,0.3815,"2022-07-27","leaf",1,2022-07-19,1.058,0.648,2.61,0.1835,42.123,0.0153835196923296,3.98196358595574,65.0046296296296,5,0.0102333848388106,0.494895556986356
"2776",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,1.15320334261838,0.0414,"2022-05-04","stem",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.273894398989767
"2777",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-25,1.9245,1.24627875507442,1.01044423096637,0.132233333333333,"2022-05-23","stem",3,2022-05-23,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA,0.365077197613894
"2778",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,0.958826106000876,0.6567,"2022-05-04","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.354684843584037
"2779",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.958826106000876,0.6567,"2022-05-04","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0134177125680619,0.354684843584037
"2780",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.958826106000876,0.6567,"2022-05-04","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0128156133280947,0.312090581549006
"2781",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,0.958826106000876,0.6567,"2022-05-04","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.354684843584037
"2782",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.920659435437352,1.56935,"2022-05-03","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0128156133280947,0.320877049669679
"2783",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,1.15320334261838,0.0414,"2022-05-04","stem",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0134177125680619,0.313652512545737
"2784",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,1.15320334261838,0.0414,"2022-05-04","stem",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0136249338152139,0.34147947611034
"2785",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-23,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23","leaf",1,2022-05-23,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA,0.508047865260554
"2786",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,0.920659435437352,1.56935,"2022-05-03","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0134177125680619,0.364035896219464
"2787",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,0.958826106000876,0.6567,"2022-05-04","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.312090581549006
"2788",2343,"Hobbiton","LL","blue oak",17,1,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.959033613445378,0.1826,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",2343,"Hobbiton","LL","blue oak",29,0,30,"pd",2022-07-19,3.15,0.665217391304348,0.950059475845132,0.1505,"2022-07-27","stem",3,2022-07-19,0.91,0.565,1.92,0.1405,35.318,0.0159975083526814,5.69499806752149,62.5097345132743,5,0.0106418207737402,0.372922653537962
"2790",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,1.15320334261838,0.0414,"2022-05-04","stem",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.313652512545737
"2791",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,1.15320334261838,0.0414,"2022-05-04","stem",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.34147947611034
"2792",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,0.958826106000876,0.6567,"2022-05-04","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.384114833182058
"2793",2343,"Hobbiton","LL","blue oak",18,1,18,"md",2022-05-04,2.50066666666667,0.750445356672605,0.959033613445378,0.1826,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.920659435437352,1.56935,"2022-05-03","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0136249338152139,0.393768336761945
"2795",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,0.958826106000876,0.6567,"2022-05-04","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0134177125680619,0.354684843584037
"2796",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,0.958826106000876,0.6567,"2022-05-04","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0136249338152139,0.384114833182058
"2797",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,0.958826106000876,0.6567,"2022-05-04","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.384114833182058
"2798",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,0.958826106000876,0.6567,"2022-05-04","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0128156133280947,0.312090581549006
"2799",2343,"Hobbiton","LL","blue oak",29,0,30,"md",2022-07-19,3.175,0.651623119556611,0.661367180311674,0.3815,"2022-07-27","leaf",1,2022-07-19,1.058,0.648,2.61,0.1835,42.123,0.0153835196923296,3.98196358595574,65.0046296296296,5,0.0100242570916764,0.494895556986356
"2800",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-25,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23","leaf",3,2022-05-23,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA,0.402688254231556
"2801",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,0.920659435437352,1.56935,"2022-05-03","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.320877049669679
"2802",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,0.920659435437352,1.56935,"2022-05-03","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.320877049669679
"2803",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,1.15320334261838,0.0414,"2022-05-04","stem",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.34147947611034
"2804",2343,"Hobbiton","LL","blue oak",NA,0,18,NA,NA,NA,NA,0.923514763429385,0.7788,"2022-05-03","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,1.15320334261838,0.0414,"2022-05-04","stem",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.273894398989767
"2806",2343,"Hobbiton","LL","blue oak",18,1,18,"pd",2022-05-04,1.51633333333333,NA,0.980045383704479,0.133333333333333,"2022-05-03","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,1.08933065175794,0.2282,"2022-05-03","stem",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.285371155856726
"2808",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-25,1.15466666666667,0.939163498098859,0.920659435437352,1.56935,"2022-05-03","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0134177125680619,0.364035896219464
"2809",2343,"Hobbiton","LL","blue oak",21,0,21,"md",2022-05-23,3.71616666666667,0.683516483516484,0.861803443841972,0.786433333333333,"2022-05-23","leaf",2,2022-05-23,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA,0.341533331153102
"2810",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-23,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23","leaf",3,2022-05-23,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA,0.402688254231556
"2811",2343,"Hobbiton","LL","blue oak",18,0,18,"md",2022-05-04,2.50066666666667,0.750445356672605,1.08933065175794,0.2282,"2022-05-03","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812",2343,"Hobbiton","LL","blue oak",18,0,18,"md",2022-05-04,2.50066666666667,0.750445356672605,0.920659435437352,1.56935,"2022-05-03","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-23,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23","leaf",2,2022-05-23,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA,0.341533331153102
"2814",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,0.920659435437352,1.56935,"2022-05-03","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.364035896219464
"2815",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,1.15320334261838,0.0414,"2022-05-04","stem",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.313652512545737
"2816",2343,"Hobbiton","LL","blue oak",21,0,21,"md",2022-05-23,3.71616666666667,0.683516483516484,1.01044423096637,0.132233333333333,"2022-05-23","stem",2,2022-05-23,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA,0.306701272338643
"2817",2343,"Hobbiton","LL","blue oak",21,1,21,"pd",2022-05-25,1.9245,1.24627875507442,0.912342245522085,0.148833333333333,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-25,1.9245,1.24627875507442,1.01044423096637,0.132233333333333,"2022-05-23","stem",1,2022-05-23,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA,0.46831155868617
"2819",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-25,1.9245,1.24627875507442,1.01044423096637,0.132233333333333,"2022-05-23","stem",2,2022-05-23,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA,0.306701272338643
"2820",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,1.08933065175794,0.2282,"2022-05-03","stem",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.326047148475981
"2821",2343,"Hobbiton","LL","blue oak",NA,NA,NA,"pd",NA,NA,0.889747191011236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",2343,"Hobbiton","LL","blue oak",12,0,13,"md",2022-03-23,2.12675,NA,1.67704888319025,0.5162,"2022-03-30","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",2343,"Hobbiton","LL","blue oak",12,0,13,"pd",2022-03-23,1.25,NA,1.67704888319025,0.5162,"2022-03-30","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",2343,"Hobbiton","LL","blue oak",13,0,13,"pd",2022-03-30,1.10285714285714,1.9758719665272,1.67704888319025,0.5162,"2022-03-30","leaf",3,2022-03-30,0.782,0.277,1.99,0.1145,33.193,0.00834513300997198,8.05908358124259,119.830324909747,7,0.0164889143713444,0.141756944968419
"2825",2343,"Hobbiton","LL","blue oak",12,0,13,"md",2022-03-23,2.12675,NA,1.85964590964591,0.0488333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",2343,"Hobbiton","LL","blue oak",12,0,13,"pd",2022-03-23,1.25,NA,1.85964590964591,0.0488333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,0.920659435437352,1.56935,"2022-05-03","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0136249338152139,0.393768336761945
"2828",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,0.920659435437352,1.56935,"2022-05-03","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0128156133280947,0.320877049669679
"2829",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,1.15320334261838,0.0414,"2022-05-04","stem",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0134177125680619,0.313652512545737
"2830",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,1.15320334261838,0.0414,"2022-05-04","stem",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0136249338152139,0.34147947611034
"2831",2343,"Hobbiton","LL","blue oak",21,1,21,"md",2022-05-23,3.71616666666667,0.683516483516484,0.912342245522085,0.148833333333333,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",2343,"Hobbiton","LL","blue oak",21,1,21,"pd",2022-05-23,1.9245,1.24627875507442,0.912342245522085,0.148833333333333,"2022-05-23","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",2343,"Hobbiton","LL","blue oak",29,0,30,"md",2022-07-19,3.175,0.651623119556611,0.950059475845132,0.1505,"2022-07-27","stem",3,2022-07-19,0.91,0.565,1.92,0.1405,35.318,0.0159975083526814,5.69499806752149,62.5097345132743,5,0.0104243462979072,0.372922653537962
"2834",2343,"Hobbiton","LL","blue oak",29,0,30,"md",2022-07-19,3.175,0.651623119556611,0.950059475845132,0.1505,"2022-07-27","stem",2,2022-07-19,1.24,0.751,1.86,0.156,49.042,0.0153134048366706,6.41459296442532,65.3022636484687,6,0.00997856863070459,0.441489560279415
"2835",2343,"Hobbiton","LL","blue oak",29,0,30,"md",2022-07-19,3.175,0.651623119556611,0.950059475845132,0.1505,"2022-07-27","stem",1,2022-07-19,1.058,0.648,2.61,0.1835,42.123,0.0153835196923296,3.98196358595574,65.0046296296296,5,0.0100242570916764,0.405491791635168
"2836",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,1.08933065175794,0.2282,"2022-05-03","stem",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.285371155856726
"2837",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,0.920659435437352,1.56935,"2022-05-03","leaf",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.364035896219464
"2838",2343,"Hobbiton","LL","blue oak",29,0,30,"md",2022-07-19,3.175,0.651623119556611,0.661367180311674,0.3815,"2022-07-27","leaf",3,2022-07-19,0.91,0.565,1.92,0.1405,35.318,0.0159975083526814,5.69499806752149,62.5097345132743,5,0.0104243462979072,0.460710306889009
"2839",2343,"Hobbiton","LL","blue oak",29,0,30,"md",2022-07-19,3.175,0.651623119556611,0.661367180311674,0.3815,"2022-07-27","leaf",2,2022-07-19,1.24,0.751,1.86,0.156,49.042,0.0153134048366706,6.41459296442532,65.3022636484687,6,0.00997856863070459,0.531731415505048
"2840",2343,"Hobbiton","LL","blue oak",13,1,13,"pd",2022-03-25,1.10285714285714,1.9758719665272,1.23423295744204,0.0768333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",2343,"Hobbiton","LL","blue oak",13,1,13,"md",2022-03-25,2.12675,1.65564738292011,1.23423295744204,0.0768333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-25,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23","leaf",1,2022-05-23,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA,0.508047865260554
"2843",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-25,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23","leaf",2,2022-05-23,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA,0.341533331153102
"2844",2343,"Hobbiton","LL","blue oak",13,0,13,"pd",2022-03-25,1.10285714285714,1.9758719665272,1.85964590964591,0.0488333333333333,"2022-03-30","stem",3,2022-03-30,0.782,0.277,1.99,0.1145,33.193,0.00834513300997198,8.05908358124259,119.830324909747,7,0.0164889143713444,0.129642445081555
"2845",2343,"Hobbiton","LL","blue oak",18,0,18,"pd",2022-05-04,1.51633333333333,NA,1.15320334261838,0.0414,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,1.08933065175794,0.2282,"2022-05-03","stem",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.354405936605831
"2847",2343,"Hobbiton","LL","blue oak",NA,NA,NA,"md",NA,NA,1.08630393996248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",2343,"Hobbiton","LL","blue oak",19,NA,19,"md",2022-05-09,2.27533333333333,0.817787950625358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",2343,"Hobbiton","LL","blue oak",19,NA,19,"pd",2022-05-09,1.48633333333333,0.776223776223776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,1.08933065175794,0.2282,"2022-05-03","stem",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.354405936605831
"2851",2343,"Hobbiton","LL","blue oak",21,0,21,"md",2022-05-23,3.71616666666667,0.683516483516484,0.861803443841972,0.786433333333333,"2022-05-23","leaf",1,2022-05-23,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA,0.508047865260554
"2852",2343,"Hobbiton","LL","blue oak",21,0,21,"md",2022-05-23,3.71616666666667,0.683516483516484,0.861803443841972,0.786433333333333,"2022-05-23","leaf",3,2022-05-23,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA,0.402688254231556
"2853",2343,"Hobbiton","LL","blue oak",18,0,18,"md",2022-05-04,2.50066666666667,0.750445356672605,1.15320334261838,0.0414,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854",2343,"Hobbiton","LL","blue oak",21,0,21,"md",2022-05-23,3.71616666666667,0.683516483516484,1.01044423096637,0.132233333333333,"2022-05-23","stem",3,2022-05-23,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA,0.365077197613894
"2855",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,0.920659435437352,1.56935,"2022-05-03","leaf",2,2022-04-25,1.076,0.598,1.78,0.13225,41.22,0.0145075206210577,7.50182196804377,68.9297658862876,7,0.0124982884278211,0.393768336761945
"2856",2343,"Hobbiton","LL","blue oak",18,0,18,"pd",2022-05-04,1.51633333333333,NA,0.920659435437352,1.56935,"2022-05-03","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",2343,"Hobbiton","LL","blue oak",18,0,18,"pd",2022-05-04,1.51633333333333,NA,0.958826106000876,0.6567,"2022-05-04","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858",2343,"Hobbiton","LL","blue oak",17,0,18,"pd",2022-04-27,1.15466666666667,0.939163498098859,1.15320334261838,0.0414,"2022-05-04","stem",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0128156133280947,0.273894398989767
"2859",2343,"Hobbiton","LL","blue oak",13,0,13,"pd",2022-03-25,1.10285714285714,1.9758719665272,1.85964590964591,0.0488333333333333,"2022-03-30","stem",2,2022-03-30,0.751,0.262,2.64,0.12125,24.487,0.0106995548658472,5.3017862441373,93.4618320610687,6,0.0211409505137471,0.123489032174896
"2860",2343,"Hobbiton","LL","blue oak",21,0,21,"pd",2022-05-23,1.9245,1.24627875507442,1.01044423096637,0.132233333333333,"2022-05-23","stem",3,2022-05-23,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA,0.365077197613894
"2861",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-25,2.6195,0.86150409530901,0.958826106000876,0.6567,"2022-05-04","leaf",1,2022-04-25,0.789,0.435,1.56,0.12825,31.878,0.0136457745153397,6.16916585267528,73.2827586206897,6,0.0117558906286285,0.312090581549006
"2862",2343,"Hobbiton","LL","blue oak",17,0,18,"md",2022-04-27,2.6195,0.86150409530901,1.08933065175794,0.2282,"2022-05-03","stem",3,2022-04-25,0.954,0.527,1.98,0.1275,36.887,0.0142868761352238,7.22275849083367,69.9943074003795,7,0.0123082022996679,0.326047148475981
"2863",2343,"Hobbiton","LL","blue oak",15,0,15,"pd",2022-04-11,1.5,0.868382224763773,1.21737648949674,0.571333333333333,"2022-04-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",2343,"Hobbiton","LL","blue oak",15,0,15,"md",2022-04-13,1.88633333333333,1.1515532896612,1.21737648949674,0.571333333333333,"2022-04-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",2343,"Hobbiton","LL","blue oak",13,0,13,"pd",2022-03-30,1.10285714285714,1.9758719665272,1.67704888319025,0.5162,"2022-03-30","leaf",2,2022-03-30,0.751,0.262,2.64,0.12125,24.487,0.0106995548658472,5.3017862441373,93.4618320610687,6,0.0211409505137471,0.135117790103848
"2866",2343,"Hobbiton","LL","blue oak",13,0,13,"pd",2022-03-30,1.10285714285714,1.9758719665272,1.67704888319025,0.5162,"2022-03-30","leaf",1,2022-03-30,0.812,0.291,2.18,NA,32.975,0.0088248673237301,NA,113.316151202749,6,0.0174368079532802,0.147862180906951
"2867",2343,"Hobbiton","LL","blue oak",12,1,13,"md",2022-03-23,2.12675,NA,1.23423295744204,0.0768333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",2343,"Hobbiton","LL","blue oak",12,1,13,"pd",2022-03-23,1.25,NA,1.23423295744204,0.0768333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
