"","week","tree","plot","site","species","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g_y0","mean_swc_g_y0","date_rwc","branch","year","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2"
"1610",21,"2331","Ridge","LL","live oak","md",2022-05-25,2.64,NA,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.031,0.017,1.14,0.10675,0.809,0.0210135970333745,0.225976293774605,47.5882352941176,1,NA
"1611",21,"2331","Ridge","LL","live oak","md",2022-05-25,2.64,NA,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.031,0.017,1.14,0.10675,0.809,0.0210135970333745,0.225976293774605,47.5882352941176,2,NA
"1612",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.029,0.015,1.68,0.308,0.789,0.0190114068441065,0.0264743738614238,52.6,1,0.0116027748694305
"1613",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.029,0.015,1.68,0.308,0.809,0.0185414091470952,0.0271454606513205,53.9333333333333,1,0.0113159324746362
"1614",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.029,0.015,1.68,0.308,0.789,0.0190114068441065,0.0264743738614238,52.6,2,0.0116027748694305
"1615",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.031,0.017,1.14,0.10675,0.789,0.0215462610899873,0.220389735214046,46.4117647058824,1,0.0131498115186879
"1616",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.031,0.017,1.14,0.10675,0.789,0.0215462610899873,0.220389735214046,46.4117647058824,2,0.0131498115186879
"1617",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",2,0,0.429,0.23,2.19,0.1085,10.185,0.0225822287677958,2.75392230948367,44.2826086956522,6,0.0137820687648866
"1618",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.029,0.015,1.68,0.308,0.809,0.0185414091470952,0.0271454606513205,53.9333333333333,2,0.0113159324746362
"1619",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.031,0.017,1.14,0.10675,0.809,0.0210135970333745,0.225976293774605,47.5882352941176,1,0.0128247234712543
"1620",21,"2331","Ridge","LL","live oak","pd",2022-05-23,1.898,0.610305958132045,0.851761554002435,0.762733333333333,"2022-05-25",3,0,0.031,0.017,1.14,0.10675,0.809,0.0210135970333745,0.225976293774605,47.5882352941176,2,0.0128247234712543
"1621",21,"2343","Hobbiton","LL","blue oak","md",2022-05-23,3.71616666666667,0.683516483516484,0.861803443841972,0.786433333333333,"2022-05-23",3,0,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA
"1622",21,"2343","Hobbiton","LL","blue oak","md",2022-05-23,3.71616666666667,0.683516483516484,0.861803443841972,0.786433333333333,"2022-05-23",2,0,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA
"1623",21,"2343","Hobbiton","LL","blue oak","md",2022-05-23,3.71616666666667,0.683516483516484,0.861803443841972,0.786433333333333,"2022-05-23",1,0,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA
"1624",21,"2343","Hobbiton","LL","blue oak","pd",2022-05-25,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23",3,0,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA
"1625",21,"2343","Hobbiton","LL","blue oak","pd",2022-05-25,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23",2,0,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA
"1626",21,"2343","Hobbiton","LL","blue oak","pd",2022-05-25,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23",1,0,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA
"1627",21,"2343","Hobbiton","LL","blue oak","pd",2022-05-23,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23",3,0,1.177,0.581,2.73,0.163,NA,NA,NA,NA,6,NA
"1628",21,"2343","Hobbiton","LL","blue oak","pd",2022-05-23,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23",2,0,0.892,0.447,2.22,0.1315,NA,NA,NA,NA,5,NA
"1629",21,"2343","Hobbiton","LL","blue oak","pd",2022-05-23,1.9245,1.24627875507442,0.861803443841972,0.786433333333333,"2022-05-23",1,0,1.79,0.89,4.2,0.177,NA,NA,NA,NA,8,NA
"1630",21,"2345","Hobbiton","LL","live oak","md",2022-05-23,2.16975,0.58410480349345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",21,"2345","Hobbiton","LL","live oak","pd",2022-05-23,0.716,0.678082191780822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632",21,"2346","Hobbiton","LL","blue oak","pd",2022-05-25,2.0605,0.819505094614265,1.03804728399715,0.395133333333333,"2022-05-25",3,0,0.193,0.093,0.63,0.0695,7.476,0.0124398073836276,4.92662845424154,80.3870967741936,4,0.010194485526903
"1633",21,"2346","Hobbiton","LL","blue oak","pd",2022-05-25,2.0605,0.819505094614265,1.03804728399715,0.395133333333333,"2022-05-25",1,0,0.305,0.155,0.9,0.08875,11.26,0.013765541740675,4.5504232568833,72.6451612903226,5,0.0112809315866085
"1634",21,"2346","Hobbiton","LL","blue oak","pd",2022-05-25,2.0605,0.819505094614265,1.03804728399715,0.395133333333333,"2022-05-25",2,0,0.335,0.163,0.67,0.085,11.782,0.0138346630453234,5.1907641232075,72.282208588957,4,0.0113375768479142
"1635",21,"2346","Hobbiton","LL","blue oak","md",2022-05-23,3.3165,0.674863387978142,1.03804728399715,0.395133333333333,"2022-05-25",3,0,0.193,0.093,0.63,0.0695,7.476,0.0124398073836276,4.92662845424154,80.3870967741936,4,0.00839517055671043
"1636",21,"2346","Hobbiton","LL","blue oak","md",2022-05-23,3.3165,0.674863387978142,1.03804728399715,0.395133333333333,"2022-05-25",1,0,0.305,0.155,0.9,0.08875,11.26,0.013765541740675,4.5504232568833,72.6451612903226,5,0.00928986013646646
"1637",21,"2346","Hobbiton","LL","blue oak","md",2022-05-23,3.3165,0.674863387978142,1.03804728399715,0.395133333333333,"2022-05-25",2,0,0.335,0.163,0.67,0.085,11.782,0.0138346630453234,5.1907641232075,72.282208588957,4,0.00933650757430295
"1638",21,"2346","Hobbiton","LL","blue oak","pd",2022-05-23,2.0605,0.819505094614265,1.03804728399715,0.395133333333333,"2022-05-25",3,0,0.193,0.093,0.63,0.0695,7.476,0.0124398073836276,4.92662845424154,80.3870967741936,4,0.010194485526903
"1639",21,"2346","Hobbiton","LL","blue oak","pd",2022-05-23,2.0605,0.819505094614265,1.03804728399715,0.395133333333333,"2022-05-25",1,0,0.305,0.155,0.9,0.08875,11.26,0.013765541740675,4.5504232568833,72.6451612903226,5,0.0112809315866085
"1640",21,"2346","Hobbiton","LL","blue oak","pd",2022-05-23,2.0605,0.819505094614265,1.03804728399715,0.395133333333333,"2022-05-25",2,0,0.335,0.163,0.67,0.085,11.782,0.0138346630453234,5.1907641232075,72.282208588957,4,0.0113375768479142
"1641",21,"2347","Hobbiton","LL","blue oak","pd",2022-05-23,1.934,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",2,0,0.439,0.2,0.74,0.098,15.161,0.0131917419695271,5.02488149149568,75.805,4,0.0120996151833789
"1642",21,"2347","Hobbiton","LL","blue oak","pd",2022-05-23,1.934,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",3,0,0.557,0.254,0.82,0.084,18.624,0.0136383161512028,8.40164869655175,73.3228346456693,5,0.01250921808204
"1643",21,"2347","Hobbiton","LL","blue oak","pd",2022-05-23,1.934,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",1,0,0.829,0.38,1.57,0.111,27.063,0.014041311015039,6.99165688644747,71.2184210526316,6,0.0128788495366698
"1644",21,"2347","Hobbiton","LL","blue oak","md",2022-05-23,2.86,0.818181818181818,1.01882480667447,0.625933333333333,"2022-05-25",2,0,0.439,0.2,0.74,0.098,15.161,0.0131917419695271,5.02488149149568,75.805,4,0.0107932434296131
"1645",21,"2347","Hobbiton","LL","blue oak","md",2022-05-23,2.86,0.818181818181818,1.01882480667447,0.625933333333333,"2022-05-25",3,0,0.557,0.254,0.82,0.084,18.624,0.0136383161512028,8.40164869655175,73.3228346456693,5,0.0111586223055296
"1646",21,"2347","Hobbiton","LL","blue oak","md",2022-05-23,2.86,0.818181818181818,1.01882480667447,0.625933333333333,"2022-05-25",1,0,0.829,0.38,1.57,0.111,27.063,0.014041311015039,6.99165688644747,71.2184210526316,6,0.011488345375941
"1647",21,"2347","Hobbiton","LL","blue oak","md",2022-05-25,2.86,0.818181818181818,1.01882480667447,0.625933333333333,"2022-05-25",2,0,0.439,0.2,0.74,0.098,15.161,0.0131917419695271,5.02488149149568,75.805,4,0.0107932434296131
"1648",21,"2347","Hobbiton","LL","blue oak","md",2022-05-25,2.86,0.818181818181818,1.01882480667447,0.625933333333333,"2022-05-25",3,0,0.557,0.254,0.82,0.084,18.624,0.0136383161512028,8.40164869655175,73.3228346456693,5,0.0111586223055296
"1649",21,"2347","Hobbiton","LL","blue oak","md",2022-05-25,2.86,0.818181818181818,1.01882480667447,0.625933333333333,"2022-05-25",1,0,0.829,0.38,1.57,0.111,27.063,0.014041311015039,6.99165688644747,71.2184210526316,6,0.011488345375941
"1650",21,"2347","Hobbiton","LL","blue oak","pd",2022-05-25,1.934,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",2,0,0.439,0.2,0.74,0.098,15.161,0.0131917419695271,5.02488149149568,75.805,4,0.0120996151833789
"1651",21,"2347","Hobbiton","LL","blue oak","pd",2022-05-25,1.934,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",3,0,0.557,0.254,0.82,0.084,18.624,0.0136383161512028,8.40164869655175,73.3228346456693,5,0.01250921808204
"1652",21,"2347","Hobbiton","LL","blue oak","pd",2022-05-25,1.934,0.917211328976035,1.01882480667447,0.625933333333333,"2022-05-25",1,0,0.829,0.38,1.57,0.111,27.063,0.014041311015039,6.99165688644747,71.2184210526316,6,0.0128788495366698
"1653",21,"2352","MiddleEarth","LL","live oak","md",2022-05-23,4.1634,0.457358870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654",21,"2352","MiddleEarth","LL","live oak","pd",2022-05-23,1.412,0.542130365659777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655",21,"2354","MiddleEarth","LL","live oak","pd",2022-05-23,1.3375,0.5995115995116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656",21,"2354","MiddleEarth","LL","live oak","md",2022-05-23,3.67633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657",21,"2360","MiddleEarth","LL","blue oak","md",2022-05-23,3.27725,0.707836990595611,0.991569144923636,0.8537,"2022-05-23",3,0,1.242,0.613,4.26,0.15875,44.072,0.013909057905246,5.56654108406652,71.8955954323002,8,0.00984534568966942
"1658",21,"2360","MiddleEarth","LL","blue oak","md",2022-05-23,3.27725,0.707836990595611,0.991569144923636,0.8537,"2022-05-23",2,0,0.727,0.36,3.33,0.1405,26.954,0.0133560881501818,4.34631003771375,74.8722222222222,6,0.00945393324235439
"1659",21,"2360","MiddleEarth","LL","blue oak","md",2022-05-23,3.27725,0.707836990595611,0.991569144923636,0.8537,"2022-05-23",1,0,1.233,0.611,4.36,0.161,44.946,0.0135940906866017,5.51936890722451,73.5613747954174,7,0.00962240024148797
"1660",21,"2360","MiddleEarth","LL","blue oak","pd",2022-05-23,2.13425,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",3,0,1.242,0.613,4.26,0.15875,44.072,0.013909057905246,5.56654108406652,71.8955954323002,8,0.0116615926542747
"1661",21,"2360","MiddleEarth","LL","blue oak","pd",2022-05-23,2.13425,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",2,0,0.727,0.36,3.33,0.1405,26.954,0.0133560881501818,4.34631003771375,74.8722222222222,6,0.0111979733295424
"1662",21,"2360","MiddleEarth","LL","blue oak","pd",2022-05-23,2.13425,0.838417147568013,0.991569144923636,0.8537,"2022-05-23",1,0,1.233,0.611,4.36,0.161,44.946,0.0135940906866017,5.51936890722451,73.5613747954174,7,0.0113975187372415
"1663",21,"2365","MiddleEarth","LL","blue oak","md",2022-05-23,2.97266666666667,0.770127504553734,0.971485092473096,0.3961,"2022-05-23",3,0,0.687,0.343,1.22,0.10725,NA,NA,NA,NA,8,NA
"1664",21,"2365","MiddleEarth","LL","blue oak","md",2022-05-23,2.97266666666667,0.770127504553734,0.971485092473096,0.3961,"2022-05-23",1,0,0.7,0.35,1.7,0.111,NA,NA,NA,NA,7,NA
"1665",21,"2365","MiddleEarth","LL","blue oak","md",2022-05-23,2.97266666666667,0.770127504553734,0.971485092473096,0.3961,"2022-05-23",2,0,0.762,0.375,1.82,0.11225,NA,NA,NA,NA,7,NA
"1666",21,"2365","MiddleEarth","LL","blue oak","pd",2022-05-23,1.87766666666667,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",3,0,0.687,0.343,1.22,0.10725,NA,NA,NA,NA,8,NA
"1667",21,"2365","MiddleEarth","LL","blue oak","pd",2022-05-23,1.87766666666667,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",1,0,0.7,0.35,1.7,0.111,NA,NA,NA,NA,7,NA
"1668",21,"2365","MiddleEarth","LL","blue oak","pd",2022-05-23,1.87766666666667,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",2,0,0.762,0.375,1.82,0.11225,NA,NA,NA,NA,7,NA
"1669",21,"2365","MiddleEarth","LL","blue oak","pd",2022-05-25,1.87766666666667,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",3,0,0.687,0.343,1.22,0.10725,NA,NA,NA,NA,8,NA
"1670",21,"2365","MiddleEarth","LL","blue oak","pd",2022-05-25,1.87766666666667,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",1,0,0.7,0.35,1.7,0.111,NA,NA,NA,NA,7,NA
"1671",21,"2365","MiddleEarth","LL","blue oak","pd",2022-05-25,1.87766666666667,0.847133757961783,0.971485092473096,0.3961,"2022-05-23",2,0,0.762,0.375,1.82,0.11225,NA,NA,NA,NA,7,NA
"1672",21,"2367","MiddleEarth","LL","blue oak","md",2022-05-23,2.96033333333333,0.728358208955224,0.964622726117697,0.3621,"2022-05-23",3,0,0.77,0.344,2.06,0.1205,21.958,0.0156662719737681,4.8135868740715,63.8313953488372,6,0.0114106577958192
"1673",21,"2367","MiddleEarth","LL","blue oak","md",2022-05-23,2.96033333333333,0.728358208955224,0.964622726117697,0.3621,"2022-05-23",1,0,0.679,0.293,2.92,0.12775,19.389,0.0151116612512249,3.78167080133273,66.1740614334471,6,0.0110067025232802
"1674",21,"2367","MiddleEarth","LL","blue oak","md",2022-05-23,2.96033333333333,0.728358208955224,0.964622726117697,0.3621,"2022-05-23",2,0,0.791,0.347,1.92,0.109,23.273,0.014909981523654,6.23518725793735,67.0691642651297,9,0.0108598074381241
"1675",21,"2367","MiddleEarth","LL","blue oak","pd",2022-05-23,2.01425,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",3,0,0.77,0.344,2.06,0.1205,21.958,0.0156662719737681,4.8135868740715,63.8313953488372,6,0.012754840898997
"1676",21,"2367","MiddleEarth","LL","blue oak","pd",2022-05-23,2.01425,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",1,0,0.679,0.293,2.92,0.12775,19.389,0.0151116612512249,3.78167080133273,66.1740614334471,6,0.012303299425776
"1677",21,"2367","MiddleEarth","LL","blue oak","pd",2022-05-23,2.01425,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",2,0,0.791,0.347,1.92,0.109,23.273,0.014909981523654,6.23518725793735,67.0691642651297,9,0.012139100001559
"1678",21,"2367","MiddleEarth","LL","blue oak","pd",2022-05-25,2.01425,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",3,0,0.77,0.344,2.06,0.1205,21.958,0.0156662719737681,4.8135868740715,63.8313953488372,6,0.012754840898997
"1679",21,"2367","MiddleEarth","LL","blue oak","pd",2022-05-25,2.01425,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",1,0,0.679,0.293,2.92,0.12775,19.389,0.0151116612512249,3.78167080133273,66.1740614334471,6,0.012303299425776
"1680",21,"2367","MiddleEarth","LL","blue oak","pd",2022-05-25,2.01425,0.814159292035398,0.964622726117697,0.3621,"2022-05-23",2,0,0.791,0.347,1.92,0.109,23.273,0.014909981523654,6.23518725793735,67.0691642651297,9,0.012139100001559
"1681",21,"2369","MiddleEarth","LL","blue oak","pd",2022-05-23,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",3,0,0.441,0.244,1.17,0.1105,NA,NA,NA,NA,6,NA
"1682",21,"2369","MiddleEarth","LL","blue oak","pd",2022-05-23,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",2,0,0.548,0.302,1.56,0.106,NA,NA,NA,NA,6,NA
"1683",21,"2369","MiddleEarth","LL","blue oak","pd",2022-05-23,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",1,0,0.872,0.479,2.99,0.1235,NA,NA,NA,NA,6,NA
"1684",21,"2369","MiddleEarth","LL","blue oak","md",2022-05-23,3.72,0.796042617960426,0.889238236358177,0.597733333333333,"2022-05-25",3,0,0.441,0.244,1.17,0.1105,NA,NA,NA,NA,6,NA
"1685",21,"2369","MiddleEarth","LL","blue oak","md",2022-05-23,3.72,0.796042617960426,0.889238236358177,0.597733333333333,"2022-05-25",2,0,0.548,0.302,1.56,0.106,NA,NA,NA,NA,6,NA
"1686",21,"2369","MiddleEarth","LL","blue oak","md",2022-05-23,3.72,0.796042617960426,0.889238236358177,0.597733333333333,"2022-05-25",1,0,0.872,0.479,2.99,0.1235,NA,NA,NA,NA,6,NA
"1687",21,"2369","MiddleEarth","LL","blue oak","pd",2022-05-25,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",3,0,0.441,0.244,1.17,0.1105,NA,NA,NA,NA,6,NA
"1688",21,"2369","MiddleEarth","LL","blue oak","pd",2022-05-25,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",2,0,0.548,0.302,1.56,0.106,NA,NA,NA,NA,6,NA
"1689",21,"2369","MiddleEarth","LL","blue oak","pd",2022-05-25,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25",1,0,0.872,0.479,2.99,0.1235,NA,NA,NA,NA,6,NA
"1690",21,"2370","Weathertop","LL","blue oak","md",2022-05-25,3.2,NA,1.11726572323184,0.2998,"2022-05-25",3,0,0.493,0.246,1.45,0.09875,15.932,0.0154406226462465,5.20051336047957,64.7642276422764,7,NA
"1691",21,"2370","Weathertop","LL","blue oak","md",2022-05-25,3.2,NA,1.11726572323184,0.2998,"2022-05-25",2,0,0.594,0.293,1.19,0.09625,19.275,0.015201037613489,6.6228213121323,65.7849829351536,7,NA
"1692",21,"2370","Weathertop","LL","blue oak","md",2022-05-25,3.2,NA,1.11726572323184,0.2998,"2022-05-25",1,0,0.491,0.245,1.41,0.08675,15.753,0.015552593156859,6.66307088281209,64.2979591836735,7,NA
"1693",21,"2370","Weathertop","LL","blue oak","pd",2022-05-23,1.92933333333333,0.690821256038647,1.11726572323184,0.2998,"2022-05-25",3,0,0.493,0.246,1.45,0.09875,15.932,0.0154406226462465,5.20051336047957,64.7642276422764,7,0.0106667103304988
"1694",21,"2370","Weathertop","LL","blue oak","pd",2022-05-23,1.92933333333333,0.690821256038647,1.11726572323184,0.2998,"2022-05-25",2,0,0.594,0.293,1.19,0.09625,19.275,0.015201037613489,6.6228213121323,65.7849829351536,7,0.0105011998972412
"1695",21,"2370","Weathertop","LL","blue oak","pd",2022-05-23,1.92933333333333,0.690821256038647,1.11726572323184,0.2998,"2022-05-25",1,0,0.491,0.245,1.41,0.08675,15.753,0.015552593156859,6.66307088281209,64.2979591836735,7,0.0107440619392794
"1696",21,"2371","Weathertop","LL","blue oak","pd",2022-05-23,1.5165,0.864904552129222,0.895770322347498,0.4201,"2022-05-25",2,0,0.633,0.294,1.05,0.122,21.659,0.0135740338889145,4.63200337601097,73.6700680272109,5,0.0117402437012785
"1697",21,"2371","Weathertop","LL","blue oak","pd",2022-05-23,1.5165,0.864904552129222,0.895770322347498,0.4201,"2022-05-25",1,0,1.072,0.459,1.47,0.129,34.195,0.0134230150606814,6.54083682354109,74.4989106753813,8,0.0116096268292824
"1698",21,"2371","Weathertop","LL","blue oak","pd",2022-05-23,1.5165,0.864904552129222,0.895770322347498,0.4201,"2022-05-25",3,0,0.535,0.238,1.24,0.11075,18.454,0.0128969329142733,4.78909193087204,77.5378151260504,6,0.0111546159860602
"1699",21,"2371","Weathertop","LL","blue oak","md",2022-05-25,2.55666666666667,NA,0.895770322347498,0.4201,"2022-05-25",2,0,0.633,0.294,1.05,0.122,21.659,0.0135740338889145,4.63200337601097,73.6700680272109,5,NA
"1700",21,"2371","Weathertop","LL","blue oak","md",2022-05-25,2.55666666666667,NA,0.895770322347498,0.4201,"2022-05-25",1,0,1.072,0.459,1.47,0.129,34.195,0.0134230150606814,6.54083682354109,74.4989106753813,8,NA
"1701",21,"2371","Weathertop","LL","blue oak","md",2022-05-25,2.55666666666667,NA,0.895770322347498,0.4201,"2022-05-25",3,0,0.535,0.238,1.24,0.11075,18.454,0.0128969329142733,4.78909193087204,77.5378151260504,6,NA
"1702",21,"2372","Weathertop","LL","blue oak","md",2022-05-25,2.18,NA,0.87079969359467,0.49965,"2022-05-25",2,0,1.269,0.622,1.51,0.163,41.149,0.0151157986828355,4.92985566132591,66.1559485530547,9,NA
"1703",21,"2372","Weathertop","LL","blue oak","md",2022-05-25,2.18,NA,0.87079969359467,0.49965,"2022-05-25",3,0,0.782,0.388,1.28,0.1225,26.231,0.01479165872441,5.56407271935828,67.6056701030928,7,NA
"1704",21,"2372","Weathertop","LL","blue oak","md",2022-05-25,2.18,NA,0.87079969359467,0.49965,"2022-05-25",1,0,0.958,0.473,1.93,0.137,32.65,0.0144869831546708,5.53722509664914,69.0274841437632,9,NA
"1705",21,"2372","Weathertop","LL","blue oak","pd",2022-05-23,1.78833333333333,0.883656509695291,0.87079969359467,0.49965,"2022-05-25",2,0,1.269,0.622,1.51,0.163,41.149,0.0151157986828355,4.92985566132591,66.1559485530547,9,0.0133571739053311
"1706",21,"2372","Weathertop","LL","blue oak","pd",2022-05-23,1.78833333333333,0.883656509695291,0.87079969359467,0.49965,"2022-05-25",3,0,0.782,0.388,1.28,0.1225,26.231,0.01479165872441,5.56407271935828,67.6056701030928,7,0.013070745521016
"1707",21,"2372","Weathertop","LL","blue oak","pd",2022-05-23,1.78833333333333,0.883656509695291,0.87079969359467,0.49965,"2022-05-25",1,0,0.958,0.473,1.93,0.137,32.65,0.0144869831546708,5.53722509664914,69.0274841437632,9,0.0128015169704709
"1708",21,"2375","Hobbiton","LL","blue oak","pd",2022-05-23,1.69933333333333,0.851851851851852,1.0692774463686,0.478666666666667,"2022-05-25",3,0,0.534,0.257,1.86,0.1195,16.756,0.0153377894485557,3.73494893499455,65.1984435797665,6,0.013065524345066
"1709",21,"2375","Hobbiton","LL","blue oak","pd",2022-05-23,1.69933333333333,0.851851851851852,1.0692774463686,0.478666666666667,"2022-05-25",1,0,0.98,0.446,2.06,0.14875,28.905,0.0154298564262238,4.15823617434587,64.8094170403588,8,0.0131439517704869
"1710",21,"2375","Hobbiton","LL","blue oak","pd",2022-05-23,1.69933333333333,0.851851851851852,1.0692774463686,0.478666666666667,"2022-05-25",2,0,0.962,0.464,1.86,0.15425,29.118,0.0159351603818944,3.89548309130009,62.7543103448276,7,0.013574395880873
"1711",21,"2375","Hobbiton","LL","blue oak","md",2022-05-23,3.442,0.763187588152327,1.0692774463686,0.478666666666667,"2022-05-25",3,0,0.534,0.257,1.86,0.1195,16.756,0.0153377894485557,3.73494893499455,65.1984435797665,6,0.0117056105368314
"1712",21,"2375","Hobbiton","LL","blue oak","md",2022-05-23,3.442,0.763187588152327,1.0692774463686,0.478666666666667,"2022-05-25",1,0,0.98,0.446,2.06,0.14875,28.905,0.0154298564262238,4.15823617434587,64.8094170403588,8,0.0117758749114664
"1713",21,"2375","Hobbiton","LL","blue oak","md",2022-05-23,3.442,0.763187588152327,1.0692774463686,0.478666666666667,"2022-05-25",2,0,0.962,0.464,1.86,0.15425,29.118,0.0159351603818944,3.89548309130009,62.7543103448276,7,0.0121615166186785
"1714",21,"2376","MiddleEarth","LL","live oak","md",2022-05-23,2.35,0.58600129617628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715",21,"2376","MiddleEarth","LL","live oak","pd",2022-05-23,1.2044,0.659090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",21,"2377","MiddleEarth","LL","live oak","pd",2022-05-23,0.905666666666667,0.547619047619048,1.25901639344262,0.0768,"2022-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",21,"2377","MiddleEarth","LL","live oak","md",2022-05-23,1.61575,0.56870026525199,1.25901639344262,0.0768,"2022-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",21,"2378","MiddleEarth","LL","blue oak","pd",2022-05-23,1.70233333333333,0.856899488926746,1.03678588637324,0.512533333333333,"2022-05-25",2,0,0.81,0.382,5.89,0.1675,28.976,0.0131833241303147,3.28744834468666,75.8534031413613,8,0.0112967837096223
"1719",21,"2378","MiddleEarth","LL","blue oak","pd",2022-05-23,1.70233333333333,0.856899488926746,1.03678588637324,0.512533333333333,"2022-05-25",1,0,1.672,0.784,8.49,0.218,56.059,0.0139852655238231,3.75476262721512,71.5038265306122,11,0.0119839668798689
"1720",21,"2378","MiddleEarth","LL","blue oak","pd",2022-05-23,1.70233333333333,0.856899488926746,1.03678588637324,0.512533333333333,"2022-05-25",3,0,0.6999,0.327,4.13,0.145,26.774,0.0122133413012624,4.05347390853023,81.8776758409786,10,0.0104656059191397
"1721",21,"2378","MiddleEarth","LL","blue oak","md",2022-05-23,3.192,0.760397830018083,1.03678588637324,0.512533333333333,"2022-05-25",2,0,0.81,0.382,5.89,0.1675,28.976,0.0131833241303147,3.28744834468666,75.8534031413613,8,0.0100245710611163
"1722",21,"2378","MiddleEarth","LL","blue oak","md",2022-05-23,3.192,0.760397830018083,1.03678588637324,0.512533333333333,"2022-05-25",1,0,1.672,0.784,8.49,0.218,56.059,0.0139852655238231,3.75476262721512,71.5038265306122,11,0.0106343655565418
"1723",21,"2378","MiddleEarth","LL","blue oak","md",2022-05-23,3.192,0.760397830018083,1.03678588637324,0.512533333333333,"2022-05-25",3,0,0.6999,0.327,4.13,0.145,26.774,0.0122133413012624,4.05347390853023,81.8776758409786,10,0.00928699822275016
