"","plot_number","species","tag","date","week","tree","pd","pd_bulk_wet","pd_bulk_dry","pd_avg","mpa_pd","dw_g_pd","ww_g_pd","md","md_bulk_wet","md_bulk_dry","mpa_md","dw_g_md","ww_g_md","lwc_md_bulk","lwc_pd_bulk","lwc_md_leaf","lwc_pd_leaf"
"265","near AT002","blue oak","2375.0",2022-04-11,15,2375,"pd3",0.7979,0.38,NA,1.3,0.079,0.1633,NA,NA,NA,NA,NA,NA,NA,1.09973684210526,NA,1.06708860759494
"266","RT","blue oak","2010.0",2022-04-11,15,2010,"pd1",0.7206,0.391,NA,1.46,0.112,0.2034,NA,NA,NA,NA,NA,NA,NA,0.842966751918159,NA,0.816071428571429
"267","RT","blue oak","2010.0",2022-04-11,15,2010,"pd2",0.7206,0.391,NA,1.29,0.099,0.1814,NA,NA,NA,NA,NA,NA,NA,0.842966751918159,NA,0.832323232323232
"268","RT","blue oak","2010.0",2022-04-11,15,2010,"pd3",0.7206,0.391,NA,1.215,0.14,0.2556,NA,NA,NA,NA,NA,NA,NA,0.842966751918159,NA,0.825714285714286
"269","RT","blue oak","2010.0",2022-04-11,15,2010,"pd4",0.7206,0.391,NA,1.416,0.072,0.1277,NA,NA,NA,NA,NA,NA,NA,0.842966751918159,NA,0.773611111111111
"270","TS","blue oak","2009.0",2022-04-11,15,2009,"pd1",0.8395,0.439,NA,1.279,0.06,0.111,NA,NA,NA,NA,NA,NA,NA,0.912300683371298,NA,0.85
"271","TS","blue oak","2009.0",2022-04-11,15,2009,"pd2",0.8395,0.439,NA,1.301,0.071,0.1331,NA,NA,NA,NA,NA,NA,NA,0.912300683371298,NA,0.874647887323944
"272","TS","blue oak","2009.0",2022-04-11,15,2009,"pd3",0.8395,0.439,NA,1.4,0.085,0.1577,NA,NA,NA,NA,NA,NA,NA,0.912300683371298,NA,0.855294117647059
"273",NA,NA,"2011.0",2022-04-11,15,2011,"pd1",1.1259,0.613,NA,1.6,0.07,0.124,NA,NA,NA,NA,NA,NA,NA,0.836704730831974,NA,0.771428571428571
"274",NA,NA,"2011.0",2022-04-11,15,2011,"pd2",1.1259,0.613,NA,1.3,0.072,0.1306,NA,NA,NA,NA,NA,NA,NA,0.836704730831974,NA,0.813888888888889
"275",NA,NA,"2011.0",2022-04-11,15,2011,"pd3",1.1259,0.613,NA,1.6,0.069,0.1235,NA,NA,NA,NA,NA,NA,NA,0.836704730831974,NA,0.789855072463768
