"","tree","plot","site","species","date","time","week","lwc_bulk","rep","lwc_leaf"
"3779",2352,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.558181818181818,"3",NA
"3780",2352,"MiddleEarth","LL","live oak",NA,"MD",29,NA,"4",NA
"3781",2352,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.558181818181818,"4",NA
"3782",2352,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"1",NA
"3783",2352,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"1",NA
"3784",2352,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"2",NA
"3785",2352,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"2",NA
"3786",2352,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"3",NA
"3787",2352,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"3",NA
"3788",2352,"MiddleEarth","LL","live oak",NA,"MD",33,NA,"4",NA
"3789",2352,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"4",NA
"3790",2352,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"1",0.50561797752809
"3791",2352,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"1",NA
"3792",2352,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"2",0.638888888888889
"3793",2352,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"2",NA
"3794",2352,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"3",0.630769230769231
"3795",2352,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"3",NA
"3796",2352,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"4",0.614457831325301
"3797",2352,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"4",NA
"3798",2352,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"5",0.583333333333333
"3799",2352,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"5",NA
"3800",2352,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,"1",0.613571428571428
"3801",2352,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,"1",NA
"3802",2352,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,"2",0.599305555555556
"3803",2352,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,"2",NA
"3804",2352,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,"3",0.562328767123288
"3805",2352,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,"3",NA
"3806",2352,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,"4",0.607017543859649
"3807",2352,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,"4",NA
"3808",2352,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,NA,NA
"3809",2352,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,NA,0.572611464968153
"3810",2353,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,NA,"2",NA
"3811",2353,"MiddleEarth","LL","live oak",NA,"PD",13,NA,"2",NA
"3812",2353,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"1",NA
"3813",2353,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"1",NA
"3814",2353,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"2",NA
"3815",2353,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"2",NA
"3816",2353,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"3",NA
"3817",2353,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"3",NA
"3818",2353,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"4",NA
"3819",2353,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"4",NA
"3820",2354,"MiddleEarth","LL","live oak",2022-03-08,"MD",10,0.674677419354839,"1",0.646285714285715
"3821",2354,"MiddleEarth","LL","live oak",2022-03-08,"PD",10,0.669375736160189,"1",0.63859649122807
"3822",2354,"MiddleEarth","LL","live oak",2022-03-08,"MD",10,0.674677419354839,"2",0.710843373493976
"3823",2354,"MiddleEarth","LL","live oak",2022-03-08,"PD",10,0.669375736160189,"2",0.679617834394904
"3824",2354,"MiddleEarth","LL","live oak",2022-03-08,"MD",10,0.674677419354839,"3",0.656349206349206
"3825",2354,"MiddleEarth","LL","live oak",2022-03-08,"PD",10,0.669375736160189,"3",0.697247706422018
"3826",2354,"MiddleEarth","LL","live oak",2022-03-08,"MD",10,0.674677419354839,"4",0.628761061946903
"3827",2354,"MiddleEarth","LL","live oak",2022-03-08,"PD",10,0.669375736160189,"4",0.7
"3828",2354,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,0.701612903225806,"1",0.701612903225806
"3829",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"1",0.957191137814495
"3830",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"1",0.957191137814495
"3831",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"1",0.957191137814495
"3832",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"1",0.957191137814495
"3833",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"1",NA
"3834",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"1",NA
"3835",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"1",NA
"3836",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"1",NA
"3837",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"1",-0.534359744648892
"3838",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"1",-0.534359744648892
"3839",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"1",-0.534359744648892
"3840",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"1",-0.534359744648892
"3841",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"1",0.957191137814495
"3842",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"1",0.957191137814495
"3843",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"1",0.957191137814495
"3844",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"1",0.957191137814495
"3845",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"1",NA
"3846",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"1",NA
"3847",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"1",NA
"3848",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"1",NA
"3849",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"1",-0.534359744648892
"3850",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"1",-0.534359744648892
"3851",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"1",-0.534359744648892
"3852",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"1",-0.534359744648892
"3853",2354,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,0.701612903225806,"2",0.701612903225806
"3854",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"2",0.957191137814495
"3855",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"2",0.957191137814495
"3856",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"2",0.957191137814495
"3857",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"2",0.957191137814495
"3858",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"2",-0.534359744648892
"3859",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"2",-0.534359744648892
"3860",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"2",-0.534359744648892
"3861",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"2",-0.534359744648892
"3862",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"2",NA
"3863",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"2",NA
"3864",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"2",NA
"3865",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"2",NA
"3866",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"2",0.957191137814495
"3867",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"2",0.957191137814495
"3868",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"2",0.957191137814495
"3869",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"2",0.957191137814495
"3870",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"2",-0.534359744648892
"3871",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"2",-0.534359744648892
"3872",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"2",-0.534359744648892
"3873",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"2",-0.534359744648892
"3874",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"2",NA
"3875",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"2",NA
"3876",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"2",NA
"3877",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"2",NA
"3878",2354,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,0.701612903225806,"3",0.701612903225806
"3879",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"3",-0.534359744648892
"3880",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"3",-0.534359744648892
"3881",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"3",-0.534359744648892
"3882",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"3",-0.534359744648892
"3883",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"3",NA
"3884",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"3",NA
"3885",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"3",NA
"3886",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"3",NA
"3887",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"3",0.957191137814495
"3888",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"3",0.957191137814495
"3889",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.957191137814495,"3",0.957191137814495
"3890",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.957191137814495,"3",0.957191137814495
"3891",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"3",-0.534359744648892
"3892",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"3",-0.534359744648892
"3893",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"3",-0.534359744648892
"3894",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"3",-0.534359744648892
"3895",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"3",NA
"3896",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"3",NA
"3897",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"3",NA
"3898",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"3",NA
"3899",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"3",0.957191137814495
"3900",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"3",0.957191137814495
"3901",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"3",0.957191137814495
"3902",2354,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,1.00911808669656,"3",0.957191137814495
"3903",2354,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,0.701612903225806,"4",0.701612903225806
"3904",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"4",NA
"3905",2354,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,0.701612903225806,"5",0.701612903225806
"3906",2354,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,1.00911808669656,"5",NA
"3907",2354,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"1",0.970095693779905
"3908",2354,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"1",NA
"3909",2354,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"2",0.597546012269939
"3910",2354,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"2",NA
"3911",2354,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"3",0.964110929853181
"3912",2354,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"3",NA
"3913",2354,"MiddleEarth","LL","live oak",2022-04-13,"MD",15,1.31461777705025,"1",0.861423220973783
"3914",2354,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.624770642201835,"1",0.584558823529412
"3915",2354,"MiddleEarth","LL","live oak",2022-04-13,"MD",15,1.31461777705025,"2",0.855233853006681
"3916",2354,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.624770642201835,"2",0.635390946502058
"3917",2354,"MiddleEarth","LL","live oak",2022-04-13,"MD",15,1.31461777705025,"3",0.850526315789474
"3918",2354,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.624770642201835,"3",0.621604938271605
"3919",2354,"MiddleEarth","LL","live oak",NA,"MD",15,NA,"4",NA
"3920",2354,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.624770642201835,"4",0.634803921568628
"3921",2354,"MiddleEarth","LL","live oak",NA,"MD",15,NA,"5",NA
"3922",2354,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.624770642201835,"5",0.553497942386831
"3923",2354,"MiddleEarth","LL","live oak",NA,"MD",17,NA,"1",NA
"3924",2354,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.650399290150843,"1",NA
"3925",2354,"MiddleEarth","LL","live oak",NA,"MD",17,NA,"2",NA
"3926",2354,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.650399290150843,"2",NA
"3927",2354,"MiddleEarth","LL","live oak",NA,"MD",17,NA,"3",NA
"3928",2354,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.650399290150843,"3",NA
"3929",2354,"MiddleEarth","LL","live oak",NA,"MD",17,NA,"4",NA
"3930",2354,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.650399290150843,"4",NA
"3931",2354,"MiddleEarth","LL","live oak",NA,"MD",17,NA,"5",NA
"3932",2354,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.650399290150843,"5",NA
"3933",2354,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.62999185004075,"1",NA
"3934",2354,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"1",NA
"3935",2354,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.62999185004075,"2",NA
"3936",2354,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"2",NA
"3937",2354,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.62999185004075,"3",NA
"3938",2354,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"3",NA
"3939",2354,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.648620097715568,"1",NA
"3940",2354,"MiddleEarth","LL","live oak",2022-05-09,"PD",19,0.550151975683891,"1",NA
"3941",2354,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.648620097715568,"2",NA
"3942",2354,"MiddleEarth","LL","live oak",2022-05-09,"PD",19,0.550151975683891,"2",NA
"3943",2354,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.648620097715568,"3",NA
"3944",2354,"MiddleEarth","LL","live oak",2022-05-09,"PD",19,0.550151975683891,"3",NA
"3945",2354,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.648620097715568,"4",NA
"3946",2354,"MiddleEarth","LL","live oak",NA,"PD",19,NA,"4",NA
"3947",2354,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,NA,"1",NA
"3948",2354,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.5995115995116,"1",NA
"3949",2354,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,NA,"2",NA
"3950",2354,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.5995115995116,"2",NA
"3951",2354,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,NA,"3",NA
"3952",2354,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.5995115995116,"3",NA
"3953",2354,"MiddleEarth","LL","live oak",NA,"MD",21,NA,"4",NA
"3954",2354,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.5995115995116,"4",NA
"3955",2354,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.487928221859706,"1",NA
"3956",2354,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.607127882599581,"1",NA
"3957",2354,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.487928221859706,"2",NA
"3958",2354,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.607127882599581,"2",NA
"3959",2354,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.487928221859706,"3",NA
"3960",2354,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.607127882599581,"3",NA
"3961",2354,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.487928221859706,"4",NA
"3962",2354,"MiddleEarth","LL","live oak",NA,"PD",29,NA,"4",NA
"3963",2354,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"1",NA
"3964",2354,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"1",NA
"3965",2354,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"2",NA
"3966",2354,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"2",NA
"3967",2354,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"3",NA
"3968",2354,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"3",NA
"3969",2354,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"1",0.696774193548387
"3970",2354,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"1",NA
"3971",2354,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"2",0.7
"3972",2354,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"2",NA
"3973",2354,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"3",0.653846153846154
"3974",2354,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"3",NA
"3975",2354,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"4",0.643478260869565
"3976",2354,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"4",NA
"3977",2354,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"5",0.636363636363636
"3978",2354,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"5",NA
"3979",2354,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,NA,NA
"3980",2354,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,NA,0.624770642201835
"3981",2360,"MiddleEarth","LL","blue oak",NA,"MD",13,NA,"1",NA
"3982",2360,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.07714663143989,"1",NA
"3983",2360,"MiddleEarth","LL","blue oak",NA,"MD",13,NA,"2",NA
"3984",2360,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.07714663143989,"2",NA
"3985",2360,"MiddleEarth","LL","blue oak",NA,"MD",13,NA,"3",NA
"3986",2360,"MiddleEarth","LL","blue oak",2022-03-30,"PD",13,1.07714663143989,"3",NA
"3987",2360,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"1",0.805633802816902
"3988",2360,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"1",NA
"3989",2360,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"2",0.853846153846154
"3990",2360,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"2",NA
"3991",2360,"MiddleEarth","LL","blue oak",2022-04-06,"MD",14,NA,"3",0.844827586206896
"3992",2360,"MiddleEarth","LL","blue oak",NA,"PD",14,NA,"3",NA
"3993",2360,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.823586744639376,"1",0.79885877318117
"3994",2360,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.857142857142857,"1",0.827659574468085
"3995",2360,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.823586744639376,"2",0.806070826306914
"3996",2360,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.857142857142857,"2",0.866666666666667
"3997",2360,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.823586744639376,"3",0.790349417637271
"3998",2360,"MiddleEarth","LL","blue oak",2022-04-11,"PD",15,0.857142857142857,"3",0.814814814814815
"3999",2360,"MiddleEarth","LL","blue oak",2022-04-13,"MD",15,0.823586744639376,"4",0.778833107191316
"4000",2360,"MiddleEarth","LL","blue oak",NA,"PD",15,NA,"4",NA
"4001",2360,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.767519234768143,"1",NA
"4002",2360,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.863710216954984,"1",NA
"4003",2360,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.767519234768143,"2",NA
"4004",2360,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.863710216954984,"2",NA
"4005",2360,"MiddleEarth","LL","blue oak",2022-04-25,"MD",17,0.767519234768143,"3",NA
"4006",2360,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.863710216954984,"3",NA
"4007",2360,"MiddleEarth","LL","blue oak",NA,"MD",17,NA,"4",NA
"4008",2360,"MiddleEarth","LL","blue oak",2022-04-25,"PD",17,0.863710216954984,"4",NA
"4009",2360,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.759281925744594,"1",NA
"4010",2360,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"1",NA
"4011",2360,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.759281925744594,"2",NA
"4012",2360,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"2",NA
"4013",2360,"MiddleEarth","LL","blue oak",2022-05-04,"MD",18,0.759281925744594,"3",NA
"4014",2360,"MiddleEarth","LL","blue oak",NA,"PD",18,NA,"3",NA
"4015",2360,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.707836990595611,"1",NA
"4016",2360,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.838417147568013,"1",NA
"4017",2360,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.707836990595611,"2",NA
"4018",2360,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.838417147568013,"2",NA
"4019",2360,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.707836990595611,"3",NA
"4020",2360,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.838417147568013,"3",NA
"4021",2360,"MiddleEarth","LL","blue oak",2022-05-23,"MD",21,0.707836990595611,"4",NA
"4022",2360,"MiddleEarth","LL","blue oak",2022-05-23,"PD",21,0.838417147568013,"4",NA
"4023",2360,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.578012684989429,"1",NA
"4024",2360,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.655671902268761,"1",NA
"4025",2360,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.578012684989429,"2",NA
"4026",2360,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.655671902268761,"2",NA
"4027",2360,"MiddleEarth","LL","blue oak",2022-07-19,"MD",29,0.578012684989429,"3",NA
"4028",2360,"MiddleEarth","LL","blue oak",2022-07-19,"PD",29,0.655671902268761,"3",NA
"4029",2360,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"1",NA
"4030",2360,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"1",NA
"4031",2360,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"2",NA
"4032",2360,"MiddleEarth","LL","blue oak",2022-08-18,"PD",33,NA,"2",NA
"4033",2360,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"3",NA
"4034",2360,"MiddleEarth","LL","blue oak",NA,"PD",33,NA,"3",NA
"4035",2360,"MiddleEarth","LL","blue oak",2022-08-18,"MD",33,NA,"4",NA
"4036",2360,"MiddleEarth","LL","blue oak",NA,"PD",33,NA,"4",NA
"4037",2360,"MiddleEarth","LL","blue oak",NA,"MD",NA,NA,NA,NA
"4038",2360,"MiddleEarth","LL","blue oak",NA,"PD",NA,NA,NA,0.857142857142857
"4039",2361,"MiddleEarth","LL","blue oak",NA,"MD",11,NA,"1",NA
"4040",2361,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,NA,"1",NA
"4041",2361,"MiddleEarth","LL","blue oak",NA,"MD",11,NA,"2",NA
"4042",2361,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,NA,"2",NA
"4043",2361,"MiddleEarth","LL","blue oak",NA,"MD",11,NA,"3",NA
"4044",2361,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,NA,"3",NA
"4045",2364,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.777374212156821,"1",NA
"4046",2364,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.747368421052632,"1",NA
"4047",2364,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.777374212156821,"2",NA
"4048",2364,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.747368421052632,"2",NA
"4049",2364,"MiddleEarth","LL","blue oak",2022-05-09,"MD",19,0.777374212156821,"3",NA
"4050",2364,"MiddleEarth","LL","blue oak",2022-05-09,"PD",19,0.747368421052632,"3",NA
"4051",2365,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,NA,"1",1.70434782608696
"4052",2365,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.79320388349515,"1",NA
"4053",2365,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,NA,"2",0.83134328358209
"4054",2365,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.79320388349515,"2",NA
"4055",2365,"MiddleEarth","LL","blue oak",2022-03-08,"MD",10,NA,"3",1.76862745098039
"4056",2365,"MiddleEarth","LL","blue oak",2022-03-08,"PD",10,1.79320388349515,"3",NA
"4057",2365,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46396396396396,"1",1.255
"4058",2365,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,1.45945945945946,"1",1.5
"4059",2365,"MiddleEarth","LL","blue oak",2022-03-15,"MD",11,1.46396396396396,"2",1.44074074074074
"4060",2365,"MiddleEarth","LL","blue oak",2022-03-15,"PD",11,1.45945945945946,"2",1.48620689655172
