"","tree_id","branch","species","year","week","...6","file","day","notes_leaf_area","more_notes_leaf_area","area_cm2","date_leaf_area","year_leaf_area","sub_branch","lwm_g","ldm_g","swm_g","sdm_g","l_cm","d_mm","length_new_cm","notes","date_alas","area_mm2","lma_g_cm2","d_cm","r_mm","r_cm","area_stem_mm2","alas_cm2_per_mm2","sla_cm_g"
"630","2092","3","L",1,14,540,"txt",4,NA,NA,26.85,2022-04-04,1,NA,0.959,0.588,0.294,0.148,5.04,1.8725,5.04,NA,2022-04-04,268.5,0.0218994413407821,0.18725,1.8725,0.093625,11.0152288766033,2.43753446258663,45.6632653061225
"631","2092","3","L",1,17,537,"txt",27,NA,NA,11.158,2022-04-27,1,NA,0.363,0.2295,0.0671,0.0374,1.932,1.065,1.932,NA,2022-04-27,111.58,0.0205682021867718,0.1065,1.065,0.05325,3.56327292751788,3.13139078228635,48.6187363834423
"632","2092","3","L",1,29,547,"txt",19,NA,NA,74.741,2022-07-19,1,NA,2.6,1.672,0.43,0.262,5.11,1.3775,5.11,NA,2022-07-19,747.41,0.0223705864251214,0.13775,1.3775,0.068875,5.96119169514072,12.5379292970775,44.7015550239234
"633","2093","1","L",0,14,553,"txt",4,NA,NA,7.352,2022-04-04,0,NA,0.219,0.14,0.073,0.034,1.75,0.9025,1.75,NA,2022-04-04,73.52,0.0190424374319913,0.09025,0.9025,0.045125,2.55884685130297,2.87316921536603,52.5142857142857
"634","2093","1","L",0,17,548,"txt",27,NA,NA,21.734,2022-04-27,0,NA,0.7442,0.3929,0.0648,0.0327,2.1735,0.9275,2.1735,NA,2022-04-27,217.34,0.0180776663292537,0.09275,0.9275,0.046375,2.7025747152047,8.04196083006489,55.3168745227793
"635","2093","1","L",0,37,847,"csv",12,NA,NA,52.43,2022-09-12,0,NA,1.5379,0.0497,0.1039,0.0668,10.22,0.965,NA,NA,2022-09-12,524.3,0.000947930574098798,0.0965,0.965,0.04825,2.92552961883916,17.9215413381472,1054.92957746479
"636","2093","1","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.357,0.806,0.174,0.093,3.24,1.5825,3.24,"Need to find areas!",2022-03-15,NA,NA,0.15825,1.5825,0.079125,7.867510117339,NA,NA
"637","2093","1","L",1,14,554,"txt",4,NA,NA,74.716,2022-04-04,1,NA,2.66,1.676,0.534,0.308,8.26,1.9,8.26,NA,2022-04-04,747.16,0.0224316076877777,0.19,1.9,0.095,11.3411494794592,6.58804472468369,44.5799522673031
"638","2093","1","L",1,17,549,"txt",27,NA,NA,47.303,2022-04-27,1,NA,1.5029,0.9266,0.4198,0.2405,9.247,1.8825,9.247,NA,2022-04-27,473.03,0.019588609601928,0.18825,1.8825,0.094125,11.1331956807456,4.24882498758273,51.0500755450032
"639","2093","1","L",1,37,862,"csv",12,NA,NA,24.462,2022-09-12,1,NA,0.7776,0.5223,0.4738,0.2949,87.4,2.0875,NA,"length in mm",2022-09-12,244.62,0.0213514839342654,0.20875,2.0875,0.104375,13.6899808618696,1.78685421453973,46.8351522113728
"640","2093","2","L",0,37,863,"csv",12,NA,NA,40.755,2022-09-12,0,NA,1.0213,0.7538,0.1079,0.0682,22.38,1.4025,NA,NA,2022-09-12,407.55,0.0184958900748374,0.14025,1.4025,0.070125,6.17953238456521,6.59515922301741,54.0660652693022
"641","2093","2","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.881,0.124,0.043,0.104,2.69,1.63,2.69,"Need to find areas!",2022-03-15,NA,NA,0.163,1.63,0.0815,8.34689752132272,NA,NA
"642","2093","2","L",1,14,555,"txt",4,NA,NA,39.352,2022-04-04,1,NA,1.265,0.819,0.319,0.184,6.25,1.6725,6.25,NA,2022-04-04,393.52,0.020812156942468,0.16725,1.6725,0.083625,8.78783968520813,4.47800613229643,48.04884004884
"643","2093","2","L",1,17,550,"txt",27,NA,NA,25.76,2022-04-27,1,NA,0.744,0.4617,0.1032,0.0632,4.234,1.185,4.234,NA,2022-04-27,257.6,0.0179231366459627,0.1185,1.185,0.05925,4.41150294398713,5.83927979354765,55.7938055014078
"644","2093","2","L",1,37,864,"csv",12,NA,NA,135.575,2022-09-12,1,NA,4.5107,2.8936,0.9899,0.6106,NA,NA,NA,"no diameter or length",2022-09-12,1355.75,0.0213431679881984,NA,NA,NA,NA,NA,46.8534006082389
"645","2093","3","L",0,14,556,"txt",4,NA,NA,6.136,2022-04-04,0,NA,0.193,0.121,0.04,0.017,0.67,NA,0.67,NA,2022-04-04,61.36,0.0197196870925684,NA,NA,NA,NA,NA,50.7107438016529
"646","2093","3","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.384,0.822,0.12,0.067,2.58,1.4175,2.58,"Need to find areas!",2022-03-15,NA,NA,0.14175,1.4175,0.070875,6.31242175381206,NA,NA
"647","2093","3","L",1,14,557,"txt",4,NA,NA,43.493,2022-04-04,1,NA,1.436,0.91,0.254,0.146,5.66,1.43,5.66,NA,2022-04-04,434.93,0.0209229071344814,0.143,1.43,0.0715,6.42424281732577,6.7701363782051,47.7945054945055
"648","2093","3","L",1,17,551,"txt",27,NA,NA,8.279,2022-04-27,1,NA,0.2874,0.1862,0.0393,0.0237,1.412,1.0925,1.412,NA,2022-04-27,82.79,0.0224906389660587,0.10925,1.0925,0.054625,3.74966754664618,2.20792907558031,44.4629430719656
"649","2093","3","L",2,17,552,"txt",27,NA,NA,50.251,2022-04-27,2,NA,1.5599,0.9791,0.6057,0.3663,11.042,2.09,11.042,NA,2022-04-27,502.51,0.0194841893693658,0.209,2.09,0.1045,13.7227908701456,3.66186444692696,51.3236645899295
"650","2093","4","L",0,37,866,"csv",12,NA,NA,64.001,2022-09-12,0,NA,18709,1.2427,0.1946,0.1101,17.80333333,1.5685,NA,"3 stems in sample, length is average of the stems",2022-09-12,640.01,0.0194168841111858,0.15685,1.5685,0.078425,7.72892189901854,8.28071506429987,51.5015691639173
"651","2093","4","L",1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1989,1.425,0.8191,0.4678,102,2.5925,NA,NA,2022-09-12,NA,NA,0.25925,2.5925,0.129625,21.1148209393638,NA,NA
"652","2301","1","B",0,21,252,"txt",23,NA,NA,22.763,2022-05-23,0,NA,0.633,0.329,0.081,0.045,2.06,1.405,2.06,NA,2022-05-23,227.63,0.0144532794447129,0.1405,1.405,0.07025,6.20158243800259,3.67051478031009,69.1884498480243
"653","2301","1","L",0,37,867,"csv",12,NA,NA,29.66,2022-09-12,0,NA,0.9142,0.5511,0.0753,0.0469,25.6,1.36,NA,NA,2022-09-12,296.6,0.0185805799055968,0.136,1.36,0.068,5.81068977207968,5.10438539371282,53.819633460352
"654","2301","1","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,1.133,0.285,0.143,7.49,1.58,7.49,"Need to find areas!",2022-03-08,NA,NA,0.158,1.58,0.079,7.84267190042156,NA,NA
"655","2301","1","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.209,1.805,0.412,0.223,8.52,1.7,8.52,"Need to find areas!",2022-03-15,NA,NA,0.17,1.7,0.085,9.0792027688745,NA,NA
"656","2301","1","L",1,13,558,"txt",30,NA,NA,111.756,2022-03-30,1,NA,3.336,1.967,0.218,0.128,4.83,1.7175,4.83,NA,2022-03-30,1117.56,0.0176008446973764,0.17175,1.7175,0.085875,9.26708964451326,12.0594495453238,56.8154550076258
"657","2301","1","L",1,17,562,"txt",25,NA,NA,79.797,2022-04-25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797.97,NA,NA,NA,NA,NA,NA,NA
"658","2301","1","L",1,21,565,"txt",23,NA,NA,85.454,2022-05-23,1,NA,2.939,1.702,0.303,0.178,7.15,1.8275,7.15,NA,2022-05-23,854.54,0.0199171484073303,0.18275,1.8275,0.091375,10.4921536997806,8.14456235060557,50.2079905992949
"659","2301","1","L",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.332,0.931,0.173,0.119,6.29,1.3725,6.29,NA,2022-07-19,NA,NA,0.13725,1.3725,0.068625,5.91799479615386,NA,NA
"660","2301","1","L",2,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477,0.9832,0.239,0.1436,53.17,1.675,NA,NA,2022-09-12,NA,NA,0.1675,1.675,0.08375,8.81413088872786,NA,NA
"661","2301","2","B",0,21,253,"txt",23,NA,NA,37.052,2022-05-23,0,NA,1.123,0.578,0.148,0.081,2.19,1.675,2.19,NA,2022-05-23,370.52,0.0155996977221203,0.1675,1.675,0.08375,8.81413088872786,4.20370430933636,64.1038062283737
"662","2301","2","L",0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5536,2.253,0.3284,0.1939,65.36,2.785,NA,NA,2022-09-12,NA,NA,0.2785,2.785,0.13925,24.3668994795895,NA,NA
"663","2301","2","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,0.313,0.997,0.045,2.65,1.1475,2.65,"Need to find areas!",2022-03-08,NA,NA,0.11475,1.1475,0.057375,4.13671176156844,NA,NA
"664","2301","2","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.328,1.344,0.399,0.213,9.51,1.425,9.51,"Need to find areas!",2022-03-15,NA,NA,0.1425,1.425,0.07125,6.37939658219577,NA,NA
"665","2301","2","L",1,13,559,"txt",30,NA,NA,43.371,2022-03-30,1,NA,1.453,0.867,0.123,0.065,3.35,1.17,3.35,NA,2022-03-30,433.71,0.019990316109843,0.117,1.17,0.0585,4.30052618349907,10.0850449804056,50.0242214532872
"666","2301","2","L",1,17,563,"txt",25,NA,NA,79.211,2022-04-25,1,NA,2.717,1.666,0.303,0.187,5.32,1.7375,5.32,NA,2022-04-25,792.11,0.0210324323641918,0.17375,1.7375,0.086875,9.48417369687631,8.35191367552545,47.5456182472989
"667","2301","2","L",1,21,566,"txt",23,NA,NA,88.278,2022-05-23,1,NA,3.289,1.878,0.392,0.228,7.28,1.96,7.28,NA,2022-05-23,882.78,0.0212737035274927,0.196,1.96,0.098,12.0687423380305,7.31459811863096,47.0063897763578
"668","2301","2","L",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.325,0.941,0.228,0.157,6.53,1.485,6.53,NA,2022-07-19,NA,NA,0.1485,1.485,0.07425,6.92791865951255,NA,NA
"669","2301","2","L",1,37,868,"csv",12,NA,NA,54.761,2022-09-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.61,NA,NA,NA,NA,NA,NA,NA
"670","2301","3","B",0,21,254,"txt",23,NA,NA,15.554,2022-05-23,0,NA,0.451,0.231,0.053,0.029,1.16,1.16,1.16,NA,2022-05-23,155.54,0.0148514851485149,0.116,1.16,0.058,4.22732707467043,3.67939355655669,67.3333333333333
"671","2301","3","L",0,13,560,"txt",30,NA,NA,7.155,2022-03-30,0,NA,0.234,0.139,0.042,0.022,1.02,NA,1.02,NA,2022-03-30,71.55,0.0194269741439553,NA,NA,NA,NA,NA,51.4748201438849
"672","2301","3","L",0,37,869,"csv",12,NA,NA,110.046,2022-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100.46,NA,NA,NA,NA,NA,NA,NA
"673","2301","3","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.231,2.854,0.707,0.358,11.05,2.205,11.05,"Need to find areas!",2022-03-08,NA,NA,0.2205,2.205,0.11025,15.2745020215699,NA,NA
"674","2301","3","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,1.1,0.282,0.148,7.56,1.4025,7.56,"Need to find areas!",2022-03-15,NA,NA,0.14025,1.4025,0.070125,6.17953238456521,NA,NA
"675","2301","3","L",1,13,561,"txt",30,NA,NA,19.536,2022-03-30,1,NA,0.772,0.462,0.267,0.151,6.64,1.4425,6.64,NA,2022-03-30,195.36,0.0236486486486486,0.14425,1.4425,0.072125,6.53704562854373,2.9885059872761,42.2857142857143
"676","2301","3","L",1,17,564,"txt",25,NA,NA,66.467,2022-04-25,1,NA,2.043,1.277,0.229,0.145,5.72,1.435,5.72,NA,2022-04-25,664.67,0.0192125415619781,0.1435,1.435,0.07175,6.46924613208844,10.2743037817519,52.0493343774471
"677","2301","3","L",1,21,567,"txt",23,NA,NA,70.021,2022-05-23,1,NA,2.742,1.582,0.38,0.217,7.84,1.71,7.84,NA,2022-05-23,700.21,0.02259322203339,0.171,1.71,0.0855,9.18633107836191,7.62230311565104,44.2610619469027
"678","2301","3","L",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.384,0.991,0.176,0.124,5.7,1.255,5.7,NA,2022-07-19,NA,NA,0.1255,1.255,0.06275,4.94808696922026,NA,NA
"679","2301","4","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.097,1.164,0.186,0.091,4.99,1.3025,4.99,"Need to find areas!",2022-03-08,NA,NA,0.13025,1.3025,0.065125,5.32973157176917,NA,NA
"680","2301","5","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.559,0.097,0.047,1.99,1.44,1.99,"Need to find areas!",2022-03-08,NA,NA,0.144,1.44,0.072,6.5144065264838,NA,NA
"681","2301","6","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.784,2.031,0.572,0.283,11.03,1.9925,11.03,"Need to find areas!",2022-03-08,NA,NA,0.19925,1.9925,0.099625,12.4722995493382,NA,NA
"682","2303","1","L",0,11,NA,NA,NA,NA,NA,NA,NA,NA,"a",1.798,0.939,0.146,0.066,4.03,1.2175,4.03,"Need to find areas!",2022-03-15,NA,NA,0.12175,1.2175,0.060875,4.65680242537024,NA,NA
"683","2303","1","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.227,0.744,0.162,0.082,1.96,1.7825,1.96,"Need to find areas!",2022-03-15,NA,NA,0.17825,1.7825,0.089125,9.98180197320493,NA,NA
"684","2331","1","L",0,17,571,"txt",25,NA,NA,10.457,2022-04-25,0,NA,0.344,0.192,0.058,0.034,2.2,0.9875,2.2,NA,2022-04-25,104.57,0.0183609065697619,0.09875,0.9875,0.049375,3.06354371110217,3.41336732428665,54.4635416666667
"685","2331","1","L",0,37,870,"csv",12,NA,NA,19.909,2022-09-12,0,NA,0.4807,0.3268,0.0539,0.0366,16.36,1.225,NA,NA,2022-09-12,199.09,0.016414686825054,0.1225,1.225,0.06125,4.71435247579318,4.22306140710243,60.921052631579
"686","2331","1","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.427,0.844,0.678,0.369,10.76,2.135,10.76,"Need to find areas!",2022-03-08,NA,NA,0.2135,2.135,0.10675,14.3200861734093,NA,NA
"687","2331","1","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.041,1.282,0.414,0.245,7.13,1.9575,7.13,"Need to find areas!",2022-03-15,NA,NA,0.19575,1.9575,0.097875,12.0379743649795,NA,NA
"688","2331","1","L",1,13,568,"txt",30,NA,NA,48.717,2022-03-30,1,NA,1.168,0.977,0.296,0.168,7.75,1.685,7.75,NA,2022-03-30,487.17,0.0200546010632839,0.1685,1.685,0.08425,8.91968840188848,5.46173787748971,49.863868986694
"689","2331","1","L",1,17,572,"txt",25,NA,NA,56.943,2022-04-25,1,NA,1.776,1.144,0.327,0.217,7.35,1.865,7.35,NA,2022-04-25,569.43,0.0200902657043008,0.1865,1.865,0.09325,10.9271661075324,5.21114069646547,49.7753496503497
"690","2331","1","L",1,21,577,"txt",23,NA,NA,11.827,2022-05-23,1,NA,0.479,0.288,0.142,0.078,4.01,1.4725,4.01,NA,2022-05-23,118.27,0.0243510611313097,0.14725,1.4725,0.073625,6.81177790610015,1.73625742985668,41.0659722222222
"691","2331","1","L",1,29,583,"txt",19,NA,NA,66.259,2022-07-19,1,NA,2.158,1.51,0.431,0.314,8.58,1.8275,8.58,NA,2022-07-19,662.59,0.0227893569175508,0.18275,1.8275,0.091375,10.4921536997806,6.31510001625172,43.8801324503311
"692","2331","2","L",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257,0.078,0.026,0.009,1.22,NA,1.22,"Need to find areas!",2022-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"693","2331","2","L",0,17,573,"txt",25,NA,NA,8.493,2022-04-25,0,NA,0.283,0.165,0.073,0.041,3.22,1.0875,3.22,NA,2022-04-25,84.93,0.0194277640409749,0.10875,1.0875,0.054375,3.71542418672205,2.28587627500293,51.4727272727273
"694","2331","2","L",0,21,578,"txt",23,NA,NA,10.185,2022-05-23,0,NA,0.429,0.23,0.065,0.031,2.19,1.085,2.19,NA,2022-05-23,101.85,0.0225822287677958,0.1085,1.085,0.05425,3.69836141162224,2.75392230948367,44.2826086956522
"695","2331","2","L",0,37,871,"csv",12,NA,NA,9.189,2022-09-12,0,NA,0.2632,0.1625,0.0488,0.0309,27.01,1.4675,NA,NA,2022-09-12,91.89,0.0176841876156274,0.14675,1.4675,0.073375,6.76559649409239,1.35819509898701,56.5476923076923
"696","2331","2","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,1.057,0.384,0.193,5.68,1.8275,5.68,"Need to find areas!",2022-03-08,NA,NA,0.18275,1.8275,0.091375,10.4921536997806,NA,NA
"697","2331","2","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,0.34,0.199,0.109,4.63,1.5025,4.63,"Need to find areas!",2022-03-15,NA,NA,0.15025,1.5025,0.075125,7.09216505043304,NA,NA
"698","2331","2","L",1,13,569,"txt",30,NA,NA,40.311,2022-03-30,1,NA,1.453,0.815,0.304,0.167,8.12,1.44,8.12,NA,2022-03-30,403.11,0.0202178065540423,0.144,1.44,0.072,6.5144065264838,6.1879773446927,49.4613496932515
"699","2331","2","L",1,17,574,"txt",25,NA,NA,17.301,2022-04-25,1,NA,0.749,0.497,0.183,0.12,5.27,1.5,5.27,NA,2022-04-25,173.01,0.028726663198659,0.15,1.5,0.075,7.06858347057703,2.44759081816256,34.8108651911469
"700","2331","2","L",1,21,579,"txt",23,NA,NA,30.156,2022-05-23,1,NA,1.234,0.73,0.253,0.14,5.14,1.74,5.14,NA,2022-05-23,301.56,0.0242074545695716,0.174,1.74,0.087,9.51148591800846,3.1704825365829,41.3095890410959
"701","2331","2","L",1,29,584,"txt",19,NA,NA,31.194,2022-07-19,1,NA,1.039,0.706,0.129,0.094,3.61,1.5325,3.61,NA,2022-07-19,311.94,0.0226325575431173,0.15325,1.5325,0.076625,7.37820706154239,4.22785640736396,44.1841359773371
"702","2331","3","L",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,0.193,0.102,0.037,3.6,0.9625,3.6,"Need to find areas!",2022-03-15,NA,NA,0.09625,0.9625,0.048125,2.91039106923967,NA,NA
"703","2331","3","L",0,17,575,"txt",25,NA,NA,5.561,2022-04-25,0,NA,0.171,0.099,0.053,0.029,2.31,0.8875,2.31,NA,2022-04-25,55.61,0.0178025534975724,0.08875,0.8875,0.044375,2.47449508855409,2.24732715200071,56.1717171717172
"704","2331","3","L",0,21,581,"txt",23,"b",NA,0.809,2022-05-23,0,"a",0.029,0.015,0.034,0.016,1.68,3.08,1.68,NA,2022-05-23,8.09,0.0185414091470952,0.308,3.08,0.154,29.8024045490142,0.0271454606513205,53.9333333333333
"705","2331","3","L",0,21,581,"txt",23,"b",NA,0.809,2022-05-23,0,"b",0.031,0.017,0.025,0.012,1.14,1.0675,1.14,NA,2022-05-23,8.09,0.0210135970333745,0.10675,1.0675,0.053375,3.58002154335233,0.225976293774605,47.5882352941176
"706","2331","3","L",0,21,580,"txt",23,"a",NA,0.789,2022-05-23,0,"a",0.029,0.015,0.034,0.016,1.68,3.08,1.68,NA,2022-05-23,7.89,0.0190114068441065,0.308,3.08,0.154,29.8024045490142,0.0264743738614238,52.6
"707","2331","3","L",0,21,580,"txt",23,"a",NA,0.789,2022-05-23,0,"b",0.031,0.017,0.025,0.012,1.14,1.0675,1.14,NA,2022-05-23,7.89,0.0215462610899873,0.10675,1.0675,0.053375,3.58002154335233,0.220389735214046,46.4117647058824
"708","2331","3","L",0,37,872,"csv",12,NA,NA,12.177,2022-09-12,0,NA,0.3055,0.2063,0.0501,0.0353,23.95,1.12,NA,NA,2022-09-12,121.77,0.0169417754783608,0.112,1.12,0.056,3.94081382466304,3.08997088971621,59.0256907416384
"709","2331","3","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.147,0.679,0.33,0.165,6.48,1.71,6.48,"Need to find areas!",2022-03-08,NA,NA,0.171,1.71,0.0855,9.18633107836191,NA,NA
"710","2331","3","L",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.048,0.642,0.206,0.111,4.83,1.4575,4.83,"Need to find areas!",2022-03-15,NA,NA,0.14575,1.4575,0.072875,6.67370490897488,NA,NA
"711","2331","3","L",1,13,570,"txt",30,NA,NA,35.225,2022-03-30,1,NA,1.136,0.659,0.156,0.088,4.87,1.2275,4.87,NA,2022-03-30,352.25,0.018708303761533,0.12275,1.2275,0.061375,4.73361436575051,7.44145958632926,53.4522003034901
"712","2331","3","L",1,17,576,"txt",25,NA,NA,36.262,2022-04-25,1,NA,1.22,0.78,0.239,0.156,5.38,1.89,5.38,NA,2022-04-25,362.62,0.0215101207876013,0.189,1.89,0.0945,11.2220831178881,3.23130738019558,46.4897435897436
"713","2331","3","L",1,21,582,"txt",23,NA,NA,33.231,2022-05-23,1,NA,1.548,0.92,0.466,0.257,7.75,2.27,7.75,NA,2022-05-23,332.31,0.0276849929282898,0.227,2.27,0.1135,16.1883127846828,2.05277723762804,36.120652173913
"714","2331","3","L",1,29,585,"txt",19,NA,NA,34.93,2022-07-19,1,NA,1.139,0.783,0.239,0.175,5.31,1.56,5.31,NA,2022-07-19,349.3,0.0224162610936158,0.156,1.56,0.078,7.64537988177612,4.56877232264949,44.610472541507
"715","2331","4","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716,0.956,0.288,0.141,4.95,1.5425,4.95,"Need to find areas!",2022-03-08,NA,NA,0.15425,1.5425,0.077125,7.47481103564028,NA,NA
"716","2331","5","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.105,0.584,0.246,0.125,4.23,1.5325,4.23,"Need to find areas!",2022-03-08,NA,NA,0.15325,1.5325,0.076625,7.37820706154239,NA,NA
"717","2331","6","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,0.366,0.164,0.082,4.53,1.33,4.53,"Need to find areas!",2022-03-08,NA,NA,0.133,1.33,0.0665,5.55716324493499,NA,NA
"718","2343","1","B",0,13,255,"txt",30,NA,NA,32.975,2022-03-30,0,NA,0.812,0.291,0.107,0.035,2.18,NA,2.18,NA,2022-03-30,329.75,0.0088248673237301,NA,NA,NA,NA,NA,113.316151202749
"719","2343","1","B",0,17,258,"txt",25,NA,NA,31.878,2022-04-25,0,NA,0.789,0.435,0.081,0.042,1.56,1.2825,1.56,NA,2022-04-25,318.78,0.0136457745153397,0.12825,1.2825,0.064125,5.16731123157858,6.16916585267528,73.2827586206897
"720","2343","1","B",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,0.89,0.304,0.149,4.2,1.77,4.2,NA,2022-05-23,NA,NA,0.177,1.77,0.0885,9.84229562443146,NA,NA
"721","2343","1","B",0,29,261,"txt",19,NA,NA,42.123,2022-07-19,0,NA,1.058,0.648,0.225,0.149,2.61,1.835,2.61,NA,2022-07-19,421.23,0.0153835196923296,0.1835,1.835,0.09175,10.5784493229839,3.98196358595574,65.0046296296296
"722","2343","1","B",0,37,716,"txt",12,NA,NA,14.461,2022-09-12,0,NA,0.3545,0.2033,0.1036,0.0597,17.41,1.12,1.741,NA,2022-09-12,144.61,0.0140585021782726,0.112,1.12,0.056,3.94081382466304,3.6695466072256,71.1313330054107
"723","2343","2","B",0,13,256,"txt",30,NA,NA,33.701,2022-03-30,0,NA,0.751,0.262,0.123,0.039,2.64,1.2125,2.64,NA,2022-03-30,337.01,0.00777425002225453,0.12125,1.2125,0.060625,4.61863207462912,7.29674922259449,128.629770992366
"724","2343","2","B",0,17,259,"txt",25,NA,NA,41.22,2022-04-25,0,NA,1.076,0.598,0.08,0.043,1.78,1.3225,1.78,NA,2022-04-25,412.2,0.0145075206210577,0.13225,1.3225,0.066125,5.49466518608263,7.50182196804377,68.9297658862876
"725","2343","2","B",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892,0.447,0.119,0.058,2.22,1.315,2.22,NA,2022-05-23,NA,NA,0.1315,1.315,0.06575,5.43252055640381,NA,NA
"726","2343","2","B",0,29,262,"txt",19,NA,NA,49.042,2022-07-19,0,NA,1.24,0.751,0.161,0.103,1.86,1.56,1.86,NA,2022-07-19,490.42,0.0153134048366706,0.156,1.56,0.078,7.64537988177612,6.41459296442532,65.3022636484687
"727","2343","2","B",0,37,717,"txt",12,NA,NA,21.371,2022-09-12,0,NA,0.5117,0.2935,0.0596,0.0352,10.48,0.9375,1.048,NA,2022-09-12,213.71,0.0137335641757522,0.09375,0.9375,0.046875,2.76116541819415,7.73984776833,72.8143100511073
"728","2343","3","B",0,13,257,"txt",30,NA,NA,33.193,2022-03-30,0,NA,0.782,0.277,0.071,0.022,1.99,1.145,1.99,NA,2022-03-30,331.93,0.00834513300997198,0.1145,1.145,0.05725,4.11870650867256,8.05908358124259,119.830324909747
"729","2343","3","B",0,17,260,"txt",25,NA,NA,36.887,2022-04-25,0,NA,0.954,0.527,0.116,0.062,1.98,1.275,1.98,NA,2022-04-25,368.87,0.0142868761352238,0.1275,1.275,0.06375,5.10705155749191,7.22275849083367,69.9943074003795
"730","2343","3","B",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.177,0.581,0.175,0.084,2.73,1.63,2.73,NA,2022-05-23,NA,NA,0.163,1.63,0.0815,8.34689752132272,NA,NA
"731","2343","3","B",0,29,263,"txt",19,NA,NA,35.318,2022-07-19,0,NA,0.91,0.565,0.156,0.102,1.92,1.405,1.92,NA,2022-07-19,353.18,0.0159975083526814,0.1405,1.405,0.07025,6.20158243800259,5.69499806752149,62.5097345132743
"732","2343","3","B",0,37,718,"txt",12,NA,NA,23.314,2022-09-12,0,NA,0.4973,0.299,0.068,0.036,17.96,0.9025,1.796,NA,2022-09-12,233.14,0.0128249120700009,0.09025,0.9025,0.045125,2.55884685130297,9.11113534916263,77.9732441471572
"733","2345","1","B",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666,0.358,0.044,0.023,1.19,1.2325,1.19,NA,2022-04-25,NA,NA,0.12325,1.2325,0.061625,4.77225595538966,NA,NA
"734","2345","1","L",0,11,NA,NA,NA,NA,NA,NA,NA,NA,"a",0.142,0.037,0.021,0.005,1.06,NA,1.06,"Need to find areas!",2022-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"735","2345","1","L",0,11,NA,NA,NA,NA,NA,NA,NA,NA,"b",0.237,0.131,0.033,0.017,1.23,0.97,1.23,"Need to find areas!",2022-03-15,NA,NA,0.097,0.97,0.0485,2.95592452776264,NA,NA
"736","2345","1","L",0,21,592,"txt",23,NA,NA,46.752,2022-05-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.52,NA,NA,NA,NA,NA,NA,NA
"737","2345","1","L",0,37,731,"txt",12,NA,NA,5.702,2022-09-12,0,NA,0.1644,0.0963,0.0669,0.0392,23.92,0.9175,2.392,NA,2022-09-12,57.02,0.0168888109435286,0.09175,0.9175,0.045875,2.64461233074597,2.15608160550005,59.2107995846314
"738","2345","1","L",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.701,1.512,0.835,0.442,12.22,2.135,12.22,"Need to find areas!",2022-03-08,NA,NA,0.2135,2.135,0.10675,14.3200861734093,NA,NA
