"","week","tree","time","plot","site","species","mpa_mean","lwc_mean","type","mean_swc_per_dry_g","mean_swc_g","lfm_y0_percent","lfm_y1_percent","lfm_both_percent","rwc_percent","lwm_g","ldm_g","area_cm2","lma_g_cm2","alas_cm2_per_mm2","leaf_count","sla_cm_g","lwa_g_cm2","date_wp"
"2770",17,2090,"pd","Low","PineNeedle","blue oak",1.1926,1.1330376940133,"stem",NA,NA,151.151761517615,103.972077475175,NA,NA,0.5719,0.276,19.848,0.0139056831922612,5.84117476051764,4,71.9130434782609,0.0157556632178391,2022-04-27
"2771",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"leaf",NA,NA,174.036307909938,95.2498240675581,NA,NA,1.3865,0.5515,32.952,0.016736465161447,6.73985879223185,12,59.7497733454216,0.0181440937352537,2022-04-27
"2772",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"leaf",NA,NA,174.036307909938,95.2498240675581,NA,NA,1.3417,0.5788,35.273,0.0164091514756329,9.49366700202265,8,60.941603317208,0.0177892511720868,2022-04-27
"2773",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"leaf",NA,NA,174.036307909938,95.2498240675581,NA,NA,1.953,1.1336,52.827,0.021458723758684,4.02086461879858,16,46.6010938602682,0.0232635201974045,2022-04-27
"2774",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"leaf",NA,NA,174.036307909938,95.2498240675581,NA,NA,0.5993,0.3538,18.312,0.0193206640454347,2.59061806035448,9,51.7580553985302,0.0209456379280871,2022-04-27
"2775",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"leaf",NA,NA,174.036307909938,95.2498240675581,NA,NA,0.3048,0.1806,9.483,0.0190446061372983,1.27692570324263,6,52.5083056478405,0.0206463620348046,2022-04-27
"2776",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"leaf",NA,NA,174.036307909938,95.2498240675581,NA,NA,0.7614,0.2798,20.93,0.0133683707596751,6.31038264545129,7,74.8034310221587,0.0144927241093841,2022-04-27
"2777",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"stem",NA,NA,135.732009925558,81.2212738017072,NA,NA,1.3865,0.5515,32.952,0.016736465161447,6.73985879223185,12,59.7497733454216,0.0248636375443719,2022-04-27
"2778",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"stem",NA,NA,135.732009925558,81.2212738017072,NA,NA,1.3417,0.5788,35.273,0.0164091514756329,9.49366700202265,8,60.941603317208,0.0243773814103024,2022-04-27
"2779",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"stem",NA,NA,135.732009925558,81.2212738017072,NA,NA,1.953,1.1336,52.827,0.021458723758684,4.02086461879858,16,46.6010938602682,0.0318790093698968,2022-04-27
"2780",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"stem",NA,NA,135.732009925558,81.2212738017072,NA,NA,0.5993,0.3538,18.312,0.0193206640454347,2.59061806035448,9,51.7580553985302,0.0287027148987734,2022-04-27
"2781",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"stem",NA,NA,135.732009925558,81.2212738017072,NA,NA,0.3048,0.1806,9.483,0.0190446061372983,1.27692570324263,6,52.5083056478405,0.0282926041792785,2022-04-27
"2782",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"stem",NA,NA,135.732009925558,81.2212738017072,NA,NA,0.7614,0.2798,20.93,0.0133683707596751,6.31038264545129,7,74.8034310221587,0.0198600075894762,2022-04-27
"2783",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"stem",NA,NA,161.646458200383,35.446381405177,NA,NA,1.3865,0.5515,32.952,0.016736465161447,6.73985879223185,12,59.7497733454216,0.0181440937352537,2022-04-27
"2784",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"stem",NA,NA,161.646458200383,35.446381405177,NA,NA,1.3417,0.5788,35.273,0.0164091514756329,9.49366700202265,8,60.941603317208,0.0177892511720868,2022-04-27
"2785",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"stem",NA,NA,161.646458200383,35.446381405177,NA,NA,1.953,1.1336,52.827,0.021458723758684,4.02086461879858,16,46.6010938602682,0.0232635201974045,2022-04-27
"2786",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"stem",NA,NA,161.646458200383,35.446381405177,NA,NA,0.5993,0.3538,18.312,0.0193206640454347,2.59061806035448,9,51.7580553985302,0.0209456379280871,2022-04-27
"2787",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"stem",NA,NA,161.646458200383,35.446381405177,NA,NA,0.3048,0.1806,9.483,0.0190446061372983,1.27692570324263,6,52.5083056478405,0.0206463620348046,2022-04-27
"2788",17,2091,"pd","Low","PineNeedle","live oak",0.5792,1.08410548823949,"stem",NA,NA,161.646458200383,35.446381405177,NA,NA,0.7614,0.2798,20.93,0.0133683707596751,6.31038264545129,7,74.8034310221587,0.0144927241093841,2022-04-27
"2789",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"leaf",NA,NA,119.520174482007,63.5711438820247,NA,NA,1.3865,0.5515,32.952,0.016736465161447,6.73985879223185,12,59.7497733454216,0.0248636375443719,2022-04-27
"2790",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"leaf",NA,NA,119.520174482007,63.5711438820247,NA,NA,1.3417,0.5788,35.273,0.0164091514756329,9.49366700202265,8,60.941603317208,0.0243773814103024,2022-04-27
"2791",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"leaf",NA,NA,119.520174482007,63.5711438820247,NA,NA,1.953,1.1336,52.827,0.021458723758684,4.02086461879858,16,46.6010938602682,0.0318790093698968,2022-04-27
"2792",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"leaf",NA,NA,119.520174482007,63.5711438820247,NA,NA,0.5993,0.3538,18.312,0.0193206640454347,2.59061806035448,9,51.7580553985302,0.0287027148987734,2022-04-27
"2793",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"leaf",NA,NA,119.520174482007,63.5711438820247,NA,NA,0.3048,0.1806,9.483,0.0190446061372983,1.27692570324263,6,52.5083056478405,0.0282926041792785,2022-04-27
"2794",17,2091,"md","Low","PineNeedle","live oak",2.02066666666667,1.48559670781893,"leaf",NA,NA,119.520174482007,63.5711438820247,NA,NA,0.7614,0.2798,20.93,0.0133683707596751,6.31038264545129,7,74.8034310221587,0.0198600075894762,2022-04-27
"2795",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"stem",NA,NA,116.101694915254,85.5704697986577,NA,NA,0.6115,0.2847,17.356,0.0164035492048859,13.4877597280417,11,60.9624165788549,0.0142430817486326,2022-04-27
"2796",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"stem",NA,NA,116.101694915254,85.5704697986577,NA,NA,0.9139,0.5666,25.24,0.0224484944532488,3.94264109226944,13,44.546417225556,0.0194918634764795,2022-04-27
"2797",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"stem",NA,NA,116.101694915254,85.5704697986577,NA,NA,0.363,0.2295,11.158,0.0205682021867718,3.13139078228635,7,48.6187363834423,0.0178592194597336,2022-04-27
"2798",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"stem",NA,NA,116.101694915254,85.5704697986577,NA,NA,0.5722,0.3595,15.64,0.0229859335038363,1.86230737027915,9,43.5048678720445,0.0199585178716237,2022-04-27
"2799",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"stem",NA,NA,116.101694915254,85.5704697986577,NA,NA,0.2313,0.1077,6.596,0.0163280776228017,3.58763212314628,11,61.2441968430826,0.01417755032614,2022-04-27
"2800",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"stem",NA,NA,121.90332326284,77.3364911641465,NA,NA,0.6115,0.2847,17.356,0.0164035492048859,13.4877597280417,11,60.9624165788549,NA,2022-04-27
"2801",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"stem",NA,NA,121.90332326284,77.3364911641465,NA,NA,0.9139,0.5666,25.24,0.0224484944532488,3.94264109226944,13,44.546417225556,NA,2022-04-27
"2802",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"stem",NA,NA,121.90332326284,77.3364911641465,NA,NA,0.363,0.2295,11.158,0.0205682021867718,3.13139078228635,7,48.6187363834423,NA,2022-04-27
"2803",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"stem",NA,NA,121.90332326284,77.3364911641465,NA,NA,0.5722,0.3595,15.64,0.0229859335038363,1.86230737027915,9,43.5048678720445,NA,2022-04-27
"2804",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"stem",NA,NA,121.90332326284,77.3364911641465,NA,NA,0.2313,0.1077,6.596,0.0163280776228017,3.58763212314628,11,61.2441968430826,NA,2022-04-27
"2805",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"leaf",NA,NA,131.619339984651,64.7726881646419,NA,NA,0.6115,0.2847,17.356,0.0164035492048859,13.4877597280417,11,60.9624165788549,NA,2022-04-27
"2806",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"leaf",NA,NA,131.619339984651,64.7726881646419,NA,NA,0.9139,0.5666,25.24,0.0224484944532488,3.94264109226944,13,44.546417225556,NA,2022-04-27
"2807",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"leaf",NA,NA,131.619339984651,64.7726881646419,NA,NA,0.363,0.2295,11.158,0.0205682021867718,3.13139078228635,7,48.6187363834423,NA,2022-04-27
"2808",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"leaf",NA,NA,131.619339984651,64.7726881646419,NA,NA,0.5722,0.3595,15.64,0.0229859335038363,1.86230737027915,9,43.5048678720445,NA,2022-04-27
"2809",17,2092,"md","Low","PineNeedle","live oak",2.1235,NA,"leaf",NA,NA,131.619339984651,64.7726881646419,NA,NA,0.2313,0.1077,6.596,0.0163280776228017,3.58763212314628,11,61.2441968430826,NA,2022-04-27
"2810",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"leaf",NA,NA,115.462868769074,58.659217877095,NA,NA,0.6115,0.2847,17.356,0.0164035492048859,13.4877597280417,11,60.9624165788549,0.0142430817486326,2022-04-27
"2811",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"leaf",NA,NA,115.462868769074,58.659217877095,NA,NA,0.9139,0.5666,25.24,0.0224484944532488,3.94264109226944,13,44.546417225556,0.0194918634764795,2022-04-27
"2812",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"leaf",NA,NA,115.462868769074,58.659217877095,NA,NA,0.363,0.2295,11.158,0.0205682021867718,3.13139078228635,7,48.6187363834423,0.0178592194597336,2022-04-27
"2813",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"leaf",NA,NA,115.462868769074,58.659217877095,NA,NA,0.5722,0.3595,15.64,0.0229859335038363,1.86230737027915,9,43.5048678720445,0.0199585178716237,2022-04-27
"2814",17,2092,"pd","Low","PineNeedle","live oak",1.261,0.86829268292683,"leaf",NA,NA,115.462868769074,58.659217877095,NA,NA,0.2313,0.1077,6.596,0.0163280776228017,3.58763212314628,11,61.2441968430826,0.01417755032614,2022-04-27
"2815",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"stem",NA,NA,136.996466431095,181.150734192388,NA,NA,1.5599,0.9791,50.251,0.0194841893693658,3.66186444692696,10,51.3236645899295,0.0307645095305775,2022-04-27
"2816",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"stem",NA,NA,136.996466431095,181.150734192388,NA,NA,0.7442,0.3929,21.734,0.0180776663292537,8.04196083006489,7,55.3168745227793,0.028543683677769,2022-04-27
"2817",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"stem",NA,NA,136.996466431095,181.150734192388,NA,NA,0.744,0.4617,25.76,0.0179231366459627,5.83927979354765,7,55.7938055014078,0.0282996894409937,2022-04-27
"2818",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"stem",NA,NA,136.996466431095,181.150734192388,NA,NA,0.2874,0.1862,8.279,0.0224906389660587,2.20792907558031,5,44.4629430719656,0.0355115352095663,2022-04-27
"2819",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"stem",NA,NA,136.996466431095,181.150734192388,NA,NA,1.5029,0.9266,47.303,0.019588609601928,4.24882498758273,10,51.0500755450032,0.0309293835819915,2022-04-27
"2820",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"stem",NA,NA,104.202483285578,83.7978780794821,NA,NA,1.5599,0.9791,50.251,0.0194841893693658,3.66186444692696,10,51.3236645899295,0.0184599171579815,2022-04-27
"2821",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"stem",NA,NA,104.202483285578,83.7978780794821,NA,NA,0.7442,0.3929,21.734,0.0180776663292537,8.04196083006489,7,55.3168745227793,0.0171273341949929,2022-04-27
"2822",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"stem",NA,NA,104.202483285578,83.7978780794821,NA,NA,0.744,0.4617,25.76,0.0179231366459627,5.83927979354765,7,55.7938055014078,0.0169809280449641,2022-04-27
"2823",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"stem",NA,NA,104.202483285578,83.7978780794821,NA,NA,0.2874,0.1862,8.279,0.0224906389660587,2.20792907558031,5,44.4629430719656,0.0213083194929463,2022-04-27
"2824",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"stem",NA,NA,104.202483285578,83.7978780794821,NA,NA,1.5029,0.9266,47.303,0.019588609601928,4.24882498758273,10,51.0500755450032,0.0185588480812124,2022-04-27
"2825",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"leaf",NA,NA,199.189909204589,72.2458446076537,NA,NA,1.5599,0.9791,50.251,0.0194841893693658,3.66186444692696,10,51.3236645899295,0.0184599171579815,2022-04-27
"2826",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"leaf",NA,NA,199.189909204589,72.2458446076537,NA,NA,0.7442,0.3929,21.734,0.0180776663292537,8.04196083006489,7,55.3168745227793,0.0171273341949929,2022-04-27
"2827",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"leaf",NA,NA,199.189909204589,72.2458446076537,NA,NA,0.744,0.4617,25.76,0.0179231366459627,5.83927979354765,7,55.7938055014078,0.0169809280449641,2022-04-27
"2828",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"leaf",NA,NA,199.189909204589,72.2458446076537,NA,NA,0.2874,0.1862,8.279,0.0224906389660587,2.20792907558031,5,44.4629430719656,0.0213083194929463,2022-04-27
"2829",17,2093,"pd","Low","PineNeedle","live oak",0.7785,0.947430596574129,"leaf",NA,NA,199.189909204589,72.2458446076537,NA,NA,1.5029,0.9266,47.303,0.019588609601928,4.24882498758273,10,51.0500755450032,0.0185588480812124,2022-04-27
"2830",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"leaf",NA,NA,147.522260936895,60.8852834847015,NA,NA,1.5599,0.9791,50.251,0.0194841893693658,3.66186444692696,10,51.3236645899295,0.0307645095305775,2022-04-27
"2831",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"leaf",NA,NA,147.522260936895,60.8852834847015,NA,NA,0.7442,0.3929,21.734,0.0180776663292537,8.04196083006489,7,55.3168745227793,0.028543683677769,2022-04-27
"2832",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"leaf",NA,NA,147.522260936895,60.8852834847015,NA,NA,0.744,0.4617,25.76,0.0179231366459627,5.83927979354765,7,55.7938055014078,0.0282996894409937,2022-04-27
"2833",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"leaf",NA,NA,147.522260936895,60.8852834847015,NA,NA,0.2874,0.1862,8.279,0.0224906389660587,2.20792907558031,5,44.4629430719656,0.0355115352095663,2022-04-27
"2834",17,2093,"md","Low","PineNeedle","live oak",1.87566666666667,1.57894736842105,"leaf",NA,NA,147.522260936895,60.8852834847015,NA,NA,1.5029,0.9266,47.303,0.019588609601928,4.24882498758273,10,51.0500755450032,0.0309293835819915,2022-04-27
"2835",17,2127,"pd",NA,NA,NA,NA,NA,"leaf",NA,NA,86.140870754502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",17,2127,"pd",NA,NA,NA,NA,NA,"stem",NA,NA,126.867947544983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",17,2301,"md","Hobbiton","LL","live oak",3.4964,0.629518636448773,"stem",NA,NA,NA,99.615975422427,NA,NA,2.043,1.277,66.467,0.0192125415619781,10.2743037817519,9,52.0493343774471,0.0120946529668118,2022-04-25
"2838",17,2301,"md","Hobbiton","LL","live oak",3.4964,0.629518636448773,"stem",NA,NA,NA,99.615975422427,NA,NA,2.717,1.666,79.211,0.0210324323641918,8.35191367552545,10,47.5456182472989,0.0132403081431071,2022-04-25
"2839",17,2301,"md","Hobbiton","LL","live oak",3.4964,0.629518636448773,"leaf",NA,NA,NA,72.4340261560019,NA,NA,2.043,1.277,66.467,0.0192125415619781,10.2743037817519,9,52.0493343774471,0.0120946529668118,2022-04-25
"2840",17,2301,"md","Hobbiton","LL","live oak",3.4964,0.629518636448773,"leaf",NA,NA,NA,72.4340261560019,NA,NA,2.717,1.666,79.211,0.0210324323641918,8.35191367552545,10,47.5456182472989,0.0132403081431071,2022-04-25
"2841",17,2301,"pd","Hobbiton","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.043,1.277,66.467,0.0192125415619781,10.2743037817519,9,52.0493343774471,NA,NA
"2842",17,2301,"pd","Hobbiton","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.717,1.666,79.211,0.0210324323641918,8.35191367552545,10,47.5456182472989,NA,NA
"2843",17,2327,"md",NA,NA,"blue oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",17,2327,"pd",NA,NA,"blue oak",1.235,0.944149876281372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25
"2845",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"stem",NA,NA,NA,68.8470432771721,NA,NA,1.22,0.78,36.262,0.0215101207876013,3.23130738019558,7,46.4897435897436,0.0130977468162127,2022-04-25
"2846",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"stem",NA,NA,NA,68.8470432771721,NA,NA,0.749,0.497,17.301,0.028726663198659,2.44759081816256,4,34.8108651911469,0.0174919780863122,2022-04-25
"2847",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"stem",NA,NA,NA,68.8470432771721,NA,NA,0.171,0.099,5.561,0.0178025534975724,2.24732715200071,3,56.1717171717172,0.0108401687138683,2022-04-25
"2848",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"stem",NA,NA,NA,68.8470432771721,NA,NA,0.283,0.165,8.493,0.0194277640409749,2.28587627500293,6,51.4727272727273,0.011829777114059,2022-04-25
"2849",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"stem",NA,NA,NA,68.8470432771721,NA,NA,1.776,1.144,56.943,0.0200902657043008,5.21114069646547,9,49.7753496503497,0.0122331815922228,2022-04-25
"2850",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"stem",NA,NA,NA,68.8470432771721,NA,NA,0.344,0.192,10.457,0.0183609065697619,3.41336732428665,4,54.4635416666667,0.0111801559805976,2022-04-25
"2851",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"leaf",NA,NA,NA,45.1005025125628,NA,NA,1.22,0.78,36.262,0.0215101207876013,3.23130738019558,7,46.4897435897436,0.0130977468162127,2022-04-25
"2852",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"leaf",NA,NA,NA,45.1005025125628,NA,NA,0.749,0.497,17.301,0.028726663198659,2.44759081816256,4,34.8108651911469,0.0174919780863122,2022-04-25
"2853",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"leaf",NA,NA,NA,45.1005025125628,NA,NA,0.171,0.099,5.561,0.0178025534975724,2.24732715200071,3,56.1717171717172,0.0108401687138683,2022-04-25
"2854",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"leaf",NA,NA,NA,45.1005025125628,NA,NA,0.283,0.165,8.493,0.0194277640409749,2.28587627500293,6,51.4727272727273,0.011829777114059,2022-04-25
"2855",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"leaf",NA,NA,NA,45.1005025125628,NA,NA,1.776,1.144,56.943,0.0200902657043008,5.21114069646547,9,49.7753496503497,0.0122331815922228,2022-04-25
"2856",17,2331,"md","Ridge","LL","live oak",2.99033333333333,0.608910891089109,"leaf",NA,NA,NA,45.1005025125628,NA,NA,0.344,0.192,10.457,0.0183609065697619,3.41336732428665,4,54.4635416666667,0.0111801559805976,2022-04-25
"2857",17,2331,"pd","Ridge","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,0.78,36.262,0.0215101207876013,3.23130738019558,7,46.4897435897436,NA,NA
"2858",17,2331,"pd","Ridge","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749,0.497,17.301,0.028726663198659,2.44759081816256,4,34.8108651911469,NA,NA
"2859",17,2331,"pd","Ridge","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,0.099,5.561,0.0178025534975724,2.24732715200071,3,56.1717171717172,NA,NA
"2860",17,2331,"pd","Ridge","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,0.165,8.493,0.0194277640409749,2.28587627500293,6,51.4727272727273,NA,NA
"2861",17,2331,"pd","Ridge","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.776,1.144,56.943,0.0200902657043008,5.21114069646547,9,49.7753496503497,NA,NA
"2862",17,2331,"pd","Ridge","LL","live oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,0.192,10.457,0.0183609065697619,3.41336732428665,4,54.4635416666667,NA,NA
"2863",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"leaf",NA,NA,105.282634142658,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0136249338152139,2022-04-25
"2864",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"leaf",NA,NA,105.282634142658,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0134177125680619,2022-04-25
"2865",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"leaf",NA,NA,105.282634142658,NA,NA,NA,0.789,0.435,31.878,0.0136457745153397,6.16916585267528,6,73.2827586206897,0.0128156133280947,2022-04-25
"2866",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"stem",NA,NA,171.593533487298,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0136249338152139,2022-04-25
"2867",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"stem",NA,NA,171.593533487298,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0134177125680619,2022-04-25
"2868",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"stem",NA,NA,171.593533487298,NA,NA,NA,0.789,0.435,31.878,0.0136457745153397,6.16916585267528,6,73.2827586206897,0.0128156133280947,2022-04-25
"2869",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"stem",NA,NA,171.593533487298,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0136249338152139,2022-04-27
"2870",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"stem",NA,NA,171.593533487298,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0134177125680619,2022-04-27
"2871",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"stem",NA,NA,171.593533487298,NA,NA,NA,0.789,0.435,31.878,0.0136457745153397,6.16916585267528,6,73.2827586206897,0.0128156133280947,2022-04-27
"2872",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"stem",NA,NA,-50.208986415883,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0124982884278211,2022-04-27
"2873",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"stem",NA,NA,-50.208986415883,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0123082022996679,2022-04-27
"2874",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"stem",NA,NA,-50.208986415883,NA,NA,NA,0.789,0.435,31.878,0.0136457745153397,6.16916585267528,6,73.2827586206897,0.0117558906286285,2022-04-27
"2875",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"stem",NA,NA,-50.208986415883,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0124982884278211,2022-04-25
"2876",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"stem",NA,NA,-50.208986415883,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0123082022996679,2022-04-25
"2877",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"stem",NA,NA,-50.208986415883,NA,NA,NA,0.789,0.435,31.878,0.0136457745153397,6.16916585267528,6,73.2827586206897,0.0117558906286285,2022-04-25
"2878",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"leaf",NA,NA,105.282634142658,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0136249338152139,2022-04-27
"2879",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"leaf",NA,NA,105.282634142658,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0134177125680619,2022-04-27
"2880",17,2343,"pd","Hobbiton","LL","blue oak",1.15466666666667,0.939163498098859,"leaf",NA,NA,105.282634142658,NA,NA,NA,0.789,0.435,31.878,0.0136457745153397,6.16916585267528,6,73.2827586206897,0.0128156133280947,2022-04-27
"2881",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"leaf",NA,NA,102.001912655403,NA,NA,NA,1.076,0.598,41.22,0.0145075206210577,7.50182196804377,7,68.9297658862876,0.0124982884278211,2022-04-25
"2882",17,2343,"md","Hobbiton","LL","blue oak",2.6195,0.86150409530901,"leaf",NA,NA,102.001912655403,NA,NA,NA,0.954,0.527,36.887,0.0142868761352238,7.22275849083367,7,69.9943074003795,0.0123082022996679,2022-04-25
