"","branch","year","file","date_new","week","day","tree_id","notes_leaf_area","area_cm2","species","date_leaf_area","year_leaf_area","sub_branch"
"580","3","0","txt",2022-05-23,21,23,"2331","a",0.789,"L",2022-05-23,"0",NA
"581","3","0","txt",2022-05-23,21,23,"2331","b",0.809,"L",2022-05-23,"0",NA
"582","3","1","txt",2022-05-23,21,23,"2331",NA,33.231,"L",2022-05-23,"1",NA
"583","1","1","txt",2022-07-19,29,19,"2331",NA,66.259,"L",2022-07-19,"1",NA
"584","2","1","txt",2022-07-19,29,19,"2331",NA,31.194,"L",2022-07-19,"1",NA
"585","3","1","txt",2022-07-19,29,19,"2331",NA,34.93,"L",2022-07-19,"1",NA
"586","1","1","txt",2022-03-30,13,30,"2345",NA,51.089,"L",2022-03-30,"1",NA
"587","2","1","txt",2022-03-30,13,30,"2345",NA,73.656,"L",2022-03-30,"1",NA
"588","3","1","txt",2022-03-30,13,30,"2345",NA,71.16,"L",2022-03-30,"1",NA
"589","1","1","txt",2022-04-25,17,25,"2345",NA,52.817,"L",2022-04-25,"1",NA
"590","2","1","txt",2022-04-25,17,25,"2345",NA,36.636,"L",2022-04-25,"1",NA
"591","3","1","txt",2022-04-25,17,25,"2345",NA,36.159,"L",2022-04-25,"1",NA
"592","1","0","txt",2022-05-23,21,23,"2345",NA,46.752,"L",2022-05-23,"0",NA
"593","2","0","txt",2022-05-23,21,23,"2345",NA,64.603,"L",2022-05-23,"0",NA
"594","3","0","txt",2022-05-23,21,23,"2345",NA,46.614,"L",2022-05-23,"0",NA
"595","1","1","txt",2022-07-19,29,19,"2345",NA,28.64,"L",2022-07-19,"1",NA
"596","2","1","txt",2022-07-19,29,19,"2345",NA,39.268,"L",2022-07-19,"1",NA
"597","3","1","txt",2022-07-19,29,19,"2345",NA,34.648,"L",2022-07-19,"1",NA
"598","1","0","txt",2022-03-30,13,30,"2352",NA,19.715,"L",2022-03-30,"0",NA
"599","2","0","txt",2022-03-30,13,30,"2352",NA,11.68,"L",2022-03-30,"0",NA
"600","2","1","txt",2022-03-30,13,30,"2352",NA,26.921,"L",2022-03-30,"1",NA
"601","3","1","txt",2022-03-30,13,30,"2352",NA,35.537,"L",2022-03-30,"1",NA
"602","1","1","txt",2022-04-25,17,25,"2352",NA,36.832,"L",2022-04-25,"1",NA
"603","2","1","txt",2022-04-25,17,25,"2352",NA,3.9,"L",2022-04-25,"1",NA
"604","3","1","txt",2022-04-25,17,25,"2352",NA,19.43,"L",2022-04-25,"1",NA
"605","1","1","txt",2022-05-23,21,23,"2352",NA,45.4,"L",2022-05-23,"1",NA
"606","2","1","txt",2022-05-23,21,23,"2352",NA,51.204,"L",2022-05-23,"1",NA
"607","3","1","txt",2022-05-23,21,23,"2352",NA,57.762,"L",2022-05-23,"1",NA
"608","1","0","txt",2022-07-19,29,19,"2352",NA,27.004,"L",2022-07-19,"0",NA
"609","1","1","txt",2022-07-19,29,19,"2352",NA,4.451,"L",2022-07-19,"1",NA
"610","2","0","txt",2022-07-19,29,19,"2352",NA,12.767,"L",2022-07-19,"0",NA
"611","2","1","txt",2022-07-19,29,19,"2352",NA,15.256,"L",2022-07-19,"1",NA
"612","3","0","txt",2022-07-19,29,19,"2352",NA,9.276,"L",2022-07-19,"0",NA
"613","3","1","txt",2022-07-19,29,19,"2352",NA,15.088,"L",2022-07-19,"1",NA
"614","4","0","txt",2022-07-19,29,19,"2352",NA,9.905,"L",2022-07-19,"0",NA
"615","5","0","txt",2022-07-19,29,19,"2352",NA,7.584,"L",2022-07-19,"0",NA
"616","6","0","txt",2022-07-19,29,19,"2352",NA,10.351,"L",2022-07-19,"0",NA
"617","1","1","txt",2022-03-30,13,30,"2354",NA,69.378,"L",2022-03-30,"1",NA
"618","2","1","txt",2022-03-30,13,30,"2354",NA,71.866,"L",2022-03-30,"1",NA
"619","3","0","txt",2022-03-30,13,30,"2354",NA,7.25,"L",2022-03-30,"0",NA
"620","3","1","txt",2022-03-30,13,30,"2354",NA,96.421,"L",2022-03-30,"1",NA
"621","1","0","txt",2022-04-25,17,25,"2354",NA,31.795,"L",2022-04-25,"0",NA
"622","1","1","txt",2022-04-25,17,25,"2354",NA,12.629,"L",2022-04-25,"1",NA
"623","2","0","txt",2022-04-25,17,25,"2354",NA,34.469,"L",2022-04-25,"0",NA
"624","2","1","txt",2022-04-25,17,25,"2354",NA,9.772,"L",2022-04-25,"1",NA
"625","3","0","txt",2022-04-25,17,25,"2354",NA,36.296,"L",2022-04-25,"0",NA
"626","3","1","txt",2022-04-25,17,25,"2354",NA,9.419,"L",2022-04-25,"1",NA
"627","1","1","txt",2022-05-23,21,23,"2354",NA,97.439,"L",2022-05-23,"1",NA
"628","2","1","txt",2022-05-23,21,23,"2354",NA,52.138,"L",2022-05-23,"1",NA
"629","3","1","txt",2022-05-23,21,23,"2354",NA,90.826,"L",2022-05-23,"1",NA
"630","1","1","txt",2022-07-19,29,19,"2354",NA,54.184,"L",2022-07-19,"1",NA
"631","2","1","txt",2022-07-19,29,19,"2354",NA,29.954,"L",2022-07-19,"1",NA
"632","3","1","txt",2022-07-19,29,19,"2354",NA,44.634,"L",2022-07-19,"1",NA
"633","1","1","txt",2022-03-30,13,30,"2376",NA,126.302,"L",2022-03-30,"1",NA
"634","2","1","txt",2022-03-30,13,30,"2376",NA,61.926,"L",2022-03-30,"1",NA
"635","3","1","txt",2022-03-30,13,30,"2376",NA,64.683,"L",2022-03-30,"1",NA
"636","1","1","txt",2022-04-25,17,25,"2376",NA,43.763,"L",2022-04-25,"1",NA
"637","2","1","txt",2022-04-25,17,25,"2376",NA,64.41,"L",2022-04-25,"1",NA
"638","3","1","txt",2022-04-25,17,25,"2376",NA,69.201,"L",2022-04-25,"1",NA
"639","1","1","txt",2022-07-19,29,19,"2376",NA,38.433,"L",2022-07-19,"1",NA
"640","2","1","txt",2022-07-19,29,19,"2376",NA,30.048,"L",2022-07-19,"1",NA
"641","3","1","txt",2022-07-19,29,19,"2376",NA,28.976,"L",2022-07-19,"1",NA
"642","1","0","txt",2022-03-30,13,30,"2377",NA,56.487,"L",2022-03-30,"0",NA
"643","1","1","txt",2022-03-30,13,30,"2377",NA,36.581,"L",2022-03-30,"1",NA
"644","2","0","txt",2022-03-30,13,30,"2377",NA,68.703,"L",2022-03-30,"0",NA
"645","2","1","txt",2022-03-30,13,30,"2377",NA,35.658,"L",2022-03-30,"1",NA
"646","3","1","txt",2022-03-30,13,30,"2377",NA,62.759,"L",2022-03-30,"1",NA
"647","1","0","txt",2022-04-25,17,25,"2377",NA,20.167,"L",2022-04-25,"0",NA
"648","1","1","txt",2022-04-25,17,25,"2377",NA,2.644,"L",2022-04-25,"1",NA
"649","2","0","txt",2022-04-25,17,25,"2377",NA,15.999,"L",2022-04-25,"0",NA
"650","2","1","txt",2022-04-25,17,25,"2377",NA,7.443,"L",2022-04-25,"1",NA
"651","3","0","txt",2022-04-25,17,25,"2377",NA,35.616,"L",2022-04-25,"0",NA
"652","3","1","txt",2022-04-25,17,25,"2377",NA,11.132,"L",2022-04-25,"1",NA
"653","1","1","txt",2022-05-23,21,23,"2377",NA,18.43,"L",2022-05-23,"1",NA
"654","2","1","txt",2022-05-23,21,23,"2377",NA,23.932,"L",2022-05-23,"1",NA
"655","3","1","txt",2022-05-23,21,23,"2377",NA,9.269,"L",2022-05-23,"1",NA
"656","1","0","txt",2022-03-30,13,30,"2380",NA,11.283,"L",2022-03-30,"0",NA
"657","1","1","txt",2022-03-30,13,30,"2380",NA,13.987,"L",2022-03-30,"1",NA
"658","2","0","txt",2022-03-30,13,30,"2380",NA,41.387,"L",2022-03-30,"0",NA
"659","2","1","txt",2022-03-30,13,30,"2380",NA,43.65,"L",2022-03-30,"1",NA
"660","3","1","txt",2022-03-30,13,30,"2380",NA,19.808,"L",2022-03-30,"1",NA
"661","1","0","txt",2022-04-25,17,25,"2380",NA,10.97,"L",2022-04-25,"0",NA
"662","1","1","txt",2022-04-25,17,25,"2380",NA,54.74,"L",2022-04-25,"1",NA
"663","2","1","txt",2022-04-25,17,25,"2380",NA,46.475,"L",2022-04-25,"1",NA
"664","3","1","txt",2022-04-25,17,25,"2380",NA,47.048,"L",2022-04-25,"1",NA
"665","1","1","txt",2022-05-23,21,23,"2380",NA,44.576,"L",2022-05-23,"1",NA
"666","2","1","txt",2022-05-23,21,23,"2380",NA,54.553,"L",2022-05-23,"1",NA
"667","3","1","txt",2022-05-23,21,23,"2380",NA,40.643,"L",2022-05-23,"1",NA
"668","1","0","txt",2022-07-19,29,19,"2380",NA,24.716,"L",2022-07-19,"0",NA
"669","1","1","txt",2022-07-19,29,19,"2380",NA,16.13,"L",2022-07-19,"1",NA
"670","2","0","txt",2022-07-19,29,19,"2380",NA,43.34,"L",2022-07-19,"0",NA
"671","3","0","txt",2022-07-19,29,19,"2380",NA,20.819,"L",2022-07-19,"0",NA
"672","1","0","txt",2022-07-19,29,19,"2393",NA,25.216,"L",2022-07-19,"0",NA
"673","1","1","txt",2022-07-19,29,19,"2393",NA,53.78,"L",2022-07-19,"1",NA
"674","2","1","txt",2022-07-19,29,19,"2393",NA,58.694,"L",2022-07-19,"1",NA
"675","3","1","txt",2022-07-19,29,19,"2393",NA,83.246,"L",2022-07-19,"1",NA
"676","7","0","txt",2022-09-12,37,12,"2011",NA,13.668,"B",2022-09-12,"0",NA
"677","1","0","txt",2022-10-05,40,5,"2040",NA,3.768,"B",2022-10-05,"0",NA
"678","2","0","txt",2022-10-05,40,5,"2040",NA,15.525,"B",2022-10-05,"0",NA
"679","3","0","txt",2022-10-05,40,5,"2040",NA,3.14,"B",2022-10-05,"0",NA
"680","1","0","txt",2022-10-05,40,5,"2041",NA,6.293,"B",2022-10-05,"0",NA
"681","2","0","txt",2022-10-05,40,5,"2041",NA,15.384,"B",2022-10-05,"0",NA
"682","3","0","txt",2022-10-05,40,5,"2041",NA,5.314,"B",2022-10-05,"0",NA
"683","1","0","txt",2022-10-05,40,5,"2042",NA,13.407,"B",2022-10-05,"0",NA
"684","2","0","txt",2022-10-05,40,5,"2042",NA,22.908,"B",2022-10-05,"0",NA
"685","3","0","txt",2022-10-05,40,5,"2042",NA,9.481,"B",2022-10-05,"0",NA
"686","1","0","txt",2022-10-05,40,5,"2043",NA,24.663,"B",2022-10-05,"0",NA
"687","2","0","txt",2022-10-05,40,5,"2043",NA,10.296,"B",2022-10-05,"0",NA
"688","3","0","txt",2022-10-05,40,5,"2043",NA,21.522,"B",2022-10-05,"0",NA
"689","1","0","txt",2022-10-05,40,5,"2044",NA,9.205,"B",2022-10-05,"0",NA
"690","2","0","txt",2022-10-05,40,5,"2044",NA,9.846,"B",2022-10-05,"0",NA
"691","3","0","txt",2022-10-05,40,5,"2044",NA,11.323,"B",2022-10-05,"0",NA
"692","1","0","txt",2022-10-05,40,5,"2045",NA,24.118,"B",2022-10-05,"0",NA
"693","2","0","txt",2022-10-05,40,5,"2045",NA,8.234,"B",2022-10-05,"0",NA
"694","3","0","txt",2022-10-05,40,5,"2045",NA,13.449,"B",2022-10-05,"0",NA
"695","1","0","txt",2022-10-05,40,5,"2046",NA,15.863,"B",2022-10-05,"0",NA
"696","2","0","txt",2022-10-05,40,5,"2046",NA,29.059,"B",2022-10-05,"0",NA
"697","3","0","txt",2022-10-05,40,5,"2046",NA,31.472,"B",2022-10-05,"0",NA
"698","1","0","txt",2022-10-05,40,5,"2047",NA,15.804,"B",2022-10-05,"0",NA
"699","2","0","txt",2022-10-05,40,5,"2047",NA,6.227,"B",2022-10-05,"0",NA
"700","3","0","txt",2022-10-05,40,5,"2047",NA,7.864,"B",2022-10-05,"0",NA
"701","1","0","txt",2022-10-05,40,5,"2048",NA,7.056,"B",2022-10-05,"0",NA
"702","2","0","txt",2022-10-05,40,5,"2048",NA,5.563,"B",2022-10-05,"0",NA
"703","3","0","txt",2022-10-05,40,5,"2048",NA,10.301,"B",2022-10-05,"0",NA
"704","1","0","txt",2022-10-05,40,5,"2049",NA,28.675,"B",2022-10-05,"0",NA
"705","2","0","txt",2022-10-05,40,5,"2049",NA,21.883,"B",2022-10-05,"0",NA
"706","3","0","txt",2022-10-05,40,5,"2049",NA,5.722,"B",2022-10-05,"0",NA
"707","1","0","txt",2022-10-05,40,5,"2050",NA,19.157,"B",2022-10-05,"0",NA
"708","2","0","txt",2022-10-05,40,5,"2050",NA,24.859,"B",2022-10-05,"0",NA
"709","3","0","txt",2022-10-05,40,5,"2050",NA,40.298,"B",2022-10-05,"0",NA
"710","1","0","txt",2022-10-05,40,5,"2051",NA,17.163,"B",2022-10-05,"0",NA
"711","2","0","txt",2022-10-05,40,5,"2051",NA,22.544,"B",2022-10-05,"0",NA
"712","3","0","txt",2022-10-05,40,5,"2051",NA,40.914,"B",2022-10-05,"0",NA
"713","1","0","txt",2022-10-05,40,5,"2052",NA,18.15,"B",2022-10-05,"0",NA
"714","2","0","txt",2022-10-05,40,5,"2052",NA,24.104,"B",2022-10-05,"0",NA
"715","3","0","txt",2022-10-05,40,5,"2052",NA,26.549,"B",2022-10-05,"0",NA
"716","1","0","txt",2022-09-12,37,12,"2343",NA,14.461,"B",2022-09-12,"0",NA
"717","2","0","txt",2022-09-12,37,12,"2343",NA,21.371,"B",2022-09-12,"0",NA
"718","3","0","txt",2022-09-12,37,12,"2343",NA,23.314,"B",2022-09-12,"0",NA
"719","3","0","txt",2022-09-12,37,12,"2345",NA,29.041,"B",2022-09-12,"0",NA
"720","1","0","txt",2022-09-12,37,12,"2346",NA,26.284,"B",2022-09-12,"0",NA
"721","2","0","txt",2022-09-12,37,12,"2346",NA,18.072,"B",2022-09-12,"0",NA
"722","3","0","txt",2022-09-12,37,12,"2346",NA,19.517,"B",2022-09-12,"0",NA
"723","7","0","txt",2022-09-12,37,12,"2347",NA,15.486,"B",2022-09-12,"0",NA
"724","6","0","txt",2022-09-12,37,12,"2370",NA,6.814,"B",2022-09-12,"0",NA
"725","7","0","txt",2022-09-12,37,12,"2370",NA,11.738,"B",2022-09-12,"0",NA
"726","8","0","txt",2022-09-12,37,12,"2370",NA,5.651,"B",2022-09-12,"0",NA
"727","7","0","txt",2022-09-12,37,12,"2372",NA,12.443,"B",2022-09-12,"0",NA
"728","7","0","txt",2022-09-12,37,12,"2375",NA,11.759,"B",2022-09-12,"0",NA
"729","7","0","txt",2022-09-12,37,12,"2378",NA,45.138,"B",2022-09-12,"0",NA
"730","7","0","txt",2022-09-12,37,12,"2009",NA,30.664,"L",2022-09-12,"0",NA
"731","1","0","txt",2022-09-12,37,12,"2345",NA,5.702,"L",2022-09-12,"0",NA
"732","2","0","txt",2022-09-12,37,12,"2345",NA,37.995,"L",2022-09-12,"0",NA
"733","2","0","txt",2022-09-12,37,12,"2352",NA,12.657,"L",2022-09-12,"0",NA
"734","3","0","txt",2022-09-12,37,12,"2352",NA,3.436,"L",2022-09-12,"0",NA
"735","7","0","txt",2022-09-12,37,12,"2365","FUNKYBAGLABLE",43.177,"L",2022-09-12,"0",NA
"736","7","0","txt",2022-09-12,37,12,"2369",NA,18.165,"L",2022-09-12,"0",NA
"737","1","0","csv",2022-09-12,37,12,"1478",NA,18.128,"B",2022-09-12,"0",NA
"738","2","0","csv",2022-09-12,37,12,"1478",NA,32.528,"B",2022-09-12,"0",NA
"739","3","0","csv",2022-09-12,37,12,"1478",NA,43.333,"B",2022-09-12,"0",NA
"740","1","0","csv",2022-09-12,37,12,"2004",NA,13.311,"B",2022-09-12,"0",NA
"741","2","0","csv",2022-09-12,37,12,"2004",NA,23.251,"B",2022-09-12,"0",NA
"742","3","0","csv",2022-09-12,37,12,"2004",NA,23.236,"B",2022-09-12,"0",NA
"743","1","0","csv",2022-09-12,37,12,"2005",NA,25.994,"B",2022-09-12,"0",NA
"744","2","0","csv",2022-09-12,37,12,"2005",NA,34.285,"B",2022-09-12,"0",NA
"745","3","0","csv",2022-09-12,37,12,"2005",NA,52.334,"B",2022-09-12,"0",NA
"746","1","0","csv",2022-09-12,37,12,"2006",NA,13.628,"B",2022-09-12,"0",NA
"747","2","0","csv",2022-09-12,37,12,"2006",NA,5.978,"B",2022-09-12,"0",NA
"748","3","0","csv",2022-09-12,37,12,"2006",NA,5.568,"B",2022-09-12,"0",NA
"749","1","0","csv",2022-09-12,37,12,"2007",NA,6.725,"B",2022-09-12,"0",NA
"750","2","0","csv",2022-09-12,37,12,"2007",NA,15.278,"B",2022-09-12,"0",NA
"751","3","0","csv",2022-09-12,37,12,"2007",NA,9.234,"B",2022-09-12,"0",NA
"752","1","0","csv",2022-09-12,37,12,"2010",NA,18.253,"B",2022-09-12,"0",NA
"753","2","0","csv",2022-09-12,37,12,"2010",NA,32.619,"B",2022-09-12,"0",NA
"754","3","0","csv",2022-09-12,37,12,"2010",NA,11.86,"B",2022-09-12,"0",NA
"755","1","0","csv",2022-09-12,37,12,"2011",NA,25.013,"B",2022-09-12,"0",NA
"756","2","0","csv",2022-09-12,37,12,"2011",NA,31.633,"B",2022-09-12,"0",NA
"757","1","0","csv",2022-09-12,37,12,"2012",NA,4.153,"B",2022-09-12,"0",NA
"758","2","0","csv",2022-09-12,37,12,"2012",NA,16.17,"B",2022-09-12,"0",NA
"759","3","0","csv",2022-09-12,37,12,"2012",NA,10.73,"B",2022-09-12,"0",NA
"760","1","0","csv",2022-09-12,37,12,"2013",NA,23.469,"B",2022-09-12,"0",NA
"761","2","0","csv",2022-09-12,37,12,"2013",NA,19.706,"B",2022-09-12,"0",NA
"762","3","0","csv",2022-09-12,37,12,"2013",NA,16.88,"B",2022-09-12,"0",NA
"763","1","0","csv",2022-09-12,37,12,"2015",NA,11.961,"B",2022-09-12,"0",NA
"764","2","0","csv",2022-09-12,37,12,"2015",NA,21.266,"B",2022-09-12,"0",NA
"765","3","0","csv",2022-09-12,37,12,"2015",NA,14.822,"B",2022-09-12,"0",NA
"766","1","0","csv",2022-09-12,37,12,"2020",NA,11.444,"B",2022-09-12,"0",NA
"767","1","0","csv",2022-09-12,37,12,"2022",NA,33.93,"B",2022-09-12,"0",NA
"768","1","0","csv",2022-09-12,37,12,"2024",NA,30.745,"B",2022-09-12,"0",NA
"769","1","0","csv",2022-09-12,37,12,"2025",NA,16.851,"B",2022-09-12,"0",NA
"770","2","0","csv",2022-09-12,37,12,"2025",NA,6.981,"B",2022-09-12,"0",NA
"771","3","0","csv",2022-09-12,37,12,"2025",NA,7.312,"B",2022-09-12,"0",NA
"772","2","0","csv",2022-09-12,37,12,"2026",NA,15.829,"B",2022-09-12,"0",NA
"773","3","0","csv",2022-09-12,37,12,"2026",NA,6.778,"B",2022-09-12,"0",NA
"774","1","0","csv",2022-09-12,37,12,"2027",NA,8.833,"B",2022-09-12,"0",NA
"775","1","0","csv",2022-09-12,37,12,"2027",NA,16.647,"B",2022-09-12,"0",NA
"776","2","0","csv",2022-09-12,37,12,"2027",NA,9.583,"B",2022-09-12,"0",NA
"777","1","0","csv",2022-09-12,37,12,"2028",NA,37.344,"B",2022-09-12,"0",NA
"778","2","0","csv",2022-09-12,37,12,"2028",NA,17.167,"B",2022-09-12,"0",NA
"779","3","0","csv",2022-09-12,37,12,"2028",NA,9.318,"B",2022-09-12,"0",NA
"780","1","0","csv",2022-09-12,37,12,"2028",NA,23.729,"B",2022-09-12,"0",NA
"781","1","0","csv",2022-09-12,37,12,"2031","1",1.691,"B",2022-09-12,"0",NA
"782","1","0","csv",2022-09-12,37,12,"2031",NA,10.883,"B",2022-09-12,"0",NA
"783","2","0","csv",2022-09-12,37,12,"2031",NA,1.789,"B",2022-09-12,"0",NA
"784","3","0","csv",2022-09-12,37,12,"2031",NA,14.006,"B",2022-09-12,"0",NA
"785","1","0","csv",2022-09-12,37,12,"2085",NA,63.547,"B",2022-09-12,"0",NA
"786","2","0","csv",2022-09-12,37,12,"2085",NA,12.415,"B",2022-09-12,"0",NA
"787","3","0","csv",2022-09-12,37,12,"2085",NA,33.523,"B",2022-09-12,"0",NA
"788","1","0","csv",2022-09-12,37,12,"2086",NA,26.941,"B",2022-09-12,"0",NA
"789","2","0","csv",2022-09-12,37,12,"2086",NA,35.136,"B",2022-09-12,"0",NA
"790","3","0","csv",2022-09-12,37,12,"2086",NA,37.309,"B",2022-09-12,"0",NA
"791","1","0","csv",2022-09-12,37,12,"2087",NA,74.941,"B",2022-09-12,"0",NA
"792","2","0","csv",2022-09-12,37,12,"2087",NA,49.38,"B",2022-09-12,"0",NA
"793","3","0","csv",2022-09-12,37,12,"2087",NA,65.415,"B",2022-09-12,"0",NA
"794","1","0","csv",2022-09-12,37,12,"2088",NA,17.169,"B",2022-09-12,"0",NA
"795","2","0","csv",2022-09-12,37,12,"2088",NA,9.033,"B",2022-09-12,"0",NA
"796","3","0","csv",2022-09-12,37,12,"2088",NA,2.825,"B",2022-09-12,"0",NA
"797","4","0","csv",2022-09-12,37,12,"2088",NA,19.954,"B",2022-09-12,"0",NA
"798","1","0","csv",2022-09-12,37,12,"2090",NA,32.48,"B",2022-09-12,"0",NA
"799","2","0","csv",2022-09-12,37,12,"2090",NA,19.7,"B",2022-09-12,"0",NA
"800","3","0","csv",2022-09-12,37,12,"2090",NA,33.199,"B",2022-09-12,"0",NA
"801","3","0","csv",2022-09-12,37,12,"2365",NA,4.997,"B",2022-09-12,"0",NA
"802","1","0","csv",2022-09-12,37,12,"2367","b",12.468,"B",2022-09-12,"0",NA
"803","1","0","csv",2022-09-12,37,12,"2367","c",19.483,"B",2022-09-12,"0",NA
"804","1","1","csv",2022-09-12,37,12,"2367","y0",15.544,"B",2022-09-12,"1",NA
"805","3","0","csv",2022-09-12,37,12,"2367",NA,21.37,"B",2022-09-12,"0",NA
"806","1","0","csv",2022-09-12,37,12,"2370",NA,10.941,"B",2022-09-12,"0",NA
"807","1","0","csv",2022-09-12,37,12,"2371",NA,26.516,"B",2022-09-12,"0",NA
"808","2","0","csv",2022-09-12,37,12,"2371",NA,17.588,"B",2022-09-12,"0",NA
"809","1","0","csv",2022-09-12,37,12,"2372",NA,21.898,"B",2022-09-12,"0",NA
"810","1","0","csv",2022-09-12,37,12,"2375",NA,14.897,"B",2022-09-12,"0",NA
"811","2","0","csv",2022-09-12,37,12,"2375",NA,17.925,"B",2022-09-12,"0",NA
"812","1","0","csv",2022-09-12,37,12,"2378","a",18.105,"B",2022-09-12,"0",NA
"813","1","0","csv",2022-09-12,37,12,"2378","b",14.693,"B",2022-09-12,"0",NA
"814","1","0","csv",2022-09-12,37,12,"2378","c",16.652,"B",2022-09-12,"0",NA
"815","1","0","csv",2022-09-12,37,12,"2378","d",23.268,"B",2022-09-12,"0",NA
"816","2","0","csv",2022-09-12,37,12,"2378",NA,42.295,"B",2022-09-12,"0",NA
"817","1","0","csv",2022-09-12,37,12,"2379",NA,27.81,"B",2022-09-12,"0",NA
"818","2","0","csv",2022-09-12,37,12,"2379",NA,41.241,"B",2022-09-12,"0",NA
"819","1","0","csv",2022-09-12,37,12,"2381",NA,12.192,"B",2022-09-12,"0",NA
"820","2","0","csv",2022-09-02,36,2,"2381",NA,9.948,"B",2022-09-02,"0",NA
"821","1","0","csv",2022-09-12,37,12,"2382",NA,13.53,"B",2022-09-12,"0",NA
"822","2","0","csv",2022-09-12,37,12,"2382",NA,7.146,"B",2022-09-12,"0",NA
"823","2","0","csv",2022-09-12,37,12,"2382","b",8.802,"B",2022-09-12,"0",NA
"824","3","0","csv",2022-09-12,37,12,"2382",NA,26.585,"B",2022-09-12,"0",NA
"825","1","0","csv",2022-09-12,37,12,"2383",NA,17.95,"B",2022-09-12,"0",NA
"826","1","0","csv",2022-09-12,37,12,"2383","b",15.849,"B",2022-09-12,"0",NA
"827","1","0","csv",2022-09-12,37,12,"2383","c",19.219,"B",2022-09-12,"0",NA
"828","1","0","csv",2022-09-12,37,12,"2384",NA,24.591,"B",2022-09-12,"0",NA
"829","2","0","csv",2022-09-12,37,12,"2384",NA,12.742,"B",2022-09-12,"0",NA
"830","3","0","csv",2022-09-12,37,12,"2384",NA,8.174,"B",2022-09-12,"0",NA
"831","1","0","csv",2022-09-12,37,12,"2020",NA,0.82,"B",2022-09-12,"0",NA
"832","1","0","csv",2022-09-12,37,12,"2347",NA,2.153,"B",2022-09-12,"0",NA
"833","2","0","csv",2022-09-12,37,12,"2347",NA,2.015,"B",2022-09-12,"0",NA
"834","1","0","csv",2022-09-12,37,12,"2365",NA,0.396,"B",2022-09-12,"0",NA
"835","2","0","csv",2022-09-12,37,12,"2365",NA,0.644,"B",2022-09-12,"0",NA
"836","1","0","csv",2022-09-12,37,12,"2369",NA,2.267,"B",2022-09-12,"0",NA
"837","1","0","csv",2022-09-12,37,12,"2371",NA,2.989,"B",2022-09-12,"0",NA
"838","3","1","csv",2022-09-12,37,12,"2022",NA,6.246,"L",2022-09-12,"1",NA
"839","2","1","csv",2022-09-12,37,12,"2023",NA,2.83,"L",2022-09-12,"1",NA
"840","1","0","csv",2022-09-12,37,12,"2029",NA,51.561,"L",2022-09-12,"0",NA
"841","21","0","csv",2022-09-12,37,12,"2029",NA,68.519,"L",2022-09-12,"0",NA
"842","22","0","csv",2022-09-12,37,12,"2029","1",60.604,"L",2022-09-12,"0",NA
"843","1","0","csv",2022-09-12,37,12,"2030",NA,15.776,"L",2022-09-12,"0",NA
"844","11","0","csv",2022-09-12,37,12,"2030",NA,31.509,"L",2022-09-12,"0",NA
"845","12","0","csv",2022-09-12,37,12,"2030",NA,29.437,"L",2022-09-12,"0",NA
"846","2","0","csv",2022-09-12,37,12,"2030",NA,12.275,"L",2022-09-12,"0",NA
"847","1","0","csv",2022-09-12,37,12,"2093",NA,52.43,"L",2022-09-12,"0",NA
"848","1","1","csv",2022-09-12,37,12,"2089",NA,35.245,"L",2022-09-12,"1",NA
"849","2","0","csv",2022-09-12,37,12,"2089",NA,2.307,"L",2022-09-12,"0",NA
"850","2","1","csv",2022-09-12,37,12,"2089",NA,151.232,"L",2022-09-12,"1",NA
"851","3","1","csv",2022-09-12,37,12,"2089",NA,59.894,"L",2022-09-12,"1",NA
"852","1","0","csv",2022-09-12,37,12,"2091",NA,107.905,"L",2022-09-12,"0",NA
"853","1","1","csv",2022-09-12,37,12,"2091",NA,15.735,"L",2022-09-12,"1",NA
"854","2","0","csv",2022-09-12,37,12,"2091",NA,107.117,"L",2022-09-12,"0",NA
"855",NA,NA,"csv",NA,NA,NA,NA,NA,19.349,"2354337",NA,NA,NA
"856","2","1","csv",2022-09-12,37,12,"2091",NA,19.349,"L",2022-09-12,"1",NA
"857","1","0","csv",2022-09-12,37,12,"2092","a",14.869,"L",2022-09-12,"0",NA
"858","1","0","csv",2022-09-12,37,12,"2092","c",33.651,"L",2022-09-12,"0",NA
"859","1","0","csv",2022-09-12,37,12,"2092","b",15.727,"L",2022-09-12,"0",NA
"860","1","1","csv",2022-09-12,37,12,"2092","b",61.783,"L",2022-09-12,"1",NA
"861","1","1","csv",2022-09-12,37,12,"2092","c",41.218,"L",2022-09-12,"1",NA
"862","1","1","csv",2022-09-12,37,12,"2093",NA,24.462,"L",2022-09-12,"1",NA
"863","2","0","csv",2022-09-12,37,12,"2093",NA,40.755,"L",2022-09-12,"0",NA
"864","2","1","csv",2022-09-12,37,12,"2093",NA,135.575,"L",2022-09-12,"1",NA
"865","4","1","csv",2022-09-12,37,12,"2023",NA,70.807,"L",2022-09-12,"1",NA
"866","4","0","csv",2022-09-12,37,12,"2093",NA,64.001,"L",2022-09-12,"0",NA
"867","1","0","csv",2022-09-12,37,12,"2301",NA,29.66,"L",2022-09-12,"0",NA
"868","2","1","csv",2022-09-12,37,12,"2301",NA,54.761,"L",2022-09-12,"1",NA
"869","3","0","csv",2022-09-12,37,12,"2301",NA,110.046,"L",2022-09-12,"0",NA
