"","site","week","tree","date","plot","species","mpa","time","date_wp","cwc","date_shift","week_cwc_link"
"2827","LL",21,"11",2022-05-23,"Rohan","ARCA",3.271,"pd",2022-05-23,NA,NA,NA
"2828","LL",21,"11",2022-05-23,"Rohan","ARCA",3.341,"pd",2022-05-23,NA,NA,NA
"2829","LL",21,"11",2022-05-23,"Rohan","ARCA",3.04,"pd",2022-05-23,NA,NA,NA
"2830","LL",21,"11",2022-05-23,"Rohan","ARCA",3.314,"pd",2022-05-23,NA,NA,NA
"2831","LL",21,"2009",2022-05-23,"Hobbiton","blue oak",3.281,"md",2022-05-23,NA,NA,NA
"2832","LL",21,"2009",2022-05-23,"Hobbiton","blue oak",3.271,"md",2022-05-23,NA,NA,NA
"2833","LL",21,"2009",2022-05-23,"Hobbiton","blue oak",1.783,"pd",2022-05-23,NA,NA,NA
"2834","LL",21,"2009",2022-05-23,"Hobbiton","blue oak",1.682,"pd",2022-05-23,NA,NA,NA
"2835","LL",21,"2009",2022-05-23,"Hobbiton","blue oak",1.902,"pd",2022-05-23,NA,NA,NA
"2836","LL",21,"2010",2022-05-23,"Weathertop","blue oak",3.464,"md",2022-05-23,NA,NA,NA
"2837","LL",21,"2010",2022-05-23,"Weathertop","blue oak",3.671,"md",2022-05-23,NA,NA,NA
"2838","LL",21,"2010",2022-05-23,"Weathertop","blue oak",3.57,"md",2022-05-23,NA,NA,NA
"2839","LL",21,"2010",2022-05-23,"Weathertop","blue oak",1.471,"pd",2022-05-23,NA,NA,NA
"2840","LL",21,"2010",2022-05-23,"Weathertop","blue oak",1.501,"pd",2022-05-23,NA,NA,NA
"2841","LL",21,"2011",2022-05-23,"Weathertop","blue oak",2.09,"md",2022-05-23,NA,NA,NA
"2842","LL",21,"2011",2022-05-23,"Weathertop","blue oak",2.14,"md",2022-05-23,NA,NA,NA
"2843","LL",21,"2011",2022-05-23,"Weathertop","blue oak",2.43,"md",2022-05-23,NA,NA,NA
"2844","LL",21,"2011",2022-05-23,"Weathertop","blue oak",1.698,"pd",2022-05-23,NA,NA,NA
"2845","LL",21,"2011",2022-05-23,"Weathertop","blue oak",1.736,"pd",2022-05-23,NA,NA,NA
"2846","LL",21,"2011",2022-05-23,"Weathertop","blue oak",1.75,"pd",2022-05-23,NA,NA,NA
"2847","LL",21,"21",2022-05-23,"Rohan","LEU",3.138,"pd",2022-05-23,NA,NA,NA
"2848","LL",21,"21",2022-05-23,"Rohan","LEU",3.37,"pd",2022-05-23,NA,NA,NA
"2849","LL",21,"21",2022-05-23,"Rohan","LEU",3.421,"pd",2022-05-23,NA,NA,NA
"2850","LL",21,"21",2022-05-23,"Rohan","LEU",4.188,"pd",2022-05-23,NA,NA,NA
"2851","LL",21,"21",2022-05-23,"Rohan","LEU",3.412,"pd",2022-05-23,NA,NA,NA
"2852","LL",21,"21",2022-05-23,"Rohan","LEU",3.168,"pd",2022-05-23,NA,NA,NA
"2853","LL",21,"21",2022-05-23,"Rohan","LEU",2.993,"pd",2022-05-23,NA,NA,NA
"2854","LL",21,"2301",2022-05-23,"Hobbiton","live oak",3.07,"md",2022-05-23,NA,NA,NA
"2855","LL",21,"2301",2022-05-23,"Hobbiton","live oak",2.65,"md",2022-05-23,NA,NA,NA
"2856","LL",21,"2301",2022-05-23,"Hobbiton","live oak",2.91,"md",2022-05-23,NA,NA,NA
"2857","LL",21,"2301",2022-05-23,"Hobbiton","live oak",1.94,"pd",2022-05-23,NA,NA,NA
"2858","LL",21,"2301",2022-05-23,"Hobbiton","live oak",1.39,"pd",2022-05-23,NA,NA,NA
"2859","LL",21,"2301",2022-05-23,"Hobbiton","live oak",1.45,"pd",2022-05-23,NA,NA,NA
"2860","LL",21,"2301",2022-05-23,"Hobbiton","live oak",1.51,"pd",2022-05-23,NA,NA,NA
"2861","LL",21,"2331",2022-05-23,"Ridge","live oak",2.52,"md",2022-05-23,NA,NA,NA
"2862","LL",21,"2331",2022-05-23,"Ridge","live oak",2.68,"md",2022-05-23,NA,NA,NA
"2863","LL",21,"2331",2022-05-23,"Ridge","live oak",2.72,"md",2022-05-23,NA,NA,NA
"2864","LL",21,"2331",2022-05-23,"Ridge","live oak",2.24,"pd",2022-05-23,NA,NA,NA
"2865","LL",21,"2331",2022-05-23,"Ridge","live oak",1.65,"pd",2022-05-23,NA,NA,NA
"2866","LL",21,"2331",2022-05-23,"Ridge","live oak",1.45,"pd",2022-05-23,NA,NA,NA
"2867","LL",21,"2331",2022-05-23,"Ridge","live oak",1.75,"pd",2022-05-23,NA,NA,NA
"2868","LL",21,"2331",2022-05-23,"Ridge","live oak",2.4,"pd",2022-05-23,NA,NA,NA
"2869","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",3.778,"md",2022-05-23,NA,NA,NA
"2870","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",3.692,"md",2022-05-23,NA,NA,NA
"2871","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",3.938,"md",2022-05-23,NA,NA,NA
"2872","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",3.662,"md",2022-05-23,NA,NA,NA
"2873","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",3.535,"md",2022-05-23,NA,NA,NA
"2874","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",1.888,"pd",2022-05-23,NA,NA,NA
"2875","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",1.843,"pd",2022-05-23,NA,NA,NA
"2876","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",1.983,"pd",2022-05-23,NA,NA,NA
"2877","LL",21,"2343",2022-05-23,"Hobbiton","blue oak",1.984,"pd",2022-05-23,NA,NA,NA
"2878","LL",21,"2345",2022-05-23,"Hobbiton","live oak",2.471,"md",2022-05-23,NA,NA,NA
"2879","LL",21,"2345",2022-05-23,"Hobbiton","live oak",2.077,"md",2022-05-23,NA,NA,NA
"2880","LL",21,"2345",2022-05-23,"Hobbiton","live oak",2.088,"md",2022-05-23,NA,NA,NA
"2881","LL",21,"2345",2022-05-23,"Hobbiton","live oak",2.043,"md",2022-05-23,NA,NA,NA
"2882","LL",21,"2345",2022-05-23,"Hobbiton","live oak",0.678,"pd",2022-05-23,NA,NA,NA
"2883","LL",21,"2345",2022-05-23,"Hobbiton","live oak",0.788,"pd",2022-05-23,NA,NA,NA
"2884","LL",21,"2345",2022-05-23,"Hobbiton","live oak",0.682,"pd",2022-05-23,NA,NA,NA
"2885","LL",21,"2346",2022-05-23,"Hobbiton","blue oak",3.268,"md",2022-05-23,NA,NA,NA
"2886","LL",21,"2346",2022-05-23,"Hobbiton","blue oak",3.365,"md",2022-05-23,NA,NA,NA
"2887","LL",21,"2346",2022-05-23,"Hobbiton","blue oak",2.078,"pd",2022-05-23,NA,NA,NA
"2888","LL",21,"2346",2022-05-23,"Hobbiton","blue oak",2.043,"pd",2022-05-23,NA,NA,NA
"2889","LL",21,"2347",2022-05-23,"Hobbiton","blue oak",3.13,"md",2022-05-23,NA,NA,NA
"2890","LL",21,"2347",2022-05-23,"Hobbiton","blue oak",2.7,"md",2022-05-23,NA,NA,NA
"2891","LL",21,"2347",2022-05-23,"Hobbiton","blue oak",2.75,"md",2022-05-23,NA,NA,NA
"2892","LL",21,"2347",2022-05-23,"Hobbiton","blue oak",1.762,"pd",2022-05-23,NA,NA,NA
"2893","LL",21,"2347",2022-05-23,"Hobbiton","blue oak",2.168,"pd",2022-05-23,NA,NA,NA
"2894","LL",21,"2347",2022-05-23,"Hobbiton","blue oak",1.872,"pd",2022-05-23,NA,NA,NA
"2895","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",3.501,"md",2022-05-23,NA,NA,NA
"2896","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",3.7,"md",2022-05-23,NA,NA,NA
"2897","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",4.517,"md",2022-05-23,NA,NA,NA
"2898","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",4.323,"md",2022-05-23,NA,NA,NA
"2899","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",4.776,"md",2022-05-23,NA,NA,NA
"2900","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",1.432,"pd",2022-05-23,NA,NA,NA
"2901","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",1.371,"pd",2022-05-23,NA,NA,NA
"2902","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",1.341,"pd",2022-05-23,NA,NA,NA
"2903","LL",21,"2352",2022-05-23,"MiddleEarth","live oak",1.504,"pd",2022-05-23,NA,NA,NA
"2904","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",4.031,"md",2022-05-23,NA,NA,NA
"2905","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",3.467,"md",2022-05-23,NA,NA,NA
"2906","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",3.531,"md",2022-05-23,NA,NA,NA
"2907","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",1.212,"pd",2022-05-23,NA,NA,NA
"2908","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",1.356,"pd",2022-05-23,NA,NA,NA
"2909","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",1.361,"pd",2022-05-23,NA,NA,NA
"2910","LL",21,"2354",2022-05-23,"MiddleEarth","live oak",1.421,"pd",2022-05-23,NA,NA,NA
"2911","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",3.234,"md",2022-05-23,NA,NA,NA
"2912","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",3.189,"md",2022-05-23,NA,NA,NA
"2913","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",3.4,"md",2022-05-23,NA,NA,NA
"2914","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",3.286,"md",2022-05-23,NA,NA,NA
"2915","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",2.157,"pd",2022-05-23,NA,NA,NA
"2916","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",1.958,"pd",2022-05-23,NA,NA,NA
"2917","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",2.271,"pd",2022-05-23,NA,NA,NA
"2918","LL",21,"2360",2022-05-23,"MiddleEarth","blue oak",2.151,"pd",2022-05-23,NA,NA,NA
"2919","LL",21,"2365",2022-05-23,"MiddleEarth","blue oak",3.043,"md",2022-05-23,NA,NA,NA
"2920","LL",21,"2365",2022-05-23,"MiddleEarth","blue oak",2.912,"md",2022-05-23,NA,NA,NA
"2921","LL",21,"2365",2022-05-23,"MiddleEarth","blue oak",2.963,"md",2022-05-23,NA,NA,NA
"2922","LL",21,"2365",2022-05-23,"MiddleEarth","blue oak",1.773,"pd",2022-05-23,NA,NA,NA
"2923","LL",21,"2365",2022-05-23,"MiddleEarth","blue oak",1.82,"pd",2022-05-23,NA,NA,NA
"2924","LL",21,"2365",2022-05-23,"MiddleEarth","blue oak",2.04,"pd",2022-05-23,NA,NA,NA
"2925","LL",21,"2367",2022-05-23,"MiddleEarth","blue oak",3.01,"md",2022-05-23,NA,NA,NA
"2926","LL",21,"2367",2022-05-23,"MiddleEarth","blue oak",2.99,"md",2022-05-23,NA,NA,NA
"2927","LL",21,"2367",2022-05-23,"MiddleEarth","blue oak",2.881,"md",2022-05-23,NA,NA,NA
"2928","LL",21,"2367",2022-05-23,"MiddleEarth","blue oak",2.032,"pd",2022-05-23,NA,NA,NA
"2929","LL",21,"2367",2022-05-23,"MiddleEarth","blue oak",2.001,"pd",2022-05-23,NA,NA,NA
"2930","LL",21,"2367",2022-05-23,"MiddleEarth","blue oak",2.023,"pd",2022-05-23,NA,NA,NA
"2931","LL",21,"2369",2022-05-23,"MiddleEarth","blue oak",3.67,"md",2022-05-23,NA,NA,NA
"2932","LL",21,"2369",2022-05-23,"MiddleEarth","blue oak",3.79,"md",2022-05-23,NA,NA,NA
"2933","LL",21,"2369",2022-05-23,"MiddleEarth","blue oak",3.7,"md",2022-05-23,NA,NA,NA
"2934","LL",21,"2369",2022-05-23,"MiddleEarth","blue oak",1.812,"pd",2022-05-23,NA,NA,NA
"2935","LL",21,"2369",2022-05-23,"MiddleEarth","blue oak",1.982,"pd",2022-05-23,NA,NA,NA
"2936","LL",21,"2369",2022-05-23,"MiddleEarth","blue oak",1.9,"pd",2022-05-23,NA,NA,NA
"2937","LL",21,"2370",2022-05-23,"Weathertop","blue oak",2.92,"md",2022-05-23,NA,NA,NA
"2938","LL",21,"2370",2022-05-23,"Weathertop","blue oak",3.5,"md",2022-05-23,NA,NA,NA
"2939","LL",21,"2370",2022-05-23,"Weathertop","blue oak",3.18,"md",2022-05-23,NA,NA,NA
"2940","LL",21,"2370",2022-05-23,"Weathertop","blue oak",2.063,"pd",2022-05-23,NA,NA,NA
"2941","LL",21,"2370",2022-05-23,"Weathertop","blue oak",1.882,"pd",2022-05-23,NA,NA,NA
"2942","LL",21,"2370",2022-05-23,"Weathertop","blue oak",1.843,"pd",2022-05-23,NA,NA,NA
"2943","LL",21,"2371",2022-05-23,"Weathertop","blue oak",2.7,"md",2022-05-23,NA,NA,NA
"2944","LL",21,"2371",2022-05-23,"Weathertop","blue oak",2.61,"md",2022-05-23,NA,NA,NA
"2945","LL",21,"2371",2022-05-23,"Weathertop","blue oak",2.36,"md",2022-05-23,NA,NA,NA
"2946","LL",21,"2371",2022-05-23,"Weathertop","blue oak",1.532,"pd",2022-05-23,NA,NA,NA
"2947","LL",21,"2371",2022-05-23,"Weathertop","blue oak",1.501,"pd",2022-05-23,NA,NA,NA
"2948","LL",21,"2372",2022-05-23,"Weathertop","blue oak",2.37,"md",2022-05-23,NA,NA,NA
"2949","LL",21,"2372",2022-05-23,"Weathertop","blue oak",2.21,"md",2022-05-23,NA,NA,NA
"2950","LL",21,"2372",2022-05-23,"Weathertop","blue oak",1.96,"md",2022-05-23,NA,NA,NA
"2951","LL",21,"2372",2022-05-23,"Weathertop","blue oak",1.782,"pd",2022-05-23,NA,NA,NA
"2952","LL",21,"2372",2022-05-23,"Weathertop","blue oak",1.741,"pd",2022-05-23,NA,NA,NA
"2953","LL",21,"2372",2022-05-23,"Weathertop","blue oak",1.842,"pd",2022-05-23,NA,NA,NA
"2954","LL",21,"2375",2022-05-23,"Hobbiton","blue oak",3.406,"md",2022-05-23,NA,NA,NA
"2955","LL",21,"2375",2022-05-23,"Hobbiton","blue oak",3.478,"md",2022-05-23,NA,NA,NA
"2956","LL",21,"2375",2022-05-23,"Hobbiton","blue oak",1.645,"pd",2022-05-23,NA,NA,NA
"2957","LL",21,"2375",2022-05-23,"Hobbiton","blue oak",1.73,"pd",2022-05-23,NA,NA,NA
"2958","LL",21,"2375",2022-05-23,"Hobbiton","blue oak",1.723,"pd",2022-05-23,NA,NA,NA
"2959","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",2.615,"md",2022-05-23,NA,NA,NA
"2960","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",2.386,"md",2022-05-23,NA,NA,NA
"2961","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",2.056,"md",2022-05-23,NA,NA,NA
"2962","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",2.343,"md",2022-05-23,NA,NA,NA
"2963","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",0.839,"pd",2022-05-23,NA,NA,NA
"2964","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",1.11,"pd",2022-05-23,NA,NA,NA
"2965","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",1.556,"pd",2022-05-23,NA,NA,NA
"2966","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",1.331,"pd",2022-05-23,NA,NA,NA
"2967","LL",21,"2376",2022-05-23,"MiddleEarth","live oak",1.186,"pd",2022-05-23,NA,NA,NA
"2968","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",1.464,"md",2022-05-23,NA,NA,NA
"2969","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",1.728,"md",2022-05-23,NA,NA,NA
"2970","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",1.531,"md",2022-05-23,NA,NA,NA
"2971","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",1.74,"md",2022-05-23,NA,NA,NA
"2972","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",0.899,"pd",2022-05-23,NA,NA,NA
"2973","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",1.019,"pd",2022-05-23,NA,NA,NA
"2974","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",0.82,"pd",2022-05-23,NA,NA,NA
"2975","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",0.978,"pd",2022-05-23,NA,NA,NA
"2976","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",1.06,"pd",2022-05-23,NA,NA,NA
"2977","LL",21,"2377",2022-05-23,"MiddleEarth","live oak",0.658,"pd",2022-05-23,NA,NA,NA
"2978","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",3.361,"md",2022-05-23,NA,NA,NA
"2979","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",3.187,"md",2022-05-23,NA,NA,NA
"2980","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",2.778,"md",2022-05-23,NA,NA,NA
"2981","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",3.373,"md",2022-05-23,NA,NA,NA
"2982","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",3.261,"md",2022-05-23,NA,NA,NA
"2983","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",1.688,"pd",2022-05-23,NA,NA,NA
"2984","LL",21,"2378",2022-05-23,"MiddleEarth","blue oak",1.731,"pd",2022-05-23,NA,NA,NA
"2985","LL",21,"2379",2022-05-23,"MiddleEarth","blue oak",3.341,"md",2022-05-23,NA,NA,NA
"2986","LL",21,"2379",2022-05-23,"MiddleEarth","blue oak",3.31,"md",2022-05-23,NA,NA,NA
"2987","LL",21,"2379",2022-05-23,"MiddleEarth","blue oak",2.371,"pd",2022-05-23,NA,NA,NA
"2988","LL",21,"2379",2022-05-23,"MiddleEarth","blue oak",2.201,"pd",2022-05-23,NA,NA,NA
"2989","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",3.65,"md",2022-05-23,NA,NA,NA
"2990","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",3.83,"md",2022-05-23,NA,NA,NA
"2991","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",3.86,"md",2022-05-23,NA,NA,NA
"2992","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",0.893,"pd",2022-05-23,NA,NA,NA
"2993","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",0.789,"pd",2022-05-23,NA,NA,NA
"2994","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",0.918,"pd",2022-05-23,NA,NA,NA
"2995","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",0.643,"pd",2022-05-23,NA,NA,NA
"2996","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",0.928,"pd",2022-05-23,NA,NA,NA
"2997","LL",21,"2380",2022-05-23,"MiddleEarth","live oak",0.931,"pd",2022-05-23,NA,NA,NA
"2998","LL",21,"2381",2022-05-23,"Weathertop","blue oak",2.824,"md",2022-05-23,NA,NA,NA
"2999","LL",21,"2381",2022-05-23,"Weathertop","blue oak",2.469,"md",2022-05-23,NA,NA,NA
"3000","LL",21,"2381",2022-05-23,"Weathertop","blue oak",2.774,"md",2022-05-23,NA,NA,NA
"3001","LL",21,"2381",2022-05-23,"Weathertop","blue oak",2.479,"md",2022-05-23,NA,NA,NA
"3002","LL",21,"2381",2022-05-23,"Weathertop","blue oak",1.293,"pd",2022-05-23,NA,NA,NA
"3003","LL",21,"2381",2022-05-23,"Weathertop","blue oak",1.288,"pd",2022-05-23,NA,NA,NA
"3004","LL",21,"2382",2022-05-23,"Weathertop","blue oak",3.949,"md",2022-05-23,NA,NA,NA
"3005","LL",21,"2382",2022-05-23,"Weathertop","blue oak",3.938,"md",2022-05-23,NA,NA,NA
"3006","LL",21,"2382",2022-05-23,"Weathertop","blue oak",3.778,"md",2022-05-23,NA,NA,NA
"3007","LL",21,"2382",2022-05-23,"Weathertop","blue oak",1.416,"pd",2022-05-23,NA,NA,NA
"3008","LL",21,"2382",2022-05-23,"Weathertop","blue oak",1.348,"pd",2022-05-23,NA,NA,NA
"3009","LL",21,"2382",2022-05-23,"Weathertop","blue oak",1.334,"pd",2022-05-23,NA,NA,NA
"3010","LL",21,"2383",2022-05-23,"Weathertop","blue oak",3.47,"md",2022-05-23,NA,NA,NA
"3011","LL",21,"2383",2022-05-23,"Weathertop","blue oak",3.27,"md",2022-05-23,NA,NA,NA
"3012","LL",21,"2383",2022-05-23,"Weathertop","blue oak",3.29,"md",2022-05-23,NA,NA,NA
"3013","LL",21,"2383",2022-05-23,"Weathertop","blue oak",1.683,"pd",2022-05-23,NA,NA,NA
"3014","LL",21,"2383",2022-05-23,"Weathertop","blue oak",1.338,"pd",2022-05-23,NA,NA,NA
"3015","LL",21,"2383",2022-05-23,"Weathertop","blue oak",1.56,"pd",2022-05-23,NA,NA,NA
"3016","LL",21,"2383",2022-05-23,"Weathertop","blue oak",1.548,"pd",2022-05-23,NA,NA,NA
"3017","LL",21,"2384",2022-05-23,"Weathertop","blue oak",3.3,"md",2022-05-23,NA,NA,NA
"3018","LL",21,"2384",2022-05-23,"Weathertop","blue oak",2.92,"md",2022-05-23,NA,NA,NA
"3019","LL",21,"2384",2022-05-23,"Weathertop","blue oak",2.83,"md",2022-05-23,NA,NA,NA
"3020","LL",21,"2384",2022-05-23,"Weathertop","blue oak",1.288,"pd",2022-05-23,NA,NA,NA
"3021","LL",21,"2384",2022-05-23,"Weathertop","blue oak",1.219,"pd",2022-05-23,NA,NA,NA
"3022","LL",29,"2009",2022-07-19,"Hobbiton","blue oak",3.9,"md",2022-07-19,NA,NA,NA
"3023","LL",29,"2009",2022-07-19,"Hobbiton","blue oak",4,"md",2022-07-19,NA,NA,NA
"3024","LL",29,"2010",2022-07-19,"Weathertop","blue oak",4,"md",2022-07-19,NA,NA,NA
"3025","LL",29,"2010",2022-07-19,"Weathertop","blue oak",3,"md",2022-07-19,NA,NA,NA
"3026","LL",29,"2010",2022-07-19,"Weathertop","blue oak",4.2,"md",2022-07-19,NA,NA,NA
"3027","LL",29,"2010",2022-07-19,"Weathertop","blue oak",3.5,"pd",2022-07-19,NA,NA,NA
"3028","LL",29,"2010",2022-07-19,"Weathertop","blue oak",3.4,"pd",2022-07-19,NA,NA,NA
"3029","LL",29,"2011",2022-07-19,"Weathertop","blue oak",5.2,"md",2022-07-19,NA,NA,NA
"3030","LL",29,"2011",2022-07-19,"Weathertop","blue oak",4.5,"md",2022-07-19,NA,NA,NA
"3031","LL",29,"2011",2022-07-19,"Weathertop","blue oak",4.8,"md",2022-07-19,NA,NA,NA
"3032","LL",29,"2011",2022-07-19,"Weathertop","blue oak",5,"md",2022-07-19,NA,NA,NA
"3033","LL",29,"2011",2022-07-19,"Weathertop","blue oak",4.2,"pd",2022-07-19,NA,NA,NA
"3034","LL",29,"2011",2022-07-19,"Weathertop","blue oak",4.1,"pd",2022-07-19,NA,NA,NA
"3035","LL",29,"2301",2022-07-19,"Hobbiton","live oak",4.25,"md",2022-07-19,NA,NA,NA
"3036","LL",29,"2301",2022-07-19,"Hobbiton","live oak",4.4,"md",2022-07-19,NA,NA,NA
"3037","LL",29,"2301",2022-07-19,"Hobbiton","live oak",4.5,"md",2022-07-19,NA,NA,NA
"3038","LL",29,"2301",2022-07-19,"Hobbiton","live oak",2.1,"pd",2022-07-19,NA,NA,NA
"3039","LL",29,"2301",2022-07-19,"Hobbiton","live oak",2.15,"pd",2022-07-19,NA,NA,NA
"3040","LL",29,"2301",2022-07-19,"Hobbiton","live oak",2.09,"pd",2022-07-19,NA,NA,NA
"3041","LL",29,"2331",2022-07-19,"Ridge","live oak",3.5,"md",2022-07-19,NA,NA,NA
"3042","LL",29,"2331",2022-07-19,"Ridge","live oak",3.6,"md",2022-07-19,NA,NA,NA
"3043","LL",29,"2331",2022-07-19,"Ridge","live oak",3.8,"md",2022-07-19,NA,NA,NA
"3044","LL",29,"2331",2022-07-19,"Ridge","live oak",3.9,"pd",2022-07-19,NA,NA,NA
"3045","LL",29,"2331",2022-07-19,"Ridge","live oak",2.84,"pd",2022-07-19,NA,NA,NA
"3046","LL",29,"2331",2022-07-19,"Ridge","live oak",2.85,"pd",2022-07-19,NA,NA,NA
"3047","LL",29,"2343",2022-07-19,"Hobbiton","blue oak",3.1,"md",2022-07-19,NA,NA,NA
"3048","LL",29,"2343",2022-07-19,"Hobbiton","blue oak",3.2,"md",2022-07-19,NA,NA,NA
"3049","LL",29,"2343",2022-07-19,"Hobbiton","blue oak",3.3,"md",2022-07-19,NA,NA,NA
"3050","LL",29,"2343",2022-07-19,"Hobbiton","blue oak",3.3,"pd",2022-07-19,NA,NA,NA
"3051","LL",29,"2343",2022-07-19,"Hobbiton","blue oak",3.25,"pd",2022-07-19,NA,NA,NA
"3052","LL",29,"2343",2022-07-19,"Hobbiton","blue oak",2.9,"pd",2022-07-19,NA,NA,NA
"3053","LL",29,"2345",2022-07-19,"Hobbiton","live oak",3.4,"md",2022-07-19,NA,NA,NA
"3054","LL",29,"2345",2022-07-19,"Hobbiton","live oak",3.1,"md",2022-07-19,NA,NA,NA
"3055","LL",29,"2345",2022-07-19,"Hobbiton","live oak",3.7,"md",2022-07-19,NA,NA,NA
"3056","LL",29,"2345",2022-07-19,"Hobbiton","live oak",3.6,"md",2022-07-19,NA,NA,NA
"3057","LL",29,"2345",2022-07-19,"Hobbiton","live oak",1.1,"pd",2022-07-19,NA,NA,NA
"3058","LL",29,"2345",2022-07-19,"Hobbiton","live oak",1,"pd",2022-07-19,NA,NA,NA
"3059","LL",29,"2345",2022-07-19,"Hobbiton","live oak",1.25,"pd",2022-07-19,NA,NA,NA
"3060","LL",29,"2346",2022-07-19,"Hobbiton","blue oak",4.8,"md",2022-07-19,NA,NA,NA
"3061","LL",29,"2346",2022-07-19,"Hobbiton","blue oak",4.6,"md",2022-07-19,NA,NA,NA
"3062","LL",29,"2346",2022-07-19,"Hobbiton","blue oak",3.8,"pd",2022-07-19,NA,NA,NA
"3063","LL",29,"2346",2022-07-19,"Hobbiton","blue oak",3.6,"pd",2022-07-19,NA,NA,NA
"3064","LL",29,"2346",2022-07-19,"Hobbiton","blue oak",4,"pd",2022-07-19,NA,NA,NA
"3065","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",4.5,"md",2022-07-19,NA,NA,NA
"3066","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",4.3,"md",2022-07-19,NA,NA,NA
"3067","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",3.8,"md",2022-07-19,NA,NA,NA
"3068","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",4.2,"md",2022-07-19,NA,NA,NA
"3069","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",3.7,"pd",2022-07-19,NA,NA,NA
"3070","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",3.4,"pd",2022-07-19,NA,NA,NA
"3071","LL",29,"2347",2022-07-19,"Hobbiton","blue oak",3.2,"pd",2022-07-19,NA,NA,NA
"3072","LL",29,"2352",2022-07-19,"MiddleEarth","live oak",5.6,"md",2022-07-19,NA,NA,NA
"3073","LL",29,"2352",2022-07-19,"MiddleEarth","live oak",5.7,"md",2022-07-19,NA,NA,NA
"3074","LL",29,"2352",2022-07-19,"MiddleEarth","live oak",5.5,"md",2022-07-19,NA,NA,NA
"3075","LL",29,"2352",2022-07-19,"MiddleEarth","live oak",2.22,"pd",2022-07-19,NA,NA,NA
